"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d5b8ibptlc-1crwboq1incbc","d5b8ibptlc-1crwboq1incbc","Thing","1% artistique","1% culturel","Procédure de soutien à la création créée en 1951.",,"thing/FRAN_RI_004-d3ndfqqegf--1qsozwqovncyz","politique culturelle",,"thing/FRAN_RI_004-d3ndf6jvjk--8uifctgtho9j",,,,,,
"thing/FRAN_RI_004-d3ndfa7w77-xv731cmg9d88","d3ndfa7w77-xv731cmg9d88","Thing","abattage",,,,"thing/FRAN_RI_004-d3ndfa7cd9--16zuom11frmjt","boucherie",,,,,,,,
"thing/FRAN_RI_004-d5b8ibhft5-1q9clpkiub8hu","d5b8ibhft5-1q9clpkiub8hu","Thing","abattoir",,"Édifice ou partie d'édifice destiné à l'abattage des animaux de boucherie. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-604)",,"thing/FRAN_RI_004-d3ndfa7cd9--16zuom11frmjt","boucherie",,,"http://data.bnf.fr/ark:/12148/cb11936410b | http://vocab.getty.edu/aat/300006354 | http://fr.dbpedia.org/resource/Abattoir",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfso78e-1c7ly4xndlqv8","d3ndfso78e-1c7ly4xndlqv8","Thing","abbaye","bâtiment monastique | bâtiment conventuel | monastère | couvent","Établissement monastique sous le gouvernement d'un abbé ou d'une abbesse. L'abbaye-mère est une abbaye à partir de laquelle ont été fondées d'autres abbayes. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-99)",,"thing/FRAN_RI_004-d5b8ib4n5q-1u0p1lk3syzxb","édifice cultuel",,,"http://vocab.getty.edu/aat/300000642 | http://data.bnf.fr/ark:/12148/cb11934704r | http://fr.dbpedia.org/resource/Abbaye",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf1i2id--hzgzrrvu7inn","d3ndf1i2id--hzgzrrvu7inn","Thing","absence","absent militaire | absent civil","Etat d'une personne dont on ignore si elle est encore en vie.",,"thing/FRAN_RI_004-d3ndf1hi16-ml15bt04g5px","droit des personnes",,,,,,,,
"thing/FRAN_RI_004-d3ndep8uks-1avty1y5jn2ev","d3ndep8uks-1avty1y5jn2ev","Thing","abstention",,,,"thing/FRAN_RI_004-d3ndep7zyu-2xmxxewhm5is","élection",,,,,,,,
"thing/FRAN_RI_004-d3ndeu0jbc-qnhezbmq3dtv","d3ndeu0jbc-qnhezbmq3dtv","Thing","académie",,,,"thing/FRAN_RI_004-d3ndetzmzb--fyti9r4c94ba","service déconcentré",,,,,,,,
"thing/FRAN_RI_004-d3ndfcnbl1-pria3kfh3dw9","d3ndfcnbl1-pria3kfh3dw9","Thing","accès à l'eau",,,,"thing/FRAN_RI_004-d3ndfcmuzh--10yu60b8ah0o8","politique de l'eau",,,,,,,,
"thing/FRAN_RI_004-d3ndfdku2j-1u390ttab7ku2","d3ndfdku2j-1u390ttab7ku2","Thing","accession à la propriété",,,,"thing/FRAN_RI_004-d3ndfdkejt--grcq3c4jh0h2","aide au logement",,,,,,,,
"thing/FRAN_RI_004-d3ndfewjnc-ze4gktofzux6","d3ndfewjnc-ze4gktofzux6","Thing","accident d'avion",,,,"thing/FRAN_RI_004-d3ndfew57f--1lh5k5x8fbg1j","sécurité aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndewdiyt-ksp1zb8dbmd2","d3ndewdiyt-ksp1zb8dbmd2","Thing","accident de la circulation","accident de la route",,,"thing/FRAN_RI_004-d3ndewcose--z9fmv8t39oqw","sécurité routière",,,,,,,,
"thing/FRAN_RI_004-d3ndfk0aql-scj4nutbuv7w","d3ndfk0aql-scj4nutbuv7w","Thing","accident du travail",,,,"thing/FRAN_RI_004-d3ndfjzpec-1q6zunjr3g9m4","sécurité du travail",,,,,,,,
"thing/FRAN_RI_004-d3ndfppbxd-1ldalc70dcvkr","d3ndfppbxd-1ldalc70dcvkr","Thing","accident scolaire",,,,"thing/FRAN_RI_004-d3ndfpoyzr--11iqewb50r2yb","vie scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndf04npp--1mysroqhipxet","d3ndf04npp--1mysroqhipxet","Thing","accord bilatéral",,,,"thing/FRAN_RI_004-d3ndf03y28--16ps8l2kffhfq","accord international",,,,,,,,
"thing/FRAN_RI_004-d3ndf05dso--1qx471qw8cg90","d3ndf05dso--1qx471qw8cg90","Thing","accord commercial",,,,"thing/FRAN_RI_004-d3ndf03y28--16ps8l2kffhfq","accord international",,,,,,,,
"thing/FRAN_RI_004-d3ndexfzxq-1ha4w3ccqyr37","d3ndexfzxq-1ha4w3ccqyr37","Thing","accord de défense",,,,"thing/FRAN_RI_004-d3ndexf71v-134h0jj7hsig0","sécurité internationale",,,,,,,,
"thing/FRAN_RI_004-d3ndf061q1-1taqj6aav4tij","d3ndf061q1-1taqj6aav4tij","Thing","accord économique",,,,"thing/FRAN_RI_004-d3ndf03y28--16ps8l2kffhfq","accord international",,,,,,,,
"thing/FRAN_RI_004-d3ndf03y28--16ps8l2kffhfq","d3ndf03y28--16ps8l2kffhfq","Thing","accord international","convention internationale",,,"thing/FRAN_RI_004-d3ndf01uef--qo3xkkwjvm84","droit international",,,,,,,,
"thing/FRAN_RI_004-d3m010rgu0n-1osoti3cycycl","d3m010rgu0n-1osoti3cycycl","Thing","accord salarial",,,,"thing/FRAN_RI_004-d3ndfkdw24-nljs0lphx7i6","relations du travail",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgmi4z--2t9sh1g85vvq","d-2ipxgmi4z--2t9sh1g85vvq","Thing","accords d'Evian (1962)",,,,"thing/FRAN_RI_004-d-2ipxglmg8--151lmum7rdeui","guerre d'Algérie (1954-1962)",,,,,,,,
"thing/FRAN_RI_004-d3ndfz5pu6--137yrsa9xi01b","d3ndfz5pu6--137yrsa9xi01b","Thing","acheminement postal","acheminement du courrier",,,"thing/FRAN_RI_004-d3ndfz5btr-1f8xjfynmv7h8","courrier",,,,,,,,
"thing/FRAN_RI_004-d3m010t544u-9uktfeilom4i","d3m010t544u-9uktfeilom4i","Thing","acier",,,,"thing/FRAN_RI_004-d3ndfb56a2-8m9t5npm5ziu","métal",,,,,,,,
"thing/FRAN_RI_004-d3ndeotw3y-1m42y4kmz9thb","d3ndeotw3y-1m42y4kmz9thb","Thing","Acte additionnel de 1815","acte additionnel aux constitutions de l'empire 1815",,,"thing/FRAN_RI_004-d3ndeot1ps--1t57ajijqrsbm","constitution",,,,,,,,
"thing/FRAN_RI_004-d3ndeugeby-163gi5w2eoveu","d3ndeugeby-163gi5w2eoveu","Thing","acte administratif",,,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d699mre438k-1659a25g5ihp9","d699mre438k-1659a25g5ihp9","Thing","Acte unique européen (1986)","marché unique","Signé en les 17 et 28 février 1986, il est entré en vigueur le 1er juillet 1987 et fixe la transformation du Marché commun en Marché unique au 1er janvier 1993.",,"thing/FRAN_RI_004-d3ndf0t0ly--4tdn61a25ol2","droit communautaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfxb3yc--1juon0wov09mq","d3ndfxb3yc--1juon0wov09mq","Thing","action concertée","action incitative | action complémentaire coordonnée","existe depuis 1958.",,"thing/FRAN_RI_004-d3ndfxaqsz--10bvuqg3fsepo","aide à la recherche",,,,,,,,
"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","d3ndfq0vyg-jo785pt8fld2","Thing","action culturelle","action socio-culturelle",,,"thing/FRAN_RI_004-d3ndfpzea6--af2ilg8ixcqn","vie culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndezh9b2-1dama9tzla38v","d3ndezh9b2-1dama9tzla38v","Thing","action humanitaire","aide humanitaire",,,"thing/FRAN_RI_004-d3ndezgkin--13798c7wy2n6","politique internationale",,,,,,,,
"thing/FRAN_RI_004-d3ndf507x2-r999umgn9816","d3ndf507x2-r999umgn9816","Thing","actionnaire",,,,"thing/FRAN_RI_004-d3ndf4zoin--15l75r1v4c8zu","bourse",,,,,,,,
"thing/FRAN_RI_004-d3ndf5f4vk-103vbnp7hzgjp","d3ndf5f4vk-103vbnp7hzgjp","Thing","actionnariat salarié",,,,"thing/FRAN_RI_004-d3ndf5em4f-1lhzud1dlfq1i","gestion d'entreprise",,,,,,,,
"thing/FRAN_RI_004-d3ndf4b991--j89nkom7w2oe","d3ndf4b991--j89nkom7w2oe","Thing","action publique",,"Action intentée, au nom de la société, par le ministère public.",,"thing/FRAN_RI_004-d3ndf4a8ls--wsq3816u5sh0","procédure pénale",,,,,,,,
"thing/FRAN_RI_004-d3ndfi0fdm--nr2hb5puvzrk","d3ndfi0fdm--nr2hb5puvzrk","Thing","action sociale","politique sociale",,,"thing/FRAN_RI_004-d3ndfg6jkr--16pisjb4ms3q9","société",,,,,,,,
"thing/FRAN_RI_004-d3ndfxbfle--mf1mcsary45d","d3ndfxbfle--mf1mcsary45d","Thing","action thématique programmée","action sur programme","projet de recherche confié conjointement à plusieurs laboratoires.",,"thing/FRAN_RI_004-d3ndfxaqsz--10bvuqg3fsepo","aide à la recherche",,,,,,,,
"thing/FRAN_RI_004-d3ndesuc9m-1mqb2mq1c79je","d3ndesuc9m-1mqb2mq1c79je","Thing","activité parlementaire",,,,"thing/FRAN_RI_004-d3ndesgcaf--gb3xcd52i975","pouvoir législatif",,,,,,,,
"thing/FRAN_RI_004-d3ndfppnco--x6qyuu5z7rhz","d3ndfppnco--x6qyuu5z7rhz","Thing","activité périscolaire","activité parascolaire",,,"thing/FRAN_RI_004-d3ndfpoyzr--11iqewb50r2yb","vie scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfmlrme-mqyfsgqa3nl2","d3ndfmlrme-mqyfsgqa3nl2","Thing","activité socio-éducative",,"Activités incluses dans le cadre et l'horaire scolaires.",,"thing/FRAN_RI_004-d3ndfmlg74-iukmrmt835vh","pédagogie",,,,,,,,
"thing/FRAN_RI_004-d3ndfe25gv-103gm04t47g17","d3ndfe25gv-103gm04t47g17","Thing","adduction d'eau",,,,"thing/FRAN_RI_004-d3ndfdxhrh-we0aa1edcteb","hydraulique",,"thing/FRAN_RI_004-d3ndfcnsm2-1ar82kujhm25z",,,,,,
"thing/FRAN_RI_004-d3ndf6m0xh--1lb03aivrp1lf","d3ndf6m0xh--1lb03aivrp1lf","Thing","adjudication",,,,"thing/FRAN_RI_004-d3ndf6lhqt--ef9rnlil3by","marché public",,,,,,,,
"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","d3m010qsk3w--19fxpvqz4cag0","Thing","administration après 1789",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndetc907-1nkj3mgcx2rya","d3ndetc907-1nkj3mgcx2rya","Thing","administration centrale",,,,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndf2tmwy-y9n5ahyjy6ip","d3ndf2tmwy-y9n5ahyjy6ip","Thing","administration pénitentiaire",,,,"thing/FRAN_RI_004-d3ndf2t4t3--dwv6u22iiwdt","fonctionnement de la justice",,,,,,,,
"thing/FRAN_RI_004-d3ndfj300g--1onj5t2u8bptj","d3ndfj300g--1onj5t2u8bptj","Thing","adolescence","adolescent",,,"thing/FRAN_RI_004-d3ndfj2juf--v1sqwt80k16a","jeunesse",,,,,,,,
"thing/FRAN_RI_004-d3ndf1imk2-17ymsyf8xwncu","d3ndf1imk2-17ymsyf8xwncu","Thing","adoption",,,,"thing/FRAN_RI_004-d3ndf1hi16-ml15bt04g5px","droit des personnes",,"thing/FRAN_RI_004-d3ndfizh1q--1qg031hdowf1v",,,,,,
"thing/FRAN_RI_004-d3ndfiu13r-1pgca14xkaqh0","d3ndfiu13r-1pgca14xkaqh0","Thing","adulte",,,,"thing/FRAN_RI_004-d3ndfitnyd--8jw7tebl5fo3","population",,,,,,,,
"thing/FRAN_RI_004-d3ndfeu9y9--4ji9q7rm0b8s","d3ndfeu9y9--4ji9q7rm0b8s","Thing","aéroclub",,,,"thing/FRAN_RI_004-d3ndfetv2t--1j9apddjivwr0","base aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndfeumvv--o5x82msacdgy","d3ndfeumvv--o5x82msacdgy","Thing","aérodrome",,"Plate-forme aménagée pour l'accueil d'aéronefs et pour la pratique de l'aviation sous toutes ses formes. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1004)",,"thing/FRAN_RI_004-d3ndfetv2t--1j9apddjivwr0","base aérienne",,,"http://vocab.getty.edu/aat/300000679 | http://fr.dbpedia.org/resource/A%C3%A9rodrome",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndffaqye-xxo55xoj8pe4","d3ndffaqye-xxo55xoj8pe4","Thing","aéroglisseur",,,,"thing/FRAN_RI_004-d3ndffacih--1x5yr9hwz6oae","navire",,,,,,,,
"thing/FRAN_RI_004-d3ndfev018-16ijg99m098je","d3ndfev018-16ijg99m098je","Thing","aéroport",,"Tout aérodrome accueillant les infrastructures liées aux activités commerciales du transport aérien. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1005)",,"thing/FRAN_RI_004-d3ndfetv2t--1j9apddjivwr0","base aérienne",,,"http://data.bnf.fr/ark:/12148/cb11936051t | http://vocab.getty.edu/aat/300000681 | http://fr.dbpedia.org/resource/A%C3%A9roport",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfetgmv--vlchdo9834op","d3ndfetgmv--vlchdo9834op","Thing","aérostat","montgolfière | ballon dirigeable",,,"thing/FRAN_RI_004-d3ndfeq8vo--a8dnbc4f17je","navigation aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndfg2v81-mz5y76g8iglw","d3ndfg2v81-mz5y76g8iglw","Thing","aérotrain",,,,"thing/FRAN_RI_004-d3ndfg1q9m-mwu03hbbyl3g","train",,,,,,,,
"thing/FRAN_RI_004-d3m010qxrhk--17zccu3hsch6j","d3m010qxrhk--17zccu3hsch6j","Thing","affaire civile",,,,"thing/FRAN_RI_004-d3ndf44kop-7n4868b7ujgo","procédure civile",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgrfrc-1ntzxhepy9e08","d-2ipxgrfrc-1ntzxhepy9e08","Thing","affaire Lip (1973-1976)",,,,"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","événements en France",,,,,,,,
"thing/FRAN_RI_004-d3m010sb5ex--nph3bye85zxz","d3m010sb5ex--nph3bye85zxz","Thing","affaire pénale",,,,"thing/FRAN_RI_004-d3ndf4a8ls--wsq3816u5sh0","procédure pénale",,,,,,,,
"thing/FRAN_RI_004-d3ndequ03c--13jbarlmyhar1","d3ndequ03c--13jbarlmyhar1","Thing","affaire politico-judiciaire","affaire politique",,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d3ndes6a5d-1jlae48frag2b","d3ndes6a5d-1jlae48frag2b","Thing","affaire réservée",,,,"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","gouvernement",,,,,,,,
"thing/FRAN_RI_004-d3ndf7c9xx--swfbgakn45gx","d3ndf7c9xx--swfbgakn45gx","Thing","affermage",,"Concession de service public moyennant redevance forfaitaire.",,"thing/FRAN_RI_004-d3ndf7bpoh--1qinx66k5kln2","concession",,,,,,,,
"thing/FRAN_RI_004-d3ndfimcr9-1mfxw984od0on","d3ndfimcr9-1mfxw984od0on","Thing","affiliation",,,,"thing/FRAN_RI_004-d3ndfils2a-1lbi2gd2eu60g","régime général",,,,,,,,
"thing/FRAN_RI_004-d3ndfioi55-12hpax1kufm89","d3ndfioi55-12hpax1kufm89","Thing","âge de la retraite",,,,"thing/FRAN_RI_004-d3ndfio62k--1rgsaboccz69o","retraite",,,,,,,,
"thing/FRAN_RI_004-d3ndfealu7--1w05mnzwqlkfy","d3ndfealu7--1w05mnzwqlkfy","Thing","agence d'urbanisme",,"Créées par la loi d'orientation foncière du 30 décembre 1967. Code de l'urbanisme Art. L 121-3.",,"thing/FRAN_RI_004-d3ndfea6j8-svwy6jq2drp6","urbanisme opérationnel",,,,,,,,
"thing/FRAN_RI_004-d3ndfyy24y-19m4gihsdn6wk","d3ndfyy24y-19m4gihsdn6wk","Thing","agence de presse",,,,"thing/FRAN_RI_004-d3ndfyxqhw--1faotvje44twa","presse",,,,,,,,
"thing/FRAN_RI_004-d5b8iciyxq--1c34bhv7veyhe","d5b8iciyxq--1c34bhv7veyhe","Thing","agence de voyages",,,,"thing/FRAN_RI_004-d3ndfvqq8u--xrlftjja98cp","tourisme",,,,,,,,
"thing/FRAN_RI_004-d3ndfhw6bw-11ngjqpzvv24k","d3ndfhw6bw-11ngjqpzvv24k","Thing","agence régionale de santé",,"Loi HPST du 21 juillet 2009 (code de la santé publique Titre III).",,"thing/FRAN_RI_004-d3ndfhvjwu--eu9vjxk8wy7v","système de santé",,,,,,,,
"thing/FRAN_RI_004-d3ndfe47md-mhess8ydxkai","d3ndfe47md-mhess8ydxkai","Thing","agglomération","grande agglomération","Pour une ville débordant les limites communales, préférer le terme d'agglomération à celui de ville.",,"thing/FRAN_RI_004-d3ndfe3syo-1sx26zwf5knop","urbanisme",,,"http://data.bnf.fr/ark:/12148/cb119762129 | http://vocab.getty.edu/aat/300008400 | http://fr.dbpedia.org/resource/Agglom%C3%A9ration",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfns425-4worj88rx8iv","d3ndfns425-4worj88rx8iv","Thing","agrégation",,,,"thing/FRAN_RI_004-d3ndfnrsf3-1p03103p9j43n","concours",,,,,,,,
"thing/FRAN_RI_004-d3ndf2zuvq--1wygl7tukkrt4","d3ndf2zuvq--1wygl7tukkrt4","Thing","agression sexuelle","viol",,,"thing/FRAN_RI_004-d3ndf2zb9k--143v31ufw21gf","crime",,,,,,,,
"thing/FRAN_RI_004-d3ndf7etrr--1aoyqb66di8ae","d3ndf7etrr--1aoyqb66di8ae","Thing","agriculture",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndf7yl48--10mz8ot6358nx","d3ndf7yl48--10mz8ot6358nx","Thing","agriculture biologique","culture biologique | agrobiologie",,,"thing/FRAN_RI_004-d3ndf7y2sm--j35niyd65ec8","production agricole",,,,,,,,
"thing/FRAN_RI_004-d3ndf963sx-7515xmlwtrqy","d3ndf963sx-7515xmlwtrqy","Thing","agroalimentaire","agro-alimentaire",,,"thing/FRAN_RI_004-d3ndf95lhb-7owfwa5e2yoy","produit alimentaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfxg7tr-tfynahvo4fe8","d3ndfxg7tr-tfynahvo4fe8","Thing","agronomie","sciences agricoles","ensemble des sciences et des principes qui régissent la pratique de l’agriculture.",,"thing/FRAN_RI_004-d3ndfxfrvi--4esdh4lqno58","sciences et techniques",,,,,,,,
"thing/FRAN_RI_004-d3ndfxaqsz--10bvuqg3fsepo","d3ndfxaqsz--10bvuqg3fsepo","Thing","aide à la recherche",,"Terme employé également pour désigner, soit le financement d’un ensemble de projets de recherche pour un même organisme, soit l’aide à l’innovation ou aide au développement",,"thing/FRAN_RI_004-d3ndfxafdp-1ogcs3kbnybur","recherche et développement",,,,,,,,
"thing/FRAN_RI_004-d3ndfnpf22-d9zrrhkw9a4t","d3ndfnpf22-d9zrrhkw9a4t","Thing","aide à la scolarité",,,,"thing/FRAN_RI_004-d3ndfnp24g--mmomywxjpz8c","scolarité",,"thing/FRAN_RI_004-d3ndfpxrnf--1ettlnzkl58mg | thing/FRAN_RI_004-d3ndfpsxwq-1bqvvw8k0hon2",,,,,,
"thing/FRAN_RI_004-d3ndf0lhv7--12qimj7f7ha8d","d3ndf0lhv7--12qimj7f7ha8d","Thing","aide alimentaire",,,,"thing/FRAN_RI_004-d3ndf0kv0n-19cyhlxgxybou","développement économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf0m4a9-rsisptb8k2sf","d3ndf0m4a9-rsisptb8k2sf","Thing","aide au développement","aide technique",,,"thing/FRAN_RI_004-d3ndf0kv0n-19cyhlxgxybou","développement économique",,,,,,,,
"thing/FRAN_RI_004-d3ndfdkejt--grcq3c4jh0h2","d3ndfdkejt--grcq3c4jh0h2","Thing","aide au logement",,,,"thing/FRAN_RI_004-d3ndfdjxqi-ydhu5qxq9tm3","logement",,,,,,,,
"thing/FRAN_RI_004-d3ndfj6s13-yyb61ljv51wy","d3ndfj6s13-yyb61ljv51wy","Thing","aide au retour",,,,"thing/FRAN_RI_004-d3ndfj60vb--1uf09ybn80ihl","immigré",,,,,,,,
"thing/FRAN_RI_004-d3ndf5n4v4-1aj63nvl0k3pt","d3ndf5n4v4-1aj63nvl0k3pt","Thing","aide de l'Etat",,"Acception plus large que le financement (avantages juridiques, fiscaux...)",,"thing/FRAN_RI_004-d699mrczm5o--b6duswlz0lij","politique économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf3tqqm--rik85yecgieu","d3ndf3tqqm--rik85yecgieu","Thing","aide judiciaire","aide juridictionnelle | assistance judiciaire",,,"thing/FRAN_RI_004-d3ndf3t6ox--10ldgwatde1lz","procédure judiciaire",,,,,,,,
"thing/FRAN_RI_004-d5b8iei83f-9tqjyfgsaffl","d5b8iei83f-9tqjyfgsaffl","Thing","aide médicale d'Etat","aide médicale | assistance médicale gratuite",,,"thing/FRAN_RI_004-d3ndfidkbd--1mah8x1fiv35s","protection sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfiekqt--11wlned5831o4","d3ndfiekqt--11wlned5831o4","Thing","aide sociale",,"Terme renvoyant aux dispositifs réglementaire et financier de l'aide sociale.",,"thing/FRAN_RI_004-d3ndfidkbd--1mah8x1fiv35s","protection sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfib815-172swf3yzf2jb","d3ndfib815-172swf3yzf2jb","Thing","aide sociale à l'enfance","assistance publique",,,"thing/FRAN_RI_004-d3ndfiau0q-1sdia1v20yyya","protection de l'enfance",,,,,,,,
"thing/FRAN_RI_004-d3ndf96w99-gfsqv2m11sk","d3ndf96w99-gfsqv2m11sk","Thing","alcool",,,,"thing/FRAN_RI_004-d3ndf95lhb-7owfwa5e2yoy","produit alimentaire",,"thing/FRAN_RI_004-d3ndf9auiy-n21i8j60ldef",,,,,,
"thing/FRAN_RI_004-d3ndfi7u8o--1wab3dce18993","d3ndfi7u8o--1wab3dce18993","Thing","alcoolisme",,,,"thing/FRAN_RI_004-d3ndfi7hb2-5a8fdpu0yqv2","problème social",,,,,,,,
"thing/FRAN_RI_004-d3ndf8txsb--19j8lltb37wpr","d3ndf8txsb--19j8lltb37wpr","Thing","algue",,,,"thing/FRAN_RI_004-d3ndf8telo-j1fq8t0lvsbb","produit de la mer",,,,,,,,
"thing/FRAN_RI_004-d3m010nkpfd-124ln7lk13f01","d3m010nkpfd-124ln7lk13f01","Thing","aliénation",,,,"thing/FRAN_RI_004-d3ndf21k5n--c4pnj28jj1a1","propriété",,,,,,,,
"thing/FRAN_RI_004-d3ndfiq4zn-1h2tmugksr3rk","d3ndfiq4zn-1h2tmugksr3rk","Thing","alimentation",,,,"thing/FRAN_RI_004-d3ndfiprua--amit5hixkhrn","mode de vie",,"thing/FRAN_RI_004-d3ndfgnkud-1ade9ir8cf20h",,,,,,
"thing/FRAN_RI_004-d3ndf88zbt--1ij649eznixhy","d3ndf88zbt--1ij649eznixhy","Thing","alimentation animale","alimentation du bétail",,,"thing/FRAN_RI_004-d3ndf88fpn--ransqu5ezihm","protection animale",,,,,,,,
"thing/FRAN_RI_004-d3ndfdl9l9--19bqh5nhklasz","d3ndfdl9l9--19bqh5nhklasz","Thing","allocation de logement","allocation logement",,,"thing/FRAN_RI_004-d3ndfdkejt--grcq3c4jh0h2","aide au logement",,,,,,,,
"thing/FRAN_RI_004-d3ndfxbr8g--1fkixc8upcp7k","d3ndfxbr8g--1fkixc8upcp7k","Thing","allocation de recherche",,"CDD destiné aux étudiants titulaires d’un DEA pour la préparation d’une thèse. A distinguer de bourse d’étude, recherche scientifique et technique.",,"thing/FRAN_RI_004-d3ndfxaqsz--10bvuqg3fsepo","aide à la recherche",,,,,,,,
"thing/FRAN_RI_004-d3ndfiex15-19meqdspz8q27","d3ndfiex15-19meqdspz8q27","Thing","allocation familiale","allocation prénatale | prestation familiale",,,"thing/FRAN_RI_004-d3ndfiekqt--11wlned5831o4","aide sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfwcb4e--eu5z419686of","d3ndfwcb4e--eu5z419686of","Thing","alpinisme",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndgtgr5f-qkye7qzryhlg","d3ndgtgr5f-qkye7qzryhlg","Thing","alsacien-lorrain",,,,"thing/FRAN_RI_004-d3ndf1vz1f-y24sf513ov0m","nationalité",,,,,,,,
"thing/FRAN_RI_004-d3ndgu8ee0-qj72gp24bona","d3ndgu8ee0-qj72gp24bona","Thing","alsacien-mosellan",,,,"thing/FRAN_RI_004-d3ndf1vz1f-y24sf513ov0m","nationalité",,,,,,,,
"thing/FRAN_RI_004-d3ndeqqr9c--1pexuo4f1rgyx","d3ndeqqr9c--1pexuo4f1rgyx","Thing","alternance",,,,"thing/FRAN_RI_004-d3ndeqq0j3-1buzspvq53ds5","vie politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfb6qjg-y2s7151slxly","d3ndfb6qjg-y2s7151slxly","Thing","aluminium",,,,"thing/FRAN_RI_004-d3ndfb6803-1guwccjqtxunj","métal non-ferreux",,"thing/FRAN_RI_004-d3ndfbc9i2-1eynzx2oxeyoe",,,,,,
"thing/FRAN_RI_004-d3ndezipwj-gc2z19m6vw5k","d3ndezipwj-gc2z19m6vw5k","Thing","ambassade",,,,"thing/FRAN_RI_004-d3ndezi0ol-9j24xiisfgtg","diplomatie",,,,,,,,
"thing/FRAN_RI_004-d3ndfdm5xa-14ka5jdk61rsb","d3ndfdm5xa-14ka5jdk61rsb","Thing","amélioration de l'habitat",,,,"thing/FRAN_RI_004-d3ndfdlqek-1dtd8vgji2iq7","habitat",,,,,,,,
"thing/FRAN_RI_004-d5b8idxn01-1d7vamfhv248u","d5b8idxn01-1d7vamfhv248u","Thing","aménagement des cours d'eau","désenvasement | dragage | curage",,,"thing/FRAN_RI_004-d3ndfca24b--oqx54df4p4br","cours d'eau",,,,,,,,
"thing/FRAN_RI_004-d3ndfuupv5--1uz896tfhnuy0","d3ndfuupv5--1uz896tfhnuy0","Thing","aménagement du temps",,,,"thing/FRAN_RI_004-d5b8ic66ab--1ikf6a3f5vbpm","loisirs",,,,,,,,
