"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d3ndfwdxr6-zofa2tp0dlqz","d3ndfwdxr6-zofa2tp0dlqz","Thing","football",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndfa0hzf--1wrrfknrltykj","d3ndfa0hzf--1wrrfknrltykj","Thing","forage","matériel de forage",,,"thing/FRAN_RI_004-d3ndf9zxxq--1dzna973jdzju","gisement",,,,,,,,
"thing/FRAN_RI_004-d3ndexilpd--1jp7z34y2740h","d3ndexilpd--1jp7z34y2740h","Thing","force internationale","contingent international",,,"thing/FRAN_RI_004-d3ndexf71v-134h0jj7hsig0","sécurité internationale",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgej88--1mfmrc8p1pyj","d-2ipxgej88--1mfmrc8p1pyj","Thing","forces alliées",,,,"thing/FRAN_RI_004-d-2ipxg7x1a-11jfkrneo8f1v","guerre 1939-1945",,,,,,,,
"thing/FRAN_RI_004-d3ndev8wtr-8texuwwb648o","d3ndev8wtr-8texuwwb648o","Thing","forces de l'ordre",,,,"thing/FRAN_RI_004-d3ndev7f5h--1atm3erdgfhmp","police",,,,,,,,
"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","d3ndf7gego-1vxxcimg31779","Thing","forêt",,"Vaste couvert dans lequel les végétaux ligneux, feuillus ou résineux prédominent et peuvent être exploités par l'homme pour un usage commercial ou constituer un espace de loisirs pour la promenade ou pour la chasse. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1212)",,"thing/FRAN_RI_004-d3ndf7fc3d--5ld8y289ozrw","aménagement rural",,,"http://data.bnf.fr/ark:/12148/cb119314375 | http://vocab.getty.edu/aat/300008863 | http://fr.dbpedia.org/resource/For%C3%AAt",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndf7ih1o-19qkgrui6sm3q","d3ndf7ih1o-19qkgrui6sm3q","Thing","forêt communale",,"Forêts soumises au régime forestier.",,"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","forêt",,,,,,,,
"thing/FRAN_RI_004-d3ndf7j6p5-1qk9kp92mzt2j","d3ndf7j6p5-1qk9kp92mzt2j","Thing","forêt domaniale",,"Forêts faisant partie du Domaine de l'Etat.",,"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","forêt",,,,,,,,
"thing/FRAN_RI_004-d3ndf7jre4-cz6rbbp8n14e","d3ndf7jre4-cz6rbbp8n14e","Thing","forêt privée",,,,"thing/FRAN_RI_004-d3ndf7gego-1vxxcimg31779","forêt",,,,,,,,
"thing/FRAN_RI_004-d3ndfjg1i1--1nnwqnuswmh4","d3ndfjg1i1--1nnwqnuswmh4","Thing","formation continue","éducation permanente | formation permanente",,,"thing/FRAN_RI_004-d3ndfje73w-1twb9qzh6uzph","formation professionnelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfjgpfe--lfx39d2v6hfe","d3ndfjgpfe--lfx39d2v6hfe","Thing","formation en alternance","formation alternée",,,"thing/FRAN_RI_004-d3ndfje73w-1twb9qzh6uzph","formation professionnelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfje73w-1twb9qzh6uzph","d3ndfje73w-1twb9qzh6uzph","Thing","formation professionnelle",,,,"thing/FRAN_RI_004-d3ndfjdjm2--1uyzieffdge41","travail",,"thing/FRAN_RI_004-d3ndflpkrw--1gnq86tt3rjfy",,,,,,
"thing/FRAN_RI_004-d3ndeupafs-7wzr6fmg563y","d3ndeupafs-7wzr6fmg563y","Thing","formulaire administratif",,,,"thing/FRAN_RI_004-d3ndeuojpi-do5ppefoe4mk","document administratif",,,,,,,,
"thing/FRAN_RI_004-d3ndfriyw2-1l6wtugh8y7qy","d3ndfriyw2-1l6wtugh8y7qy","Thing","fouille archéologique",,,,"thing/FRAN_RI_004-d3ndfringr--1cipsn2o29v07","archéologie",,,,,,,,
"thing/FRAN_RI_004-d3ndfps9zd--1tsblsgw6xxe5","d3ndfps9zd--1tsblsgw6xxe5","Thing","foyer socio-éducatif",,"Association proposant des clubs et des activités à l’initiative des élèves, de l’équipe éducative ou des parents. (ministère de l'éducation nationale).",,"thing/FRAN_RI_004-d3ndfppnco--x6qyuu5z7rhz","activité périscolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndf3u8mp-r9onyw4t5l3l","d3ndf3u8mp-r9onyw4t5l3l","Thing","frais de justice",,,,"thing/FRAN_RI_004-d3ndf3t6ox--10ldgwatde1lz","procédure judiciaire",,,,,,,,
"thing/FRAN_RI_004-d3ndf551fz-t497bc59m33s","d3ndf551fz-t497bc59m33s","Thing","Franc",,,,"thing/FRAN_RI_004-d3ndf54iwl-ts69raiuwsfa","devise",,,,,,,,
"thing/FRAN_RI_004-d3ndezfvap-so4w1o11qwix","d3ndezfvap-so4w1o11qwix","Thing","français de l'étranger","français à l'étranger",,,"thing/FRAN_RI_004-d3ndezc453--10yuimzy4oz40","pays étranger",,,,,,,,
"thing/FRAN_RI_004-d3nderlv3a--9v055rribpvo","d3nderlv3a--9v055rribpvo","Thing","francisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfrtwpu-1qvtulyy9krki","d3ndfrtwpu-1qvtulyy9krki","Thing","franc-maçonnerie","franc-maçon",,,"thing/FRAN_RI_004-d3ndfjctj2--r8s6buv1sux2","vie associative",,,,,,,,
"thing/FRAN_RI_004-d3ndezamol-1nd9jlgnqunbj","d3ndezamol-1nd9jlgnqunbj","Thing","francophonie",,,,"thing/FRAN_RI_004-d3ndez9u88-1s77aleiyoxw6","politique extérieure",,,,,,,,
"thing/FRAN_RI_004-d3ndf34y3v-tcfh0aunplsj","d3ndf34y3v-tcfh0aunplsj","Thing","fraude",,,,"thing/FRAN_RI_004-d3ndf2yt5p-e1oarilvaalx","infraction",,,,,,,,
"thing/FRAN_RI_004-d3ndepzr34-w5fcz286z7c4","d3ndepzr34-w5fcz286z7c4","Thing","fraude électorale",,,,"thing/FRAN_RI_004-d3ndep7zyu-2xmxxewhm5is","élection",,,,,,,,
"thing/FRAN_RI_004-d3ndffmpff--2x37mme8t3sd","d3ndffmpff--2x37mme8t3sd","Thing","fret","cargaison | affrètement",,,"thing/FRAN_RI_004-d3ndffl1xm-1sgayn2cpjih5","transport de marchandises",,,,,,,,
"thing/FRAN_RI_004-d3ndfbtf2v--1cwn2k13pif7c","d3ndfbtf2v--1cwn2k13pif7c","Thing","friche industrielle",,,,"thing/FRAN_RI_004-d3ndfbsv8y--1lzgbadiqfyei","reconversion industrielle",,,,,,,,
"thing/FRAN_RI_004-d3ndeznkq0-vw8otjrn6857","d3ndeznkq0-vw8otjrn6857","Thing","frontière","zone frontalière",,,"thing/FRAN_RI_004-d3ndezgkin--13798c7wy2n6","politique internationale",,,,,,,,
"thing/FRAN_RI_004-d3ndf8zvem-1gb8cxnciflnl","d3ndf8zvem-1gb8cxnciflnl","Thing","fruit",,,,"thing/FRAN_RI_004-d3ndf8xqvs--r5od5jugb7q2","produit végétal",,,,,,,,
"thing/FRAN_RI_004-d3ndfb46pn--1iyrmqf853fio","d3ndfb46pn--1iyrmqf853fio","Thing","fuel","mazout",,,"thing/FRAN_RI_004-d3ndfb3mvp-8bkmn9a3o1hq","pétrole",,,,,,,,
"thing/FRAN_RI_004-d3ndew5m7n-dyg0f5dgahtp","d3ndew5m7n-dyg0f5dgahtp","Thing","garde à vue",,,,"thing/FRAN_RI_004-d3ndew29xi--kemceqttz2hk","police judiciaire",,,,,,,,
"thing/FRAN_RI_004-d3ndffz85v--aovqjmrve18o","d3ndffz85v--aovqjmrve18o","Thing","gare","terminal ferroviaire | gare ferroviaire","Édifice ou édicule où s'arrêtent les trains pour l'embarquement, le débarquement et la répartition des voyageurs et des marchandises. Outre un bâtiment de voyageurs, il peut abriter quelques commerces, des bâtiments de stockage et de réparation. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1032)","Bâtiment et administration.","thing/FRAN_RI_004-d3ndffygsc--5xtdk0xaasrb","chemin de fer",,,"http://data.bnf.fr/ark:/12148/cb119470471 | http://vocab.getty.edu/aat/300007783 | http://fr.dbpedia.org/resource/Gare",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfg3zj6-la1h2hupmgcz","d3ndfg3zj6-la1h2hupmgcz","Thing","gare routière",,"Édifice où s'arrêtent les cars pour l'embarquement et le débarquement des voyageurs. Il comprend une aire de stationnement et peut abriter quelques commerces : débit de boissons, kiosque à journaux, etc. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1037)",,"thing/FRAN_RI_004-d3ndfg3lis--dr0m1169938t","transport routier",,,"http://vocab.getty.edu/aat/300007805 | http://data.bnf.fr/ark:/12148/cb123312471 | http://fr.dbpedia.org/resource/Gare_routi%C3%A8re",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfvx8zn--1f18n1ox3ejwa","d3ndfvx8zn--1f18n1ox3ejwa","Thing","gastronomie",,,,"thing/FRAN_RI_004-d3ndfvwxcl-rkb2c2449aoz","restaurant",,,,,,,,
"thing/FRAN_RI_004-d3ndermomf--29btl5cf2de5","d3ndermomf--29btl5cf2de5","Thing","gauche",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndernhia-14j2ego54fuee","d3ndernhia-14j2ego54fuee","Thing","gauchisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndero9j4-ql7ql6de58we","d3ndero9j4-ql7ql6de58we","Thing","gaullisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfb0vai--4n2wp99dqg89","d3ndfb0vai--4n2wp99dqg89","Thing","gaz",,,,"thing/FRAN_RI_004-d3ndfb0d6o-1pis2a91fihbt","hydrocarbure",,,,,,,,
"thing/FRAN_RI_004-d3ndfb2nj1--1b8ppqc2vx15h","d3ndfb2nj1--1b8ppqc2vx15h","Thing","gaz naturel",,,,"thing/FRAN_RI_004-d3ndfb0vai--4n2wp99dqg89","gaz",,,,,,,,
"thing/FRAN_RI_004-d3ndf9r8y0-15z1a0m5d8pfa","d3ndf9r8y0-15z1a0m5d8pfa","Thing","gazoduc",,,,"thing/FRAN_RI_004-d3ndf9p1ei-1wgsi8v7xaa9j","équipement énergétique",,,,,,,,
"thing/FRAN_RI_004-d3ndf9iaol--20n0zij80fw2","d3ndf9iaol--20n0zij80fw2","Thing","gazogène",,,,"thing/FRAN_RI_004-d3ndf9gc70-j79l3sqgrrwb","carburant",,,,,,,,
"thing/FRAN_RI_004-d3ndfxk9bu--1p2nft3y3xuh0","d3ndfxk9bu--1p2nft3y3xuh0","Thing","génétique","génie génétique",,,"thing/FRAN_RI_004-d3ndfxh898--1fcv1b6favi25","biologie",,,,,,,,
"thing/FRAN_RI_004-d699mrelbmj-115s6hpwm0gak","d699mrelbmj-115s6hpwm0gak","Thing","Génie (arme)",,,,"thing/FRAN_RI_004-d3ndexr7w8-3i8jw6oqqupz","armée de terre",,,,,,,,
"thing/FRAN_RI_004-d3ndfxxwsz--si4wcdh2l7d2","d3ndfxxwsz--si4wcdh2l7d2","Thing","génie biomédical","génie biologique | génie bio-médical","ensemble des techniques débouchant sur des réalisations industrielles utilisées en biologie et médecine.",,"thing/FRAN_RI_004-d3ndfxwspl--pdnry2c5kvae","sciences appliquées",,,,,,,,
"thing/FRAN_RI_004-d3ndf7hg6p--p1j00mkxdjm1","d3ndf7hg6p--p1j00mkxdjm1","Thing","génie rural",,,,"thing/FRAN_RI_004-d3ndf7fc3d--5ld8y289ozrw","aménagement rural",,,,,,,,
"thing/FRAN_RI_004-d3ndf07efu-t53pneg2momd","d3ndf07efu-t53pneg2momd","Thing","génocide",,,,"thing/FRAN_RI_004-d3ndf06pfn-1cjuxrox3y14z","crime contre l'humanité",,,,,,,,
"thing/FRAN_RI_004-d3ndfy7mfx-cnz0fcjv9069","d3ndfy7mfx-cnz0fcjv9069","Thing","géographie",,"description des phénomènes sociaux et économiques, en relation avec l’environnement physique des sociétés humaines.",,"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","sciences humaines",,,,,,,,
"thing/FRAN_RI_004-d5b8ibwfkk--1tqq6p4zcm4k4","d5b8ibwfkk--1tqq6p4zcm4k4","Thing","géolocalisation",,,,"thing/FRAN_RI_004-d3ndfzbjd1-1xvms75zhh6bu","télécommunication",,,,,,,,
"thing/FRAN_RI_004-d3ndfy35um--rq63x94atg87","d3ndfy35um--rq63x94atg87","Thing","géologie",,"étude de l’histoire du globe terrestre et de la structure et de l’évolution de l’écorce terrestre.",,"thing/FRAN_RI_004-d3ndfxzyiy--1r0fdmeh0m9rx","sciences de le terre et de l'univers",,,,,,,,
"thing/FRAN_RI_004-d3ndfy3i4y-yt54pel478mw","d3ndfy3i4y-yt54pel478mw","Thing","géophysique","physique du globe","étude des propriétés physiques du globe terrestre.",,"thing/FRAN_RI_004-d3ndfy35um--rq63x94atg87","géologie",,,,,,,,
"thing/FRAN_RI_004-d3ndf9nzoh-llpbwtei129h","d3ndf9nzoh-llpbwtei129h","Thing","géothermie","énergie géothermique",,,"thing/FRAN_RI_004-d3ndf9lkt5--1qb131njv74oe","énergie renouvelable",,,,,,,,
"thing/FRAN_RI_004-d3ndf5em4f-1lhzud1dlfq1i","d3ndf5em4f-1lhzud1dlfq1i","Thing","gestion d'entreprise",,,,"thing/FRAN_RI_004-d3ndf5ao2i-1hbvcbxc6yf79","entreprise",,,,,,,,
"thing/FRAN_RI_004-d3ndf8q4h4--1cyognxf4xbno","d3ndf8q4h4--1cyognxf4xbno","Thing","gibier",,,,"thing/FRAN_RI_004-d3ndf8np69-zunzl69iqo3a","produit animal",,"thing/FRAN_RI_004-d3ndf85vgb-1skfw4ufuifuy",,,,,,
"thing/FRAN_RI_004-d3ndf9zxxq--1dzna973jdzju","d3ndf9zxxq--1dzna973jdzju","Thing","gisement",,,,"thing/FRAN_RI_004-d3ndf9ya86--190tv38717hpl","industrie extractive",,,,,,,,
"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","d5b8icbu7e-1d7ceqxgmio44","Thing","gouvernement",,,,"thing/FRAN_RI_004-d3ndes30gc--512loag4auyi","pouvoir exécutif",,,,,,,,
"thing/FRAN_RI_004-d-2ipxfnpyb--bcu8msp7v9nl","d-2ipxfnpyb--bcu8msp7v9nl","Thing","Gouvernement provisoire de la République française","GPRF","1944-1945.",,"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","régimes politiques français",,,,,,,,
"thing/FRAN_RI_004-d3ndf3ycpx--t8t92t4cbxqn","d3ndf3ycpx--t8t92t4cbxqn","Thing","grâce",,,,"thing/FRAN_RI_004-d3ndf3wa4w-17dy27obm1pb1","peine",,"thing/FRAN_RI_004-d3ndes3sox--fvk3b6149ode",,,,,,
"thing/FRAN_RI_004-d3ndflzlmd-17k9b8inmuu2x","d3ndflzlmd-17k9b8inmuu2x","Thing","grande école",,,,"thing/FRAN_RI_004-d3ndflsggi-1qui98gtoscy","établissement d'enseignement",,"thing/FRAN_RI_004-d5b8iaro1i-9zw3o1wxqbcc",,,,,,
"thing/FRAN_RI_004-d3ndfdn0bh-1l97c9ot55yjd","d3ndfdn0bh-1l97c9ot55yjd","Thing","grand ensemble d'habitation",,,,"thing/FRAN_RI_004-d3ndfdlqek-1dtd8vgji2iq7","habitat",,,,,,,,
"thing/FRAN_RI_004-d3ndfx6y52--7326y2mel5ju","d3ndfx6y52--7326y2mel5ju","Thing","grand équipement scientifique",,"Institution et/ou matériel lourd mis à la disposition de la communauté scientifique (télescope, synchrotron...) dont le coût et l’importance entraînent la création d’une structure de recherche spécifique.",,"thing/FRAN_RI_004-d3ndfx6mpr--1e409po4afcje","organisme de recherche",,,,,,,,
"thing/FRAN_RI_004-d3ndflz9rk--1865v0zh5qux4","d3ndflz9rk--1865v0zh5qux4","Thing","grand établissement",,"Type d'établissement public d'enseignement supérieur (code de l'éducation art. L711-1 et L711-2).",,"thing/FRAN_RI_004-d3ndflsggi-1qui98gtoscy","établissement d'enseignement",,,,,,,,
"thing/FRAN_RI_004-d3ndfr62kp--ukmgdsfk0mmq","d3ndfr62kp--ukmgdsfk0mmq","Thing","grands travaux",,"Grandes opérations d'architecture et d'urbanisme réalisées par l'Etat, sous la tutelle du Ministère de la Culture",,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,"thing/FRAN_RI_004-d3ndfdfifs-acbxqy96hpwv",,,,,,
"thing/FRAN_RI_004-d3ndf3s1az--1q8l6sjftljev","d3ndf3s1az--1q8l6sjftljev","Thing","greffe",,,,"thing/FRAN_RI_004-d3ndf3qxfc-upicgyopm45z","organisation judiciaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfkf9f6--qtoiqz3ct5oh","d3ndfkf9f6--qtoiqz3ct5oh","Thing","grève",,,,"thing/FRAN_RI_004-d3ndfkekmr-y3gakyi89t0v","conflit du travail",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgs2lx-1fbm4g9jakaaj","d-2ipxgs2lx-1fbm4g9jakaaj","Thing","grève de 1947",,,,"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","événements en France",,,,,,,,
"thing/FRAN_RI_004-d3ndetunf4--i4gngjdph918","d3ndetunf4--i4gngjdph918","Thing","groupement d'intérêt public","groupement d'intérêt scientifique","Groupement à but non lucratif, associant pouvoirs publics et personnes privées, institué par la loi du 15/7/1982 sur le développement et l'orientation de la recherche technologique et étendu depuis à d'autres domaines.",,"thing/FRAN_RI_004-d3m010qsk3w--19fxpvqz4cag0","administration après 1789",,,,,,,,
"thing/FRAN_RI_004-d3ndf7wzzs--1j2u4l3x3yieu","d3ndf7wzzs--1j2u4l3x3yieu","Thing","groupement de producteurs",,,,"thing/FRAN_RI_004-d3ndf7vgdo-1bxpgv74hkjro","organisation professionnelle agricole",,,,,,,,
"thing/FRAN_RI_004-d3ndet3eeq--xqqwpac6cxdy","d3ndet3eeq--xqqwpac6cxdy","Thing","groupe parlementaire",,,,"thing/FRAN_RI_004-d3ndesuc9m-1mqb2mq1c79je","activité parlementaire",,,,,,,,
"thing/FRAN_RI_004-d3ndewxhfd-1efye4saddiop","d3ndewxhfd-1efye4saddiop","Thing","guerre","conflit armé | état de guerre",,,"thing/FRAN_RI_004-d3ndewv42c-1cin5w9d4whgd","conflit international",,"thing/FRAN_RI_004-d3ndey85po--rma3pxxcw8o3",,,,,,
"thing/FRAN_RI_004-d-2ipxg4819-1ohlrsw9tfqn1","d-2ipxg4819-1ohlrsw9tfqn1","Thing","guerre 1870-1871",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg4k3u--p2e5rr8idpe6","d-2ipxg4k3u--p2e5rr8idpe6","Thing","guerre 1914-1918",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg7x1a-11jfkrneo8f1v","d-2ipxg7x1a-11jfkrneo8f1v","Thing","guerre 1939-1945",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d3nder06c2--e1e7c6egs1lt","d3nder06c2--e1e7c6egs1lt","Thing","guerre civile",,,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d-2ipxglmg8--151lmum7rdeui","d-2ipxglmg8--151lmum7rdeui","Thing","guerre d'Algérie (1954-1962)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg263j--1bccpkgsmlobw","d-2ipxg263j--1bccpkgsmlobw","Thing","guerre d'Espagne (1823)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg4wlx-1gtoj9jnfzlr7","d-2ipxg4wlx-1gtoj9jnfzlr7","Thing","guerre d'Espagne (1936-1939)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgl5my-1ofp8m2zxzqjh","d-2ipxgl5my-1ofp8m2zxzqjh","Thing","guerre d'Indochine (1946-1954)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg376a-abfji3fdxl2x","d-2ipxg376a-abfji3fdxl2x","Thing","guerre d'Italie (1859)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg3j8u--1a950pxlz749w","d-2ipxg3j8u--1a950pxlz749w","Thing","guerre de Cochinchine (1861-1862)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgkv2p-1wcfzbd82qyd3","d-2ipxgkv2p-1wcfzbd82qyd3","Thing","guerre de Corée (1950-1953)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg2ugf--qtrx6kgwqf4r","d-2ipxg2ugf--qtrx6kgwqf4r","Thing","guerre de Crimée (1854-1856)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgnmnw-1rrevtzf8i8m3","d-2ipxgnmnw-1rrevtzf8i8m3","Thing","guerre des six jours (1967)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgo8nf--9h3ssfjjq7tp","d-2ipxgo8nf--9h3ssfjjq7tp","Thing","guerre du Golfe (1990-1991)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg3vqy--k9yziehg3doc","d-2ipxg3vqy--k9yziehg3doc","Thing","guerre du Mexique (1863)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxgny36-edtm6l78ildh","d-2ipxgny36-edtm6l78ildh","Thing","guerre du Viet-Nam (1961-1975)",,"Guerre menée par les Etats-Unis après l'indépendance de l'Indochine.",,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d3m010smfv6-98vllhaeq8hv","d3m010smfv6-98vllhaeq8hv","Thing","Guerre froide",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d-2ipxg1tlg-1rgadpg6hoe2p","d-2ipxg1tlg-1rgadpg6hoe2p","Thing","guerres de la Révolution et du Premier Empire (1792-1815)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d3ndf40dd3-1epbaqc7qq05c","d3ndf40dd3-1epbaqc7qq05c","Thing","guillotine",,,,"thing/FRAN_RI_004-d3ndf3zv98-1th8zo5klo8m3","peine de mort",,,,,,,,
"thing/FRAN_RI_004-d3ndfwoi02-15620qtlokov8","d3ndfwoi02-15620qtlokov8","Thing","gymnase","salle de sport","Édifice où l'on pratique certains sports comme la gymnastique, le basket-ball, le handball, etc. Il comporte généralement des vestiaires, etc. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-369)",,"thing/FRAN_RI_004-d3ndfwn784-1m8ow4rn5r018","équipement sportif",,,"http://vocab.getty.edu/aat/300007297 | http://data.bnf.fr/ark:/12148/cb12652387q | http://fr.dbpedia.org/resource/Gymnase_%28sport%29",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfau2ui-63yc5fzsxixr","d3ndfau2ui-63yc5fzsxixr","Thing","habillement","industrie de l'habillement | confection",,,"thing/FRAN_RI_004-d3ndfatkyf-1w0lfmkud8dlf","textile",,,,,,,,
"thing/FRAN_RI_004-d3ndfdlqek-1dtd8vgji2iq7","d3ndfdlqek-1dtd8vgji2iq7","Thing","habitat",,"Mode d'organisation du cadre de vie et ensemble des conditions d'habitation, de logement.",,"thing/FRAN_RI_004-d3ndfdjxqi-ydhu5qxq9tm3","logement",,,,,,,,
"thing/FRAN_RI_004-d3ndfdnh4r--o5sx2k7zffyy","d3ndfdnh4r--o5sx2k7zffyy","Thing","habitat insalubre","logement insalubre",,,"thing/FRAN_RI_004-d3ndfdlqek-1dtd8vgji2iq7","habitat",,,,,,,,
"thing/FRAN_RI_004-d3ndfdqkkr-os8njumwchl2","d3ndfdqkkr-os8njumwchl2","Thing","habitation à bon marché","HBM",,,"thing/FRAN_RI_004-d3ndfdpndp--1l28phw57tv64","logement social",,,,,,,,
"thing/FRAN_RI_004-d3ndfdr16a--o4t2ej9ayfsz","d3ndfdr16a--o4t2ej9ayfsz","Thing","habitation à loyer modéré","HLM",,,"thing/FRAN_RI_004-d3ndfdpndp--1l28phw57tv64","logement social",,,,,,,,
"thing/FRAN_RI_004-d3ndf7ue84-nisygacdwq36","d3ndf7ue84-nisygacdwq36","Thing","habitat rural",,,,"thing/FRAN_RI_004-d3ndf7tv98-1tv9t1drsgz7r","milieu rural",,,,,,,,
"thing/FRAN_RI_004-d3ndff5ka4-4l1bpak0ll2s","d3ndff5ka4-4l1bpak0ll2s","Thing","halage","traction sur berge",,,"thing/FRAN_RI_004-d3ndff42lu-109wm6q7k4yu5","batellerie",,,,,,,,
"thing/FRAN_RI_004-d3ndf4oc8x--qdtirat0nluk","d3ndf4oc8x--qdtirat0nluk","Thing","halle centrale",,,,"thing/FRAN_RI_004-d3ndf4ntxb--4ks230ktlmnd","commerce de gros",,,,,,,,
"thing/FRAN_RI_004-d3ndfgiwx7--d7rt3vi2c21k","d3ndfgiwx7--d7rt3vi2c21k","Thing","handicap",,,,"thing/FRAN_RI_004-d3ndfgh3lw--rba7uuhbbgpj","santé",,,,,,,,
