"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"occupationType/FRAN_RI_010-d-42ho44g90--etv71659m6ev","d-42ho44g90--etv71659m6ev","OccupationType","président de la Convention nationale",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj6vd5-1ixwzgwbq0xrs","d699msj6vd5-1ixwzgwbq0xrs","OccupationType","président de la République",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjoa3b--rixjtrrcp6f0","d699msjoa3b--rixjtrrcp6f0","OccupationType","président du Conseil",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-43xjjtl8o--wnjtc3jzjqhp","d-43xjjtl8o--wnjtc3jzjqhp","OccupationType","président du Conseil des Cinq-Cents",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-44whdzktg--8clvj2vlegym","d-44whdzktg--8clvj2vlegym","OccupationType","président du Corps législatif",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-6hlla2b98--g0w1fhf6ut4o","d-6hlla2b98--g0w1fhf6ut4o","OccupationType","président du Sénat",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-4593e2r38--1nmmqumsn4a9f","d-4593e2r38--1nmmqumsn4a9f","OccupationType","président du Tribunat",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjd4dv--14ekvu9jh4wb9","d699msjd4dv--14ekvu9jh4wb9","OccupationType","prêtre","aumônier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl76xbm-1a0wgbm44qgbk","d3m0bl76xbm-1a0wgbm44qgbk","OccupationType","prévôt (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl78esx--1hm2vwyr9tnfd","d3m0bl78esx--1hm2vwyr9tnfd","OccupationType","prévôt de Paris (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6w89i-5ocs1mlz4kg8","d3m0bl6w89i-5ocs1mlz4kg8","OccupationType","prévôt des marchands (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6wdt5-1mfk8wcq0a87h","d3m0bl6wdt5-1mfk8wcq0a87h","OccupationType","prévôt des maréchaux (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl74hdl-6vhnk4hry8uj","d3m0bl74hdl-6vhnk4hry8uj","OccupationType","procureur de justice (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6tfn3--1ki0d3yfobfyj","d3m0bl6tfn3--1ki0d3yfobfyj","OccupationType","procureur du roi (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-2pycceevo--1n3omf4gf5txm","d-2pycceevo--1n3omf4gf5txm","OccupationType","producteur d'émissions de radio ou télévision",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiw6ap-45btn6xbxo3i","d699msiw6ap-45btn6xbxo3i","OccupationType","promoteur immobilier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-7kbawjug0-1tqwsjr0qs38u","d-7kbawjug0-1tqwsjr0qs38u","OccupationType","propriétaire",,"Personne qui possède un bien, et plus particulièrement un bien immeuble ou un bien-fonds. (Source : TLFI notice « propriétaire »)",,,,,,"http://www.wikidata.org/entity/Q12794619",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d-8nkq1dlyb-9yes52tnt4x6","d-8nkq1dlyb-9yes52tnt4x6","OccupationType","psychiatre",,"Médecin spécialisé en santé mentale, exerçant la psychiatrie",,,,,,,,,,,
"occupationType/FRAN_RI_010-d-8o1o09an5--1hqno6l8gqwkw","d-8o1o09an5--1hqno6l8gqwkw","OccupationType","psychologue",,"En France, le titre de psychologue est protégé et reconnu par l’État depuis 1985. Pour faire usage du titre, le psychologue a fait des études de psychologie permettant l'obtention d'une licence et d'un Master 2 accompagnées de la réalisation d'un mémoire de fin d'études et d'un stage annuel professionnalisant. Les psychologues sont par ailleurs tenus de faire enregistrer leurs diplômes auprès de l'agence régionale de santé (ARS) de leur secteur d'exercice (activité salariée, libérale ou mixte).",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiym8t-1hfhc1cu1lp04","d699msiym8t-1hfhc1cu1lp04","OccupationType","publicitaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjqmh3--wslm5rpf53cn","d699msjqmh3--wslm5rpf53cn","OccupationType","puéricultrice",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msivov6--1t2wimdakexm8","d699msivov6--1t2wimdakexm8","OccupationType","puisatier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk1ia0--1p17bpaxi4upv","d699msk1ia0--1p17bpaxi4upv","OccupationType","rabbin",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7453h--1v6qdoxc5bnjt","d3m0bl7453h--1v6qdoxc5bnjt","OccupationType","ramoneur","fumiste",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3nyub73ic-1g5es55lb2lpf","d3nyub73ic-1g5es55lb2lpf","OccupationType","recteur d'université",,"représentant élu d'une université au Moyen-Age.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msikopd--xib7lmf6g7up","d699msikopd--xib7lmf6g7up","OccupationType","religieux",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-7kwus08sw--10p61if5hhkji","d-7kwus08sw--10p61if5hhkji","OccupationType","rentier","rentière","Personne qui a des rentes, qui vit de revenus non professionnels. (d’après le TLFI notice « rentier »)",,,,,,"http://www.wikidata.org/entity/Q7313543",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d-40tlgbyb4--7azl928yzij","d-40tlgbyb4--7azl928yzij","OccupationType","représentant officiel du gouvernement dans une colonie ou dans un territoire étranger","gouverneur général | résident général | secrétaire général","S'applique au résident général, au gouverneur général, au secrétaire général dans les colonies ou territoire étranger.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d-2dlouru40-16uts12xdm4zl","d-2dlouru40-16uts12xdm4zl","OccupationType","résistant",,"pendant la deuxième guerre mondiale",,,,,,,,,,,
"occupationType/FRAN_RI_010-d-l0jya1ik6x--16fn7glte863o","d-l0jya1ik6x--16fn7glte863o","OccupationType","responsable d'établissement public",,"peut être utilisé pour les présidents d'université",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjfums--1u0fzz7t9yqj6","d699msjfums--1u0fzz7t9yqj6","OccupationType","restaurateur","traiteur | tavernier | limonadier | gargotier | cafetier | cabaretier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl790zk-14ck0bghlhwe7","d3m0bl790zk-14ck0bghlhwe7","OccupationType","restaurateur (patrimoine)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjiexs--1fx3f79vo0q0t","d699msjiexs--1fx3f79vo0q0t","OccupationType","retraité",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjrelo--impynbsoqegr","d699msjrelo--impynbsoqegr","OccupationType","sage-femme",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6tti8-13lvkut60bc74","d3m0bl6tti8-13lvkut60bc74","OccupationType","salpêtrier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-1gopa6w8m-th6uen1fq701","d-1gopa6w8m-th6uen1fq701","OccupationType","scénographe",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjhuc6-1ej5x6x3vrji2","d699msjhuc6-1ej5x6x3vrji2","OccupationType","sculpteur","tailleur d'images | tailleur d'antiques | tombier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj4ugz--1lgbq1d52vyvi","d699msj4ugz--1lgbq1d52vyvi","OccupationType","secrétaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj5les--1kxyfzhpd7g0m","d699msj5les--1kxyfzhpd7g0m","OccupationType","secrétaire d'Etat",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl70eel--65ak92lk2gdp","d3m0bl70eel--65ak92lk2gdp","OccupationType","secrétaire d'Etat (Ancien Régime)","secrétaire des commandements",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl73710--wnojjgx6y55f","d3m0bl73710--wnojjgx6y55f","OccupationType","secrétaire des finances (Ancien Régime)","secrétaire du Conseil",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl73iwu-1i8wqs91go8e3","d3m0bl73iwu-1i8wqs91go8e3","OccupationType","secrétaire du roi (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjjlbs--1vztldl20x60p","d699msjjlbs--1vztldl20x60p","OccupationType","sellier","bourrelier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj9l7t-1gb5a09kkzrmp","d699msj9l7t-1gb5a09kkzrmp","OccupationType","sénateur","sénateur inamovible",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjnau1-1dftmizt8mjfs","d699msjnau1-1dftmizt8mjfs","OccupationType","serrurier","métallier-serrurier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj7zrv-cbjgw9zhxm7q","d699msj7zrv-cbjgw9zhxm7q","OccupationType","serveur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-7lhn8dk74--1fblyuk3b97hr","d-7lhn8dk74--1fblyuk3b97hr","OccupationType","sommelier","sommelière","Personne responsable des vins et des boissons alcoolisées, de la vaisselle et du linge de table dans le milieu de la restauration ou dans une grande maison. (d’après le TLFI notice « sommelier » et Wikipédia (2023))",,,,,,"http://www.wikidata.org/entity/Q191493",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d3m0bl74an5--hol3tca0mdgf","d3m0bl74an5--hol3tca0mdgf","OccupationType","sonneur","carillonneur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjx4lt--1wcrunnkl2dvy","d699msjx4lt--1wcrunnkl2dvy","OccupationType","sous-officier","maître principal | premier maître | second maître | major | adjudant-chef | adjudant | sergent-chef | sergent | officier-marinier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msj9z2z-1l1dmark2fa5i","d699msj9z2z-1l1dmark2fa5i","OccupationType","sous-préfet",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjvr33-1uifysnie6i1p","d699msjvr33-1uifysnie6i1p","OccupationType","souverain","impératrice | tsar | empereur | régente | reine | régent | roi",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-7m6qrhx9s-ve6clsv8v5xl","d-7m6qrhx9s-ve6clsv8v5xl","OccupationType","sportif","athlète | gymnaste | sportive","Personne qui pratique un ou plusieurs sports. (d’après le TLFI notice « sportif »)",,,,,,"http://www.wikidata.org/entity/Q2066131",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d-7n3g3ppps-14cl4p5f9cq31","d-7n3g3ppps-14cl4p5f9cq31","OccupationType","standardiste","demoiselle du téléphone | téléphoniste","Personne chargée du service d'un standard téléphonique. (Source : TLFI notice « standardiste »)",,,,,,"http://www.wikidata.org/entity/Q1261521",,,,,"04/08/2023 : Ajouté le [04/08/2023]"
"occupationType/FRAN_RI_010-d3m0bl77crt-120k6wbc2esio","d3m0bl77crt-120k6wbc2esio","OccupationType","surintendant (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjmbyz-yxpcx7wpwsnq","d699msjmbyz-yxpcx7wpwsnq","OccupationType","syndicaliste","dirigeant syndical","S'applique aussi pour les présidents d'organisations patronales",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjg8w7-10vykcaxq88j4","d699msjg8w7-10vykcaxq88j4","OccupationType","syndic de faillite",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjpn7s--1x0eyu8r4skwm","d699msjpn7s--1x0eyu8r4skwm","OccupationType","tabellion",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjfgrm--vjsp942g410c","d699msjfgrm--vjsp942g410c","OccupationType","tabletier","patenôtrier | nacrier | ivoirier | écailliste | cornier | brossier | boutonnier | bimbelotier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk03yr--1wmwxxn655jxq","d699msk03yr--1wmwxxn655jxq","OccupationType","tailleur d'habits","ravaudeur | retoucheur | tailleur | couturier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjdwig--3gn6xk04pmjj","d699msjdwig--3gn6xk04pmjj","OccupationType","tailleur de pierre","marbrier | appareilleur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msiwwfz-1htdx0ls0bkbx","d699msiwwfz-1htdx0ls0bkbx","OccupationType","tanneur","baudroyer | courroyeur | corroyeur | pareur | peaussier | parcheminier | mégissier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msix55q-6ikfcfwpcnzs","d699msix55q-6ikfcfwpcnzs","OccupationType","tapissier","courtepointier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl72bc3--18jk0gqpurbwp","d3m0bl72bc3--18jk0gqpurbwp","OccupationType","teinturier blanchisseur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjxbqj--17ui6b41dxt9h","d699msjxbqj--17ui6b41dxt9h","OccupationType","terrassier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msioc8a--1p95qthlb1syo","d699msioc8a--1p95qthlb1syo","OccupationType","tisserand","tissutier | couverturier | lissier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjkdun-1x0n9t0eqiw9y","d699msjkdun-1x0n9t0eqiw9y","OccupationType","tonnelier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl78999-111m4zqnvmjos","d3m0bl78999-111m4zqnvmjos","OccupationType","tourneur",,"S'applique à tous les matériaux.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjadcf-jdxhdmc1t73a","d699msjadcf-jdxhdmc1t73a","OccupationType","traducteur",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk3vga-1k73o45nksby8","d699msk3vga-1k73o45nksby8","OccupationType","transporteur de marchandises","voiturier",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl6wug5-uopxzo8mxp1p","d3m0bl6wug5-uopxzo8mxp1p","OccupationType","travailleur social","conseiller en économie sociale familiale | éducateur | assistant familial | assistant social",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl79hmj-1ljboj04wr8q9","d3m0bl79hmj-1ljboj04wr8q9","OccupationType","trésorier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7082e--17jqkp7i2zjts","d3m0bl7082e--17jqkp7i2zjts","OccupationType","trésorier de France (Ancien Régime)",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl70rvh-1axp8xp82x6vh","d3m0bl70rvh-1axp8xp82x6vh","OccupationType","trésorier payeur (Ancien Régime)","payeur | receveur",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d-416q4ewz8-oaaivg5yooio","d-416q4ewz8-oaaivg5yooio","OccupationType","trésorier-payeur-général",,"S'applique à la période contemporaine.",,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjw4y9--3czdp7gnzrpg","d699msjw4y9--3czdp7gnzrpg","OccupationType","vannier-rotinier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msimaxv--12qpv4at0g3qh","d699msimaxv--12qpv4at0g3qh","OccupationType","verrier","souffleur de verre",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk5vy7-1mbevo5nga0sf","d699msk5vy7-1mbevo5nga0sf","OccupationType","vétérinaire",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d3m0bl7blah--npnstwvyuszh","d3m0bl7blah--npnstwvyuszh","OccupationType","vinaigrier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msk0b3h-1rnqhjpzqo30j","d699msk0b3h-1rnqhjpzqo30j","OccupationType","viticulteur","vigneron",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msivx6o--133qheu61b70o","d699msivx6o--133qheu61b70o","OccupationType","vitrier",,,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjukat-kea5jbvpyq3i","d699msjukat-kea5jbvpyq3i","OccupationType","volailler","poulailler",,,,,,,,,,,,
"occupationType/FRAN_RI_010-d699msjhnlq-k0up5jqymw8t","d699msjhnlq-k0up5jqymw8t","OccupationType","voyageur de commerce","représentant de commerce | commis voyageur",,,,,,,,,,,,
