"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntvn5uha--w3bljkenjx7i","d3ntvn5uha--w3bljkenjx7i","Aiguines (Var)","Aiguines","arrondissement : 833 | canton : Aups",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83002","POINT(961100 6302700)","http://id.insee.fr/geo/commune/83002 | http://data.ign.fr/id/geofla/commune/83002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83002"," [] |  [] | Châteaudouble (Var) [d3ntvnk1ct--14t0yj9tb4a19] | Ampus (Var) [d3ntvn689x-xnp0sjf7u423] | Vérignon (Var) [d3ntvorkot-5nlmvz820dih] | Trigance (Var) [d3ntvophoa-dtxxnv47vlwf] | Bauduen (Var) [d3ntvna7u6-1exqjs9fb1bym] |  [] | Les Salles-sur-Verdon (Var) [d3ntvohpnv--1urncbvfdjkbu]"
"place/FRAN_RI_005-d3ntvn689x-xnp0sjf7u423","d3ntvn689x-xnp0sjf7u423","Ampus (Var)","Ampus","arrondissement : 831 | canton : Draguignan",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83003","POINT(973000 6284400)","http://id.insee.fr/geo/commune/83003 | http://data.ign.fr/id/geofla/commune/83003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83003","Châteaudouble (Var) [d3ntvnk1ct--14t0yj9tb4a19] | Vérignon (Var) [d3ntvorkot-5nlmvz820dih] | Draguignan (Var) [d3ntvnomwm-fva8jq3di1kj] | Flayosc (Var) [d3ntvnrj0r-1rklml6o8wjd5] | Tourtour (Var) [d3ntvoogta--19imergrwsvgk] | Aiguines (Var) [d3ntvn5uha--w3bljkenjx7i]"
"place/FRAN_RI_005-d3ntvn6wf2--qdstkiujhbky","d3ntvn6wf2--qdstkiujhbky","Artignosc-sur-Verdon (Var)","Artignose | Artignosc-sur-Verdon | Artignosc","arrondissement : 833 | canton : Tavernes",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83005","POINT(949000 6294200)","http://id.insee.fr/geo/commune/83005 | http://data.ign.fr/id/geofla/commune/83005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83005"," [] | Régusse (Var) [d3ntvo7xvb-1rmias9nzhgky] |  [] | Baudinard-sur-Verdon (Var) [d3ntvn9vrm--qgpkqpjnk6yp]"
"place/FRAN_RI_005-d3ntvn7824-1mfb7e26ciikl","d3ntvn7824-1mfb7e26ciikl","Artigues (Var)","Artigues","arrondissement : 833 | canton : Rians",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83006","POINT(926900 6281100)","http://id.insee.fr/geo/commune/83006 | http://data.ign.fr/id/geofla/commune/83006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83006","Ollières (Var) [d3ntvo3kan--pcc1g4hw2p66] | Ginasservis (Var) [d3ntvnupp5--174qh6bi3oiu8] | Esparron (Var) [d3ntvnpdmv--1cus1q22mejps] | Pourrières (Var) [d3ntvo687w-ubhvntq5rpe6] | Rians (Var) [d3ntvo8lkx-17hlj2rxkey0v]"
"place/FRAN_RI_005-d3ntvn7jwx--19ps8ul322fki","d3ntvn7jwx--19ps8ul322fki","Aups (Var)","Aups","arrondissement : 833 | canton : Aups",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83007","POINT(960200 6286300)","http://id.insee.fr/geo/commune/83007 | http://data.ign.fr/id/geofla/commune/83007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83007","Villecroze (Var) [d3ntvosca4-li1lsnzhjy23] | Sillans-la-Cascade (Var) [d3ntvojxmv-15dsz3597bpcb] | Vérignon (Var) [d3ntvorkot-5nlmvz820dih] | Moissac-Bellevue (Var) [d3ntvnz7d9--80h9mjdfyy5c] | Salernes (Var) [d3ntvohdla--gz54pj59y7du] | Tourtour (Var) [d3ntvoogta--19imergrwsvgk] | Fox-Amphoux (Var) [d3ntvnsam2--xcexfv3at5fx]"
"place/FRAN_RI_005-d3ntvn7vjz-1f5o89r5zmjz0","d3ntvn7vjz-1f5o89r5zmjz0","Bagnols-en-Forêt (Var)","Bagnols-en-Forêt","arrondissement : 831 | canton : Fréjus",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83008","POINT(998900 6277900)","http://id.insee.fr/geo/commune/83008 | http://data.ign.fr/id/geofla/commune/83008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83008","Roquebrune-sur-Argens (Var) [d3ntvo9m85--xkt8zxlox8zn] | Callian (Var) [d3ntvnfk48-zf27dlm9bl03] | Fréjus (Var) [d3ntvnsm93--pp972920akv] | Puget-sur-Argens (Var) [d3ntvo6vi0-h9hyps2pd182] | Tourrettes (Var) [d3ntvonyho-bvz613as3w8r] | Saint-Paul-en-Forêt (Var) [d3ntvodu71-1lhhp9rkoxsrt] | Les Adrets-de-l'Estérel (Var) [d3ntvn5flu-88e9jpt73mdn] | Callas (Var) [d3ntvnf8oy--15woalxirztff] | Le Muy (Var) [d3ntvo2lt0-1utl38md6pag2] | Montauroux (Var) [d3ntvo0wsw-wdwa0izgnlve]"
"place/FRAN_RI_005-d3ntvn87es-1ey9ev1bm55sn","d3ntvn87es-1ey9ev1bm55sn","Bandol (Var)","Bandol","arrondissement : 832 | canton : Ollioules",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83009","POINT(924100 6230200)","http://id.insee.fr/geo/commune/83009 | http://data.ign.fr/id/geofla/commune/83009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83009","Sanary-sur-Mer (Var) [d3ntvoi1aw--xdteoo9vxgix] | Saint-Cyr-sur-Mer (Var) [d3ntvoblsi-1g2q6szvsp4do] | La Cadière-d'Azur (Var) [d3ntvneuoj-1pz58pe1x086s] | Le Castellet (Var) [d3ntvnj1kn-18990vckplxw1]"
"place/FRAN_RI_005-d3ntvn8jp4--8vtm3d2ssxn5","d3ntvn8jp4--8vtm3d2ssxn5","Bargème (Var)","Bargème","arrondissement : 831 | canton : Comps-sur-Artuby",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83010","POINT(987800 6298800)","http://id.insee.fr/geo/commune/83010 | http://data.ign.fr/id/geofla/commune/83010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83010","Brenon (Var) [d3ntvnd9rv-1kh9rxlwtfixw] | Seillans (Var) [d3ntvoiddh-1kklqibv70y1a] | La Bastide (Var) [d3ntvn9jp2--tkmb3e8zkchy] | La Martre (Var) [d3ntvnxs2c-pbm6b85ktvew] | Comps-sur-Artuby (Var) [d3ntvnml6n--y9tm9p16gsy0] | La Roque-Esclapon (Var) [d3ntvoai4n--bm05gst7g6j0]"
"place/FRAN_RI_005-d3ntvn8vjx--1bh6q3f2ofb7y","d3ntvn8vjx--1bh6q3f2ofb7y","Bargemon (Var)","Favas | Barjemont | Bargemon","arrondissement : 831 | canton : Callas",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83011","POINT(986500 6286500)","http://id.insee.fr/geo/commune/83011 | http://data.ign.fr/id/geofla/commune/83011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83011","Montferrat (Var) [d3ntvo1886--1sscr9uxdqply] | Seillans (Var) [d3ntvoiddh-1kklqibv70y1a] | Claviers (Var) [d3ntvnlb9q--1wcbu7yadh2yk] | Callas (Var) [d3ntvnf8oy--15woalxirztff] | Comps-sur-Artuby (Var) [d3ntvnml6n--y9tm9p16gsy0]"
"place/FRAN_RI_005-d3ntvn97mh-x4iidrpl6jor","d3ntvn97mh-x4iidrpl6jor","Barjols (Var)","Barjols","arrondissement : 833 | canton : Barjols",,"Var (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zasg-egwm34z1nh4v]","83012","POINT(943000 6277800)","http://id.insee.fr/geo/commune/83012 | http://data.ign.fr/id/geofla/commune/83012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/83012","Tavernes (Var) [d3ntvompft--1uc5nsom27f9i] | Saint-Martin (Var) [d3ntvocs1i-7bj8xhjofzi5] | Varages (Var) [d3ntvoqq2v--gqkod9ynbd3j] | Châteauvert (Var) [d3ntvnkcs4-c7oujel9ijsj] | Brue-Auriac (Var) [d3ntvndweo-15j8s71thbktr] | Pontevès (Var) [d3ntvo5ldc-1iqrhom7v2fb6]"
