"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntgy2v5h-1hnob59q00uab","d3ntgy2v5h-1hnob59q00uab","Aigaliers (Gard)","Aigalies | Aigaliers","arrondissement : 302 | canton : Uzès",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30001","POINT(805700 6329800)","http://id.insee.fr/geo/commune/30001 | http://data.ign.fr/id/geofla/commune/30001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30001","Baron (Gard) [d3ntgyensz-lfw3714a4hd3] | Foissac (Gard) [d3ntgz79j6-1p6yvmr25g2cc] | Saint-Just-et-Vacquières (Gard) [d3nth26hzk--zpvi0pqbzp3t] | Belvézet (Gard) [d3ntgygby2-fb98mclwrh4b] | Serviers-et-Labaume (Gard) [d3nth433fq-10pby88esju1z] | Seynes (Gard) [d3nth43en9-f0bmpd4f3nvk]"
"place/FRAN_RI_005-d3ntgy3782--1lbakq1ianjx7","d3ntgy3782--1lbakq1ianjx7","Aigremont (Gard)","Aigremont","arrondissement : 301 | canton : Lédignan","1er janvier 2017 : Aigremont passe de l'arrondissement d'Alès à l'arrondissement du Vigan.","Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30002","POINT(790000 6319100)","http://id.insee.fr/geo/commune/30002 | http://data.ign.fr/id/geofla/commune/30002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30002","Moulézan (Gard) [d3nth0e1x5-1drjy26tka2n4] | Lédignan (Gard) [d3ntgztqiz--16iovrtrucr15] | Saint-Bénézet (Gard) [d3nth0wmsv-17lmotkkz2z7z] | Savignargues (Gard) [d3nth41iqt-doi55c9ixyla] | Montagnac (Gard) [d3nth4g6fn-w81t7r7ttrep] | Domessargues (Gard) [d3ntgz527g-jd3vebg3desa] | Saint-Jean-de-Serres (Gard) [d3nth23yt0-1d25kmokahj8d] | Saint-Théodorit (Gard) [d3nth2gn58-b0onxrexxy5w] | Mauressargues (Gard) [d3nth06ij4-y83qghf2x3gk]"
"place/FRAN_RI_005-d3ntgy3jq5-qdlbw6cvhf8p","d3ntgy3jq5-qdlbw6cvhf8p","Aigues-Mortes (Gard)","Le Grau-du-Roi | Aiguesmortes | Aigues-Mortes","arrondissement : 302 | canton : Aigues-Mortes",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30003","POINT(796300 6274900)","http://id.insee.fr/geo/commune/30003 | http://data.ign.fr/id/geofla/commune/30003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30003","La Grande-Motte (Hérault) [d3nthpin53--1txkr1rj2kd1u] | Marsillargues (Hérault) [d3nthnl3f1--hqyyrfesbfog] | Saint-Laurent-d'Aigouze (Gard) [d3nth26t73-dz2hjdsewmkc] | Mauguio (Hérault) [d3nthnm1wo-1fjblnlgp5j80] | Le Grau-du-Roi (Gard) [d3ntgzp1yk-19p7qv5wmbnvh] | Saintes-Maries-de-la-Mer (Bouches-du-Rhône) [d3nte4p7yz--hznnixqc0jxl]"
"place/FRAN_RI_005-d3ntgy3wg0--117mqazam5wh7","d3ntgy3wg0--117mqazam5wh7","Aigues-Vives (Gard)","Aigues-Vives | Avéjan","arrondissement : 302 | canton : Sommières",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30004","POINT(795100 6294100)","http://id.insee.fr/geo/commune/30004 | http://data.ign.fr/id/geofla/commune/30004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30004","Le Cailar (Gard) [d3ntgyp76t--ds830kjyjbcj] | Mus (Gard) [d3nth0epmr-1ecumm4uoh68g] | Aimargues (Gard) [d3ntgy4lnx--1xwa0vwnhgqhs] | Calvisson (Gard) [d3ntgyq516-170l8t1dvxxmv] | Gallargues-le-Montueux (Gard) [d3ntgzlbg8-122dqnlf9s10k] | Congénies (Gard) [d3ntgz07dy--xsgyii3h5wyd] | Codognan (Gard) [d3ntgyx153--1pxm3o1791x64] | Aubais (Gard) [d3ntgy9w05--tfmjmvqg1tlr]"
"place/FRAN_RI_005-d3ntgy495u--9pjeqrpqu1fb","d3ntgy495u--9pjeqrpqu1fb","Aiguèze (Gard)","Brezis | Aiguèze | Aignèze","arrondissement : 302 | canton : Pont-Saint-Esprit",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30005","POINT(824100 6357200)","http://id.insee.fr/geo/commune/30005 | http://data.ign.fr/id/geofla/commune/30005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30005","Saint-Remèze (Ardèche) [d3ntdghhb6-18y9bif8fpy36] | Saint-Marcel-d'Ardèche (Ardèche) [d3ntdg5jp7-1lrhoa4zz0lel] | Bidon (Ardèche) [d3ntddqqy6-19slb3m7v5sto] | Labastide-de-Virac (Ardèche) [d3ntdemthi-px8yly7owfjf] | Saint-Martin-d'Ardèche (Ardèche) [d3ntdg9xx5-17vr6jvirdl3p] | Salazac (Gard) [d3nth2hxx6-hhrz2flg6t5f] | Saint-Julien-de-Peyrolas (Gard) [d3nth25vcq-1bmhcpyvjilwf] | Le Garn (Gard) [d3ntgzlmnr-1irbpq2aegu8m] | Laval-Saint-Roman (Gard) [d3ntgzsswe-jmyzi99j6uki] | Saint-Christol-de-Rodières (Gard) [d3nth0zy08-bkg6xdajpu3t]"
"place/FRAN_RI_005-d3ntgy4lnx--1xwa0vwnhgqhs","d3ntgy4lnx--1xwa0vwnhgqhs","Aimargues (Gard)","Aymargues | Aimargues","arrondissement : 302 | canton : Rhôny-Vidourle",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30006","POINT(797400 6288000)","http://id.insee.fr/geo/commune/30006 | http://data.ign.fr/id/geofla/commune/30006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30006","Le Cailar (Gard) [d3ntgyp76t--ds830kjyjbcj] | Aigues-Vives (Gard) [d3ntgy3wg0--117mqazam5wh7] | Marsillargues (Hérault) [d3nthnl3f1--hqyyrfesbfog] | Saint-Laurent-d'Aigouze (Gard) [d3nth26t73-dz2hjdsewmkc] | Gallargues-le-Montueux (Gard) [d3ntgzlbg8-122dqnlf9s10k] | Lunel (Hérault) [d3nthni7y6-haqnqajcqqdj]"
"place/FRAN_RI_005-d3ntgy4xy9-dqciy3owr4lf","d3ntgy4xy9-dqciy3owr4lf","Alès (Gard)","Alès | Alais","arrondissement : 301",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30007","POINT(786400 6337000)","http://id.insee.fr/geo/commune/30007 | http://data.ign.fr/id/geofla/commune/30007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30007","Saint-Christol-lès-Alès (Gard) [d3nth109na-1qsbgu59mua8a] | Cendras (Gard) [d3ntgyv5o6--34gzqioxwhn] | Saint-Martin-de-Valgalgues (Gard) [d3nth2aflz-yuprpea4hoit] | Saint-Privat-des-Vieux (Gard) [d3nth2dkka-rowt3nec6o3t] | Saint-Hilaire-de-Brethmas (Gard) [d3nth20bqu-1j72shjfatt4q] | Saint-Jean-du-Pin (Gard) [d3nth24xq5-1watryrqkx0c4]"
"place/FRAN_RI_005-d3ntgy5a8l--1h3xq88zigmrf","d3ntgy5a8l--1h3xq88zigmrf","Allègre-les-Fumades (Gard)","Allègre-les-Fumades | Allègre","arrondissement : 301 | canton : Saint-Ambroix","9 décembre 1998 : Allègre devient Allègre-les-Fumades.","Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30008","POINT(798100 6343700)","http://id.insee.fr/geo/commune/30008 | http://data.ign.fr/id/geofla/commune/30008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30008","Rivières (Gard) [d3nth0pwih--t2njq2bqgtiy] | Saint-Julien-de-Cassagnas (Gard) [d3nth258xo--ixwvsqsclsdo] | Saint-Denis (Gard) [d3nth11kur--5bcibclyxjc6] | Navacelles (Gard) [d3nth0fdcd-1vl6681eq5w4s] | Fons-sur-Lussan (Gard) [d3ntgzii4y--1txk8ynglgqz2] | Servas (Gard) [d3nth42s87-n83cv7o48d8f] | Potelières (Gard) [d3nth0lj5k--pkp6rb7ze2yc] | Rousson (Gard) [d3nth0sfh9--1k7n2ufx2bj36] | Bouquet (Gard) [d3ntgyl33l--1g80izkyz2v40]"
"place/FRAN_RI_005-d3ntgy5myg--5ajwdjp7gv9h","d3ntgy5myg--5ajwdjp7gv9h","Alzon (Gard)","Alzon","arrondissement : 303 | canton : Alzon",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30009","POINT(735200 6318700)","http://id.insee.fr/geo/commune/30009 | http://data.ign.fr/id/geofla/commune/30009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30009","Blandas (Gard) [d3ntgyhwuq-10niqb1viciwe] | Sauclières (Aveyron) [d3nte2rji7--1tzukdhxtd84i] | Arrigas (Gard) [d3ntgy97v0--nzb39q7y1f1f] | Dourbies (Gard) [d3ntgz5dez--f6pyyeb4o6za] | Campestre-et-Luc (Gard) [d3ntgyqggg-az5lsaogwh0f]"
"place/FRAN_RI_005-d3ntgy5yt9-u7nu571bdqsi","d3ntgy5yt9-u7nu571bdqsi","Anduze (Gard)","Anduze","arrondissement : 301 | canton : Anduze",,"Gard (Languedoc-Roussillon, département) [d3ntb7qeqo--1c0rjakf6f1n8]","30010","POINT(778900 6328800)","http://id.insee.fr/geo/commune/30010 | http://data.ign.fr/id/geofla/commune/30010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/30010","Saint-Félix-de-Pallières (Gard) [d3nth1379q-1dx8qdmiv02kr] | Générargues (Gard) [d3ntgznswo--pjme92dhbyku] | Boisset-et-Gaujac (Gard) [d3ntgyj7ex-17fwtcrnw6y9a] | Thoiras (Gard) [d3nth474ak-5etayxeli0c9] | Corbès (Gard) [d3ntgz15g2-1ar6mmx3j2rl4] | Tornac (Gard) [d3nth47fi3-m3ra1g8ravjf]"
