"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntsg0p3q--t3ikkcpjb7kt","d3ntsg0p3q--t3ikkcpjb7kt","Abondance (Haute-Savoie)","Abondance","arrondissement : 744 | canton : Abondance",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74001","POINT(986400 6582100)","http://id.insee.fr/geo/commune/74001 | http://data.ign.fr/id/geofla/commune/74001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74001","Saint-Jean-d'Aulps (Haute-Savoie) [d3ntsiq724--1cy7ekgekz4eg] | Le Biot (Haute-Savoie) [d3ntsgccky--oq9owu1bw8rw] | Montriond (Haute-Savoie) [d3ntshwy1t-1cbak5oj0nj26] | Châtel (Haute-Savoie) [d3ntsgn8oo-1v5v3l6m5p87k] | Vacheresse (Haute-Savoie) [d3ntsj6z9s-6gy0awz4o0p5] | La Chapelle-d'Abondance (Haute-Savoie) [d3ntsgkl6x-1v6dxvackhhpz] | Bonnevaux (Haute-Savoie) [d3ntsge76u-joayfpk1jp6e]"
"place/FRAN_RI_005-d3ntsg10b9-nt4sp4ymueir","d3ntsg10b9-nt4sp4ymueir","Alby-sur-Chéran (Haute-Savoie)","Alby-sur-Chéran | Alby","arrondissement : 741 | canton : Alby-sur-Chéran","5 mars 1961 : Alby devient Alby-sur-Chéran.","Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74002","POINT(934500 6528500)","http://id.insee.fr/geo/commune/74002 | http://data.ign.fr/id/geofla/commune/74002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74002","Chapeiry (Haute-Savoie) [d3ntsgmmhd--1q9czxzzfuc3t] | Héry-sur-Alby (Haute-Savoie) [d3ntshfnas-sch7gj31k2y4] | Viuz-la-Chiésaz (Haute-Savoie) [d3ntsjfrpo--vw3vs89xvuzc] | Saint-Félix (Haute-Savoie) [d3ntsini22--mikhhlechxxb] | Marigny-Saint-Marcel (Haute-Savoie) [d3ntshoosl--9f25lyhj3ubb] | Saint-Sylvestre (Haute-Savoie) [d3ntsitxs7-uapscgcovfrh] | Mûres (Haute-Savoie) [d3ntshzxed-g0ciewn5ohs7]"
"place/FRAN_RI_005-d3ntsg1bis--b13a23t4yosu","d3ntsg1bis--b13a23t4yosu","Alex (Haute-Savoie)","Alex","arrondissement : 741 | canton : Annecy-le-Vieux",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74003","POINT(951000 6537200)","http://id.insee.fr/geo/commune/74003 | http://data.ign.fr/id/geofla/commune/74003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74003","Dingy-Saint-Clair (Haute-Savoie) [d3ntsh16q1--irpm0jy2yjnb] | Talloires (Haute-Savoie) [d3ntsj2q83-47ariqnxczcb] | Bluffy (Haute-Savoie) [d3ntsgcys9-zgsnobxj1j8n] | La Balme-de-Thuy (Haute-Savoie) [d3ntsg9csw-1r4wr7vincr35] | Annecy (Haute-Savoie) [d3ntsg3iez-1web13g5fon5t] | Veyrier-du-Lac (Haute-Savoie) [d3ntsjcnmf--1ibzwergyg9d1] | Thônes (Haute-Savoie) [d3ntsj3yug--110ho615ojs2t] | Menthon-Saint-Bernard (Haute-Savoie) [d3ntshs3vm--mygslmellfvs]"
"place/FRAN_RI_005-d3ntsg1my2--1npddc2xip6r6","d3ntsg1my2--1npddc2xip6r6","Allèves (Haute-Savoie)","Allèves","arrondissement : 741 | canton : Alby-sur-Chéran",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74004","POINT(939400 6521600)","http://id.insee.fr/geo/commune/74004 | http://data.ign.fr/id/geofla/commune/74004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74004","Arith (Savoie) [d3ntscdcdh-14vvmolmzp3zh] | Bellecombe-en-Bauges (Savoie) [d3ntscil7d-5mfjx83hl52] | Gruffy (Haute-Savoie) [d3ntsheeof--1b1yn46731h2k] | Cusy (Haute-Savoie) [d3ntsgzn3x--1ccgw2tcu9e1g] | Leschaux (Haute-Savoie) [d3ntshhic6-1k6wdre735epk]"
"place/FRAN_RI_005-d3ntsg1ydd--1halcz7zmkhxd","d3ntsg1ydd--1halcz7zmkhxd","Allinges (Haute-Savoie)","Mezinge | Allinges","arrondissement : 744 | canton : Thonon-les-Bains-Ouest","1er avril 1998 :","Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74005","POINT(966300 6587500)","http://id.insee.fr/geo/commune/74005 | http://data.ign.fr/id/geofla/commune/74005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74005","Perrignier (Haute-Savoie) [d3ntsiftxb--1ggmgbay3xoq1] | Draillant (Haute-Savoie) [d3ntsh3j80-ytnzjphp0ep8] | Margencel (Haute-Savoie) [d3ntshmyhw--wq82c4t5e3o] | Armoy (Haute-Savoie) [d3ntsg7hrh--10zi0wcdlafyz] | Orcier (Haute-Savoie) [d3ntsieucw-iexa1ynoqtl3] | Thonon-les-Bains (Haute-Savoie) [d3ntsj4a1z--1mphzowg1zy97] | Lyaud (Haute-Savoie) [d3ntshl3gi-1kqcm4gd2cjdr] | Anthy-sur-Léman (Haute-Savoie) [d3ntsg5l7r--1nnhrhoznyq8u]"
"place/FRAN_RI_005-d3ntsg29d4-6oilahgcvy51","d3ntsg29d4-6oilahgcvy51","Allonzier-la-Caille (Haute-Savoie)","Allonzier-la-Caille | Allonzier","arrondissement : 743 | canton : Cruseilles",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74006","POINT(941100 6549600)","http://id.insee.fr/geo/commune/74006 | http://data.ign.fr/id/geofla/commune/74006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74006","Cuvat (Haute-Savoie) [d3ntsgzyj7-zpivhdcsx768] | Cercier (Haute-Savoie) [d3ntsgif5r--11j9jw0886dw0] | Villy-le-Pelloux (Haute-Savoie) [d3ntsjeuav-17iu6jez8hvhq] | Choisy (Haute-Savoie) [d3ntsgsbws-1ptgrduxvjhfe] | Cruseilles (Haute-Savoie) [d3ntsgzc45-1wdpwb2eiv0rp] | Thorens-Glières (Haute-Savoie) [d3ntsj4lp0-q5f4ansgjzjw]"
"place/FRAN_RI_005-d3ntsg2kcw-1hglpau7bfdep","d3ntsg2kcw-1hglpau7bfdep","Amancy (Haute-Savoie)","Amancy","arrondissement : 742 | canton : La Roche-sur-Foron",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74007","POINT(957200 6558100)","http://id.insee.fr/geo/commune/74007 | http://data.ign.fr/id/geofla/commune/74007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74007","Cornier (Haute-Savoie) [d3ntsgxsa9--1bgk75pjp2cne] | Arenthon (Haute-Savoie) [d3ntsg6vcf-1acutuc8a7v19] | Saint-Pierre-en-Faucigny (Haute-Savoie) [d3ntsit0l5-1ux8vuxrcndlm] | La Roche-sur-Foron (Haute-Savoie) [d3ntsilaik-1twecngvl3tn] | Saint-Sixt (Haute-Savoie) [d3ntsitmsg--9r4238tnssq1] | Saint-Laurent (Haute-Savoie) [d3ntsis36b--1a0bip8kfis7w]"
"place/FRAN_RI_005-d3ntsg2vs6-ltmqht8umm2i","d3ntsg2vs6-ltmqht8umm2i","Ambilly (Haute-Savoie)","Gaillard | Ambilly","arrondissement : 743 | canton : Annemasse-Nord",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74008","POINT(948500 6571200)","http://id.insee.fr/geo/commune/74008 | http://data.ign.fr/id/geofla/commune/74008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74008","Gaillard (Haute-Savoie) [d3ntshbreg--paegipago20r] | Annemasse (Haute-Savoie) [d3ntsg44u1-1xeyxdmityiuq] | Ville-la-Grand (Haute-Savoie) [d3ntsje8j3--vtp7cpu0g8xq]"
"place/FRAN_RI_005-d3ntsg37f8-iowrs6akjd1n","d3ntsg37f8-iowrs6akjd1n","Andilly (Haute-Savoie)","Andilly","arrondissement : 743 | canton : Cruseilles",,"Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74009","POINT(936700 6555200)","http://id.insee.fr/geo/commune/74009 | http://data.ign.fr/id/geofla/commune/74009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74009","Saint-Blaise (Haute-Savoie) [d3ntsim97y-vedvyhkcrxct] | Cernex (Haute-Savoie) [d3ntsgiq5i--qkvfm8tjc4lt] | Vers (Haute-Savoie) [d3ntsja2ps-14ifsrg7bg3q9] | Présilly (Haute-Savoie) [d3ntsihdyy--xq730qxd4vux] | Copponex (Haute-Savoie) [d3ntsgx57x-1sow5u6d3e0mf]"
"place/FRAN_RI_005-d3ntsg3iez-1web13g5fon5t","d3ntsg3iez-1web13g5fon5t","Annecy (Haute-Savoie)","Annecy","arrondissement : 741","1er janvier 2017 : Annecy devient commune déléguée (chef-lieu) au sein d'Annecy (commune nouvelle).Annecy-le-Vieux devient commune déléguée au sein d'Annecy (commune nouvelle).Cran-Gevrier devient commune déléguée au sein d'Annecy (commune nouvelle).Création de la commune nouvelle d'Annecy en lieu et place des communes d'Annecy, d'Annecy-le-Vieux, de Cran-Gevrier, de Meythet, de Pringy et de Seynod devenues déléguées.Meythet devient commune déléguée au sein d'Annecy (commune nouvelle).Pringy devient commune déléguée au sein d'Annecy (commune nouvelle).Seynod devient commune déléguée au sein d'Annecy (commune nouvelle).","Haute-Savoie (Rhône-Alpes, département) [d3ntb7vvrg-hbpr0b4qr6af]","74010","POINT(942600 6538000)","http://id.insee.fr/geo/commune/74010 | http://data.ign.fr/id/geofla/commune/74010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/74010","Cuvat (Haute-Savoie) [d3ntsgzyj7-zpivhdcsx768] | Montagny-les-Lanches (Haute-Savoie) [d3ntshwbmr--1iaasnwnweepj] | Dingy-Saint-Clair (Haute-Savoie) [d3ntsh16q1--irpm0jy2yjnb] | Quintal (Haute-Savoie) [d3ntsiibds--80p8055zfnie] | Chapeiry (Haute-Savoie) [d3ntsgmmhd--1q9czxzzfuc3t] | Epagny (Haute-Savoie) [d3ntsh5dm4-14i51d796vcnr] | Sévrier (Haute-Savoie) [d3ntsiz35x-ip0pcvz4wrsa] | Nâves-Parmelan (Haute-Savoie) [d3ntsi1en4-1ib7i148qx5om] | La Balme-de-Sillingy (Haute-Savoie) [d3ntsg91ld-dfyrnrzwgff0] | Viuz-la-Chiésaz (Haute-Savoie) [d3ntsjfrpo--vw3vs89xvuzc] | Poisy (Haute-Savoie) [d3ntsigrjw--1pq4r1x6pgzdk] | Argonay (Haute-Savoie) [d3ntsg76c7--183l7mmf3oa32] | Veyrier-du-Lac (Haute-Savoie) [d3ntsjcnmf--1ibzwergyg9d1] | Chavanod (Haute-Savoie) [d3ntsgognq-6ht01uw964id] | Villaz (Haute-Savoie) [d3ntsjdm41--1aytcjznh2uw3] | Alex (Haute-Savoie) [d3ntsg1bis--b13a23t4yosu] | Thorens-Glières (Haute-Savoie) [d3ntsj4lp0-q5f4ansgjzjw]"
