"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntk4vxbb--1saw9f0rzcyru","d3ntk4vxbb--1saw9f0rzcyru","Albaret-le-Comtal (Lozère)","Les Baume | Albaret-le-Comtal","arrondissement : 482 | canton : Fournels",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48001","POINT(710000 6419500)","http://id.insee.fr/geo/commune/48001 | http://data.ign.fr/id/geofla/commune/48001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48001","Fridefont (Cantal) [d3ntegmpu7-1hqy03hosigoy] | Loubaresse (Cantal) [d3nteh0ng2--wkguyy31owhs] | Maurines (Cantal) [d3nteh56u8--1dn1mk8kuzk6n] | Les Monts-Verts (Lozère) [d3ntk4yntp--1wh0t5jjdz3vj] | Arzenc-d'Apcher (Lozère) [d3ntk4xga5--1sxl1wdk3egcv] | Termes (Lozère) [d3ntk7e1hg-zu1mvrw6umey]"
"place/FRAN_RI_005-d3ntk4w8iu--ely9uz89kp2t","d3ntk4w8iu--ely9uz89kp2t","Albaret-Sainte-Marie (Lozère)","Albaret-Sainte-Marie","arrondissement : 482 | canton : Saint-Chély-d'Apcher",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48002","POINT(719500 6420300)","http://id.insee.fr/geo/commune/48002 | http://data.ign.fr/id/geofla/commune/48002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48002","Loubaresse (Cantal) [d3nteh0ng2--wkguyy31owhs] | Les Monts-Verts (Lozère) [d3ntk4yntp--1wh0t5jjdz3vj] | Saint-Chély-d'Apcher (Lozère) [d3ntk6ufj0-e3z2vqmrw0c2] | Saint-Léger-du-Malzieu (Lozère) [d3ntk743nm--o3q0fstqpinh] | Blavignac (Lozère) [d3ntk54ao0--cptaaf9ptkpr] | Chaulhac (Lozère) [d3ntk5d2gm--190ygnw1qhawl]"
"place/FRAN_RI_005-d3ntk4wjim-1pxz9oemlwaec","d3ntk4wjim-1pxz9oemlwaec","Allenc (Lozère)","Allenc","arrondissement : 482 | canton : Le Bleymard",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48003","POINT(752500 6382600)","http://id.insee.fr/geo/commune/48003 | http://data.ign.fr/id/geofla/commune/48003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48003","Montbel (Lozère) [d3ntk5xrfn-1i765lvx4xzgj] | Pelouse (Lozère) [d3ntk66hxp-1sf2t0mb3pvw] | Laubert (Lozère) [d3ntk5qy4m-3wqcv5h45va8] | Le Bleymard (Lozère) [d3ntk54lg0--1503w2cr11r2y] | Chadenet (Lozère) [d3ntk596ci--1lwkn0zp7en5u]"
"place/FRAN_RI_005-d3ntk4wuie--s7m9msp2vcqu","d3ntk4wuie--s7m9msp2vcqu","Altier (Lozère)","Combret | Altier","arrondissement : 482 | canton : Villefort",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48004","POINT(768500 6375300)","http://id.insee.fr/geo/commune/48004 | http://data.ign.fr/id/geofla/commune/48004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48004","Prévenchères (Lozère) [d3ntk687dc-q5klzjrez1eu] | Cubières (Lozère) [d3ntk5ewuq-uzudg04ga76x] | Le Bleymard (Lozère) [d3ntk54lg0--1503w2cr11r2y] | Le Pont-de-Montvert (Lozère) [d3ntk67isp--1kiz4smpjf8yd] | Pourcharesses (Lozère) [d3ntk67v30--i1n5xznheoec]"
"place/FRAN_RI_005-d3ntk4x5i5-v0df8ifnrudq","d3ntk4x5i5-v0df8ifnrudq","Antrenas (Lozère)","Antrenas | Antrenac","arrondissement : 482 | canton : Marvejols",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48005","POINT(721000 6386900)","http://id.insee.fr/geo/commune/48005 | http://data.ign.fr/id/geofla/commune/48005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48005","Saint-Laurent-de-Muret (Lozère) [d3ntk72v1a-1g0p286mmqnba] | Le Buisson (Lozère) [d3ntk57xq6--m1d1ao0q43f] | Saint-Léger-de-Peyre (Lozère) [d3ntk73sg3-1ucq117soaofy] | Le Monastier-Pin-Moriès (Lozère) [d3ntk5xg85--1fee12eiqotl9] | Marvejols (Lozère) [d3ntk5v9jo--bzc59eq1s6vd]"
"place/FRAN_RI_005-d3ntk4xga5--1sxl1wdk3egcv","d3ntk4xga5--1sxl1wdk3egcv","Arzenc-d'Apcher (Lozère)","Saint-Chély-campagne | Arzenc-d'Apcher | Arsene","arrondissement : 482 | canton : Fournels",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48007","POINT(709300 6416900)","http://id.insee.fr/geo/commune/48007 | http://data.ign.fr/id/geofla/commune/48007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48007","Anterrieux (Cantal) [d3ntefxi49-1d14r3zst9upd] | Maurines (Cantal) [d3nteh56u8--1dn1mk8kuzk6n] | Fournels (Lozère) [d3ntk5k4tk-zgifj02l5jj9] | Termes (Lozère) [d3ntk7e1hg-zu1mvrw6umey] | Albaret-le-Comtal (Lozère) [d3ntk4vxbb--1saw9f0rzcyru]"
"place/FRAN_RI_005-d3ntk4xr9x-1e70u34hrz85c","d3ntk4xr9x-1e70u34hrz85c","Arzenc-de-Randon (Lozère)","Arzene | Arzenc-de-Randon","arrondissement : 482 | canton : Châteauneuf-de-Randon",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48008","POINT(750000 6396000)","http://id.insee.fr/geo/commune/48008 | http://data.ign.fr/id/geofla/commune/48008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48008","Pelouse (Lozère) [d3ntk66hxp-1sf2t0mb3pvw] | Châteauneuf-de-Randon (Lozère) [d3ntk5b0qn--fws0ygqdun1k] | Saint-Jean-la-Fouillouse (Lozère) [d3ntk70mmq--d1toll7i1spr] | Laubert (Lozère) [d3ntk5qy4m-3wqcv5h45va8] | Le Born (Lozère) [d3ntk56zvt--10ni9sjjanmgv] | Saint-Sauveur-de-Ginestoux (Lozère) [d3ntk7a1ho-hyd6kgnfufqk] | Rieutort-de-Randon (Lozère) [d3ntk6podg--b9d6dxulrsv3]"
"place/FRAN_RI_005-d3ntk4y29p--17007j676v1b4","d3ntk4y29p--17007j676v1b4","Aumont-Aubrac (Lozère)","Aumont-Aubrac","arrondissement : 482 | canton : Aumont-Aubrac","1er janvier 2017 : Aumont-Aubrac devient commune déléguée (chef-lieu) au sein de Peyre en Aubrac (commune nouvelle).Création de la commune nouvelle de Peyre en Aubrac en lieu et place des communes d'Aumont-Aubrac, de La Chaze-de-Peyre, de Fau-de-Peyre, de Javols, de Sainte-Colombe-de-Peyre et de Saint-Sauveur-de-Peyre devenues déléguées.Fau-de-Peyre devient commune déléguée au sein de Peyre en Aubrac (commune nouvelle).Javols devient commune déléguée au sein de Peyre en Aubrac (commune nouvelle).La Chaze-de-Peyre devient commune déléguée au sein de Peyre en Aubrac (commune nouvelle).Saint-Sauveur-de-Peyre devient commune déléguée au sein de Peyre en Aubrac (commune nouvelle).Sainte-Colombe-de-Peyre devient commune déléguée au sein de Peyre en Aubrac (commune nouvelle).","Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48009","POINT(722400 6402600)","http://id.insee.fr/geo/commune/48009 | http://data.ign.fr/id/geofla/commune/48009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48009","La Fage-Montivernoux (Lozère) [d3ntk5ggwd-97kwz17k0dc1] | Rimeize (Lozère) [d3ntk6pzkz-pkrac989f18t] | Malbouzon (Lozère) [d3ntk5to7h--rxpdc71kbcbe] | Le Buisson (Lozère) [d3ntk57xq6--m1d1ao0q43f] | Saint-Léger-de-Peyre (Lozère) [d3ntk73sg3-1ucq117soaofy] | Les Bessons (Lozère) [d3ntk53zgh--1tmgnjwxvz6ta] | Serverette (Lozère) [d3ntk7ddzm-1j6125w3qjsdn] | Fontans (Lozère) [d3ntk5jtm2--1jpr02bngrxbq] | Recoules-de-Fumas (Lozère) [d3ntk6or6d--1bau356pvpb8j] | Ribennes (Lozère) [d3ntk6pd5x-afn54xfrodbc]"
"place/FRAN_RI_005-d3ntk4yd1p-1al8nm58a7oj","d3ntk4yd1p-1al8nm58a7oj","Auroux (Lozère)","Auroux","arrondissement : 482 | canton : Langogne",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48010","POINT(757500 6406200)","http://id.insee.fr/geo/commune/48010 | http://data.ign.fr/id/geofla/commune/48010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48010","Saint-Bonnet-de-Montauroux (Lozère) [d3ntk6u4bh-1fviaxwigayi5] | Chastanier (Lozère) [d3ntk5aejc-1orkwzpumlja3] | Grandrieu (Lozère) [d3ntk5m0q1-1f2o3v5g783sn] | Saint-Jean-la-Fouillouse (Lozère) [d3ntk70mmq--d1toll7i1spr] | Naussac (Lozère) [d3ntk64ae7--pjgzh1yfzsta]"
"place/FRAN_RI_005-d3ntk4yz18--fkdfvzw6pfsv","d3ntk4yz18--fkdfvzw6pfsv","Badaroux (Lozère)","Badaroux | Badaron","arrondissement : 482 | canton : Mende-Nord",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48013","POINT(743600 6382100)","http://id.insee.fr/geo/commune/48013 | http://data.ign.fr/id/geofla/commune/48013 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48013","Mende (Lozère) [d3ntk5w7e1-77zw4tg1vwco] | Sainte-Hélène (Lozère) [d3ntk7007o-1opodsyjs9l5n] | Pelouse (Lozère) [d3ntk66hxp-1sf2t0mb3pvw] | Chastel-Nouvel (Lozère) [d3ntk5apqv--1qov4ythce2b8] | Lanuéjols (Lozère) [d3ntk5qmpc--13gf1bw9wvuxt] | Le Born (Lozère) [d3ntk56zvt--10ni9sjjanmgv]"
"place/FRAN_RI_005-d3ntk50vsq-11y46u8gmr9mv","d3ntk50vsq-11y46u8gmr9mv","Bagnols-les-Bains (Lozère)","Bagnols-les-Bains","arrondissement : 482 | canton : Le Bleymard",,,"48014","POINT(752800 6378700)","http://id.insee.fr/geo/commune/48014 | http://data.ign.fr/id/geofla/commune/48014 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48014",
"place/FRAN_RI_005-d3ntk51iv2-12ys34cuzx3cp","d3ntk51iv2-12ys34cuzx3cp","Balsièges (Lozère)","Balsièges","arrondissement : 482 | canton : Mende-Sud",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48016","POINT(736300 6375800)","http://id.insee.fr/geo/commune/48016 | http://data.ign.fr/id/geofla/commune/48016 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48016","Mende (Lozère) [d3ntk5w7e1-77zw4tg1vwco] | Sainte-Enimie (Lozère) [d3ntk6vz54-clnbfiiu2zor] | Saint-Bauzile (Lozère) [d3ntk6thon--1eq31vmpfmxag] | Barjac (Lozère) [d3ntk525a4-ur0cygc9oc0p] | Chanac (Lozère) [d3ntk59sjt-16668pe4ra51m]"
"place/FRAN_RI_005-d3ntk51u2l--1c9ykn7myprc8","d3ntk51u2l--1c9ykn7myprc8","Banassac (Lozère)","La Tieule | Banassac","arrondissement : 482 | canton : La Canourgue","1er janvier 2016 : Banassac (commune chef-lieu) est rattachée à Banassac-Canilhac (commune nouvelle).Canilhac est rattachée à Banassac-Canilhac (commune nouvelle).Création de la commune nouvelle de Banassac-Canilhac en lieu et place des communes de Banassac et de Canilhac.","Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48017","POINT(715900 6370700)","http://id.insee.fr/geo/commune/48017 | http://data.ign.fr/id/geofla/commune/48017 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48017","Saint-Germain-du-Teil (Lozère) [d3ntk6zp7x-dxl9slstq5vz] | Saint-Pierre-de-Nogaret (Lozère) [d3ntk75y1r-1j8un6s6c0ljw] | Campagnac (Aveyron) [d3nte0a805-3pl476rwx1s2] | La Canourgue (Lozère) [d3ntk58jxg--15jexsdppvawh] | Saint-Saturnin (Lozère) [d3ntk79qa5-16v2vsu1as0al] | La Tieule (Lozère) [d3ntk7kz3p--18m4d8etnoqi4] | Saint-Laurent-d'Olt (Aveyron) [d3nte2jq77--c5vjf3acsznx]"
"place/FRAN_RI_005-d3ntk525a4-ur0cygc9oc0p","d3ntk525a4-ur0cygc9oc0p","Barjac (Lozère)","Barjac","arrondissement : 482 | canton : Chanac",,"Lozère (Languedoc-Roussillon, département) [d3ntb86j0z--yrnxrer7n94l]","48018","POINT(732600 6378400)","http://id.insee.fr/geo/commune/48018 | http://data.ign.fr/id/geofla/commune/48018 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/48018","Mende (Lozère) [d3ntk5w7e1-77zw4tg1vwco] | Gabrias (Lozère) [d3ntk5ldvg--1arer7tbteg7q] | Balsièges (Lozère) [d3ntk51iv2-12ys34cuzx3cp] | Cultures (Lozère) [d3ntk5fjhj--g3002ogr77a9] | Esclanèdes (Lozère) [d3ntk5fup2--14zppazvl0pv6] | Chanac (Lozère) [d3ntk59sjt-16668pe4ra51m] | Rieutort-de-Randon (Lozère) [d3ntk6podg--b9d6dxulrsv3]"
