"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntj5168a--10h4fcxt19kgi","d3ntj5168a--10h4fcxt19kgi","Albas (Lot)","Albas | Anglars-Juillac | Albias | Albas-Anglars-et-Cenac","arrondissement : 461 | canton : Luzech",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46001","POINT(559700 6375900)","http://id.insee.fr/geo/commune/46001 | http://data.ign.fr/id/geofla/commune/46001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46001","Anglars-Juillac (Lot) [d3ntj52dzl--1wrsr5h7kt3er] | Castelfranc (Lot) [d3ntj5myng--1wzo54myq8wkb] | Saint-Vincent-Rive-d'Olt (Lot) [d3ntk0qrif-ya1g1dtsqg0y] | Sauzet (Lot) [d3ntk0sc7c-1r386xyn4qz31] | Luzech (Lot) [d3ntj72gof--1ej0kwgu7w7st] | Bélaye (Lot) [d3ntj589vt-1xph5qhj3r3k3] | Cambayrac (Lot) [d3ntj5im5l--svrhpq3fl23j] | Carnac-Rouffiac (Lot) [d3ntj5mc8e-hmng3padjux4]"
"place/FRAN_RI_005-d3ntj51hft-1x4frbcmud8la","d3ntj51hft-1x4frbcmud8la","Albiac (Lot)","Albiac | Auty","arrondissement : 462 | canton : Lacapelle-Marival",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46002","POINT(605900 6408100)","http://id.insee.fr/geo/commune/46002 | http://data.ign.fr/id/geofla/commune/46002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46002","Issendolus (Lot) [d3ntj6fnea-1na97cvieu5tq] | Thémines (Lot) [d3ntk0z8b9-13uhxj7otutrb] | Bio (Lot) [d3ntj5bdbt-6huledppu7ll] | Aynac (Lot) [d3ntj55734-103s7fj21z3oy] | Saignes (Lot) [d3ntjpdrxo--1ratc0r45if9h]"
"place/FRAN_RI_005-d3ntj51sfl--1cp4owd2oc1jq","d3ntj51sfl--1cp4owd2oc1jq","Alvignac (Lot)","Alvignac-et-Falgues | Alvignac","arrondissement : 463 | canton : Gramat",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46003","POINT(596600 6415000)","http://id.insee.fr/geo/commune/46003 | http://data.ign.fr/id/geofla/commune/46003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46003","Rignac (Lot) [d3ntjpb5qi-1n0tdi8acwo2c] | Thégra (Lot) [d3ntk0ywvz--1ii42ht978w9r] | Rocamadour (Lot) [d3ntjpbt8c-1glgk2zqbh3bh] | Miers (Lot) [d3ntj75x9s-2a0jszisosem] | Montvalent (Lot) [d3ntjniic8-1i9x41zbc9vh8]"
"place/FRAN_RI_005-d3ntj522zu--14y86df0ymofd","d3ntj522zu--14y86df0ymofd","Anglars (Lot)","Anglars | Espeyroux | Bioule","arrondissement : 462 | canton : Lacapelle-Marival",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46004","POINT(613300 6405100)","http://id.insee.fr/geo/commune/46004 | http://data.ign.fr/id/geofla/commune/46004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46004","Le Bourg (Lot) [d3ntj5clin--brohwgt3godc] | Leyme (Lot) [d3ntj6xi71-cgcki47d4d7a] | Lacapelle-Marival (Lot) [d3ntj6lhs7-1i2o0i847ybfj] | Rudelle (Lot) [d3ntjpcgig-6lfbc6ysbejd] | Rueyres (Lot) [d3ntjpcsss--1h8npm9enqqvi] | Espeyroux (Lot) [d3ntj61d2l--15a9m95rjuuo] | Aynac (Lot) [d3ntj55734-103s7fj21z3oy]"
"place/FRAN_RI_005-d3ntj52dzl--1wrsr5h7kt3er","d3ntj52dzl--1wrsr5h7kt3er","Anglars-Juillac (Lot)","Anglars-Juillac | Boudou","arrondissement : 461 | canton : Luzech",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46005","POINT(556800 6378300)","http://id.insee.fr/geo/commune/46005 | http://data.ign.fr/id/geofla/commune/46005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46005","Castelfranc (Lot) [d3ntj5myng--1wzo54myq8wkb] | Albas (Lot) [d3ntj5168a--10h4fcxt19kgi] | Prayssac (Lot) [d3ntjnue0d--j7haqkdsum6z] | Bélaye (Lot) [d3ntj589vt-1xph5qhj3r3k3]"
"place/FRAN_RI_005-d3ntj52ozd--idzuz6wd0mvf","d3ntj52ozd--idzuz6wd0mvf","Anglars-Nozac (Lot)","Rouffilhac | Nozac | Anglars-Nozac","arrondissement : 463 | canton : Gourdon",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46006","POINT(573200 6411000)","http://id.insee.fr/geo/commune/46006 | http://data.ign.fr/id/geofla/commune/46006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46006","Rouffilhac (Lot) [d3ntjpc4nn-196sfc8ynxs46] | Gourdon (Lot) [d3ntj6c6l6--iwhijbqcalrj] | Payrac (Lot) [d3ntjnn4bk-13kbaps7hf3xw] | Payrignac (Lot) [d3ntjnnfqu--1ou3e1e30xobb] | Milhac (Lot) [d3ntj77ofi--16rau0mil7t5z] | Fajoles (Lot) [d3ntj61z24-kyoaja099drg] | Le Vigan (Lot) [d3ntk15inf-516bscngbcox]"
"place/FRAN_RI_005-d3ntj52zz5--7tm55wxh22ge","d3ntj52zz5--7tm55wxh22ge","Arcambal (Lot)","Arcambal-et-Galessier | Arcambal","arrondissement : 461 | canton : Cahors-Sud",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46007","POINT(581700 6374100)","http://id.insee.fr/geo/commune/46007 | http://data.ign.fr/id/geofla/commune/46007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46007","Lamagdelaine (Lot) [d3ntj6ngpa-1vj3q0ywm0zk3] | Cahors (Lot) [d3ntj5g5rx--1scam0k1fd1ev] | Flaujac-Poujols (Lot) [d3ntj645b2--q34abpxefwhl] | Saint-Géry (Lot) [d3ntk0erqv-1fqbtsa78qviu] | Esclauzels (Lot) [d3ntj5xgb8-28wpuu5jpj8l] | Aujols (Lot) [d3ntj54lbc-1mau2k8r0sps6]"
"place/FRAN_RI_005-d3ntj54910--2gj6ez57fm7u","d3ntj54910--2gj6ez57fm7u","Assier (Lot)","Bourg-de-Visa | Assier","arrondissement : 462 | canton : Livernon",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46009","POINT(610900 6397900)","http://id.insee.fr/geo/commune/46009 | http://data.ign.fr/id/geofla/commune/46009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46009","Reyrevignes (Lot) [d3ntjpaq00--1btiaeq92uxh6] | Le Bourg (Lot) [d3ntj5clin--brohwgt3godc] | Issepts (Lot) [d3ntj6fylt--vc2cy73yz8p9] | Livernon (Lot) [d3ntj6zcsx--k5yrz21kijbq] | Sonac (Lot) [d3ntk0tvtg-1co9tmytqwh64]"
"place/FRAN_RI_005-d3ntj54lbc-1mau2k8r0sps6","d3ntj54lbc-1mau2k8r0sps6","Aujols (Lot)","Aujols","arrondissement : 461 | canton : Lalbenque",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46010","POINT(584400 6368700)","http://id.insee.fr/geo/commune/46010 | http://data.ign.fr/id/geofla/commune/46010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46010","Laburgade (Lot) [d3ntj6kj2t--1513jl0wny47y] | Arcambal (Lot) [d3ntj52zz5--7tm55wxh22ge] | Flaujac-Poujols (Lot) [d3ntj645b2--q34abpxefwhl] | Cremps (Lot) [d3ntj5udii--1hl9n6e7yywhe] | Esclauzels (Lot) [d3ntj5xgb8-28wpuu5jpj8l]"
"place/FRAN_RI_005-d3ntj54wb3--z4q78m7w9du7","d3ntj54wb3--z4q78m7w9du7","Autoire (Lot)","Bruniquet | Bruniquel | Autoire","arrondissement : 462 | canton : Saint-Céré",,"Lot (Midi-Pyrénées, département) [d3ntb85vqv--zhgojvxl8vik]","46011","POINT(606800 6417900)","http://id.insee.fr/geo/commune/46011 | http://data.ign.fr/id/geofla/commune/46011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/46011","Loubressac (Lot) [d3ntj6zo87-mepjjsipesqw] | Prudhomat (Lot) [d3ntjnxzzq--njuhpuxrkl7n] | Saint-Michel-Loubéjou (Lot) [d3ntk0lrip--1xp4gvevu5q2a] | Saint-Jean-Lagineste (Lot) [d3ntk18avv--11t0b5s1grl4m] | Saint-Médard-de-Presque (Lot) [d3ntk0ktw4--74zxdo2jhh5i]"
