"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntdmdml0--c3gvsq9x4stc","d3ntdmdml0--c3gvsq9x4stc","Aigues-Juntes (Ariège)","Aigues-Juntes","arrondissement : 91 | canton : La Bastide-de-Sérou","1er janvier 2017 : Aigues-Juntes passe de l'arrondissement de Foix à l'arrondissement de Saint-Girons.","Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09001","POINT(575300 6218500)","http://id.insee.fr/geo/commune/09001 | http://data.ign.fr/id/geofla/commune/09001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09001","Cadarcet (Ariège) [d3ntdn3vdp-12sst3ee6sjkz] | Cazaux (Ariège) [d3ntdnane6--2rdimhoakthl] | Baulou (Ariège) [d3ntdmtjbp-1g8zwly2xxaqg] | Montégut-Plantaurel (Ariège) [d3ntdof93p-1ojzwvnr3umpu] | Gabre (Ariège) [d3ntdnnt6z--1dvcz5t2kdt66] | La Bastide-de-Sérou (Ariège) [d3ntdmsst7-8fk3udg2r470]"
"place/FRAN_RI_005-d3ntdmdz33--1m5r90lui2lp2","d3ntdmdz33--1m5r90lui2lp2","Aigues-Vives (Ariège)","Aiguesvives | Aigues-Vives","arrondissement : 92 | canton : Mirepoix",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09002","POINT(608200 6211400)","http://id.insee.fr/geo/commune/09002 | http://data.ign.fr/id/geofla/commune/09002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09002","Troye-d'Ariège (Ariège) [d3ntdpr2k7-1ipu1txr6ccwp] | Limbrassac (Ariège) [d3ntdo3j1c--l6sjsd9rfu66] | Léran (Ariège) [d3ntdo0o00--vgij111vl0p] | Régat (Ariège) [d3ntdousha--1jnn3ctfqwndm] | Tabre (Ariège) [d3ntdpl6g8-zuzp5c6uv2kr] | Laroque-d'Olmes (Ariège) [d3ntdnz02o--4p8kzqhx86ct]"
"place/FRAN_RI_005-d3ntdmennr--y03v7121r7zt","d3ntdmennr--y03v7121r7zt","Albiès (Ariège)","Rouzaud | Rouzand | Albiès","arrondissement : 91 | canton : Les Cabannes",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09004","POINT(593600 6187200)","http://id.insee.fr/geo/commune/09004 | http://data.ign.fr/id/geofla/commune/09004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09004","Les Cabannes (Ariège) [d3ntdn3gi9-1c1fmo73cc84m] | Lassur (Ariège) [d3ntdnzuwe--466lw249efib] | Aston (Ariège) [d3ntdmmlpg--ae780yi2r5qm] | Vèbre (Ariège) [d3ntdpwzyr--1ip4ldgbhh920] | Verdun (Ariège) [d3ntdpy2rk--o1jawef3i3l7] | Senconac (Ariège) [d3ntdpbv97-eiue95wmhnh4] | Pech (Ariège) [d3ntdoo57i--1x60qtogcmdhl] | Caychax (Ariège) [d3ntdn9z1a-nkt4viu89yf2]"
"place/FRAN_RI_005-d3ntdmf0dl--3xt99v7qv458","d3ntdmf0dl--3xt99v7qv458","Aleu (Ariège)","Serres-et-Allens | Aleu","arrondissement : 93 | canton : Massat",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09005","POINT(558200 6200800)","http://id.insee.fr/geo/commune/09005 | http://data.ign.fr/id/geofla/commune/09005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09005","Ercé (Ariège) [d3ntdnint9--heydobr8v282] | Soulan (Ariège) [d3ntdpiyh7--ppp80tuisidm] | Biert (Ariège) [d3ntdmy17k--182hc1m2a3g0]"
"place/FRAN_RI_005-d3ntdmfd3g--1oebdopipilrt","d3ntdmfd3g--1oebdopipilrt","Alliat (Ariège)","Alliat","arrondissement : 91 | canton : Tarascon-sur-Ariège",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09006","POINT(584200 6191800)","http://id.insee.fr/geo/commune/09006 | http://data.ign.fr/id/geofla/commune/09006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09006","Génat (Ariège) [d3ntdnqwmz--80oj22lsmqf9] | Lapège (Ariège) [d3ntdnx94q--r4kfvq01tc71] | Quié (Ariège) [d3ntdotcyl--1xwit70dz56yz] | Capoulet-et-Junac (Ariège) [d3ntdn5zh1--1annjqua1nik0] | Niaux (Ariège) [d3ntdokoee--18hppo1vjn79x] | Tarascon-sur-Ariège (Ariège) [d3ntdplsni-1mfoaasmlu4js]"
"place/FRAN_RI_005-d3ntdmfq12--wdq63okgxic","d3ntdmfq12--wdq63okgxic","Allières (Ariège)","Allières | Ailliéres","arrondissement : 91 | canton : La Bastide-de-Sérou","1er janvier 2017 : Allières passe de l'arrondissement de Foix à l'arrondissement de Saint-Girons.","Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09007","POINT(566700 6216500)","http://id.insee.fr/geo/commune/09007 | http://data.ign.fr/id/geofla/commune/09007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09007","Le Mas-d'Azil (Ariège) [d3ntdo7vqz-1miy1s3zirx9g] | Durban-sur-Arize (Ariège) [d3ntdnhbqr--2sa3ugynnsjg] | La Bastide-de-Sérou (Ariège) [d3ntdmsst7-8fk3udg2r470]"
"place/FRAN_RI_005-d3ntdmg7hm--1bn97juoeeycg","d3ntdmg7hm--1bn97juoeeycg","Alos (Ariège)","Alos","arrondissement : 93 | canton : Saint-Girons",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09008","POINT(548300 6202700)","http://id.insee.fr/geo/commune/09008 | http://data.ign.fr/id/geofla/commune/09008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09008","Bethmale (Ariège) [d3ntdmxd2f-mnj1uz2a4mz3] | Moulis (Ariège) [d3ntdojex0--e541hlo6hm3p] | Soueix-Rogalle (Ariège) [d3ntdphy9i-1ev9ec7wogfeu] | Eycheil (Ariège) [d3ntdnl2wc--a6up4kn8f6f2] | Sentenac-d'Oust (Ariège) [d3ntdpd0uw--16vzwn4fgoodp] | Lacourt (Ariège) [d3ntdnw5wd--41gmoogoqlbv]"
"place/FRAN_RI_005-d3ntdmgkf8--fdne90omnpj8","d3ntdmgkf8--fdne90omnpj8","Alzen (Ariège)","Alzen","arrondissement : 91 | canton : La Bastide-de-Sérou","1er janvier 2017 : Alzen passe de l'arrondissement de Foix à l'arrondissement de Saint-Girons.Nalzen passe de l'arrondissement de Foix à l'arrondissement de Pamiers.","Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09009","POINT(575300 6211200)","http://id.insee.fr/geo/commune/09009 | http://data.ign.fr/id/geofla/commune/09009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09009","Serres-sur-Arget (Ariège) [d3ntdpdpv3-1t0kbaf274oxs] | Montagagne (Ariège) [d3ntdoctsu-1mo1hwrsackrq] | Cadarcet (Ariège) [d3ntdn3vdp-12sst3ee6sjkz] | Le Bosc (Ariège) [d3ntdn0cui-k8hsy86rvv3l] | Montels (Ariège) [d3ntdofkqr--10gtvbwgx3hr2] | Larbont (Ariège) [d3ntdnxzn8-16mepv4nop29j] | Nescus (Ariège) [d3ntdok2ue--4125wu4jjruo] | Burret (Ariège) [d3ntdn2ssn-1sv0umaa1x6z3] | La Bastide-de-Sérou (Ariège) [d3ntdmsst7-8fk3udg2r470]"
"place/FRAN_RI_005-d3ntdmh670--1jtuo8y5ga2k8","d3ntdmh670--1jtuo8y5ga2k8","Antras (Ariège)","Antras","arrondissement : 93 | canton : Castillon-en-Couserans",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09011","POINT(531800 6200200)","http://id.insee.fr/geo/commune/09011 | http://data.ign.fr/id/geofla/commune/09011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09011","Aucazein (Ariège) [d3ntdmn0kw--jnabczidnupe] | Illartein (Ariège) [d3ntdntmi2-1eyvrwixp5yf8] | Saint-Lary (Ariège) [d3ntdp3dt3-pvn8qxed5g0a] | Melles (Haute-Garonne) [d3nth8ljs5-sfso8t9q2lvr] | Augirein (Ariège) [d3ntdmnoq1-1vh9da6z5fus8] | Sentein (Ariège) [d3ntdpco52-kqkytq5h1olj] | Bonac-Irazein (Ariège) [d3ntdmyox6-lolnaaads3hx]"
"place/FRAN_RI_005-d3ntdmhjrw-g0lvvb5wzsek","d3ntdmhjrw-g0lvvb5wzsek","Appy (Ariège)","Appy","arrondissement : 91 | canton : Les Cabannes",,"Ariège (Midi-Pyrénées, département) [d3ntb74ssb--j5jml422wi5p]","09012","POINT(596200 6188700)","http://id.insee.fr/geo/commune/09012 | http://data.ign.fr/id/geofla/commune/09012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/09012","Vèbre (Ariège) [d3ntdpwzyr--1ip4ldgbhh920] | Urs (Ariège) [d3ntdptbe9--1v9ep5qkhxm8g] | Montferrier (Ariège) [d3ntdogn42-15empz719zgso] | Axiat (Ariège) [d3ntdmp6tu--18ml6bqb2e2u9] | Caychax (Ariège) [d3ntdn9z1a-nkt4viu89yf2]"
