"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntd7jhdr-1rbtznobsjg8n","d3ntd7jhdr-1rbtznobsjg8n","Aiglun (Alpes-de-Haute-Provence)","Aiglun","arrondissement : 43 | canton : Digne-les-Bains-Ouest",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04001","POINT(951500 6333200)","http://id.insee.fr/geo/commune/04001 | http://data.ign.fr/id/geofla/commune/04001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04001","Digne-les-Bains (Alpes-de-Haute-Provence) [d3ntd85d1b--1xvjali36rr2w] | Le Chaffaut-Saint-Jurson (Alpes-de-Haute-Provence) [d3ntd7wpro--tfhukjoz2q8e] | Mallemoisson (Alpes-de-Haute-Provence) [d3ntd8h0qb-n96c1bu60xg2] | Mirabeau (Alpes-de-Haute-Provence) [d3ntd8juov-1fadlhhofp5r4] | Champtercier (Alpes-de-Haute-Provence) [d3ntd7x16z--1onjveokddtub] | Barras (Alpes-de-Haute-Provence) [d3ntd7oivt-8jsvhij59uy1]"
"place/FRAN_RI_005-d3ntd7kf84--1t4yc7ygkgga9","d3ntd7kf84--1t4yc7ygkgga9","Allemagne-en-Provence (Alpes-de-Haute-Provence)","Bedejeun | Allemagne-en-Provence | Allemagne","arrondissement : 43 | canton : Riez","22 octobre 1953 : Allemagne devient Allemagne-en-Provence. 1er janvier 2017 : Allemagne-en-Provence passe de l'arrondissement de Digne-les-Bains à l'arrondissement de Forcalquier.","Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04004","POINT(942000 6302700)","http://id.insee.fr/geo/commune/04004 | http://data.ign.fr/id/geofla/commune/04004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04004","Saint-Martin-de-Brômes (Alpes-de-Haute-Provence) [d3ntd95fs6-12j3hed3um9w] | Riez (Alpes-de-Haute-Provence) [d3ntd8y88z-nqotupwl0s57] | Valensole (Alpes-de-Haute-Provence) [d3ntd9lpo9--1tmpsk3z80esv] | Montagnac-Montpezat (Alpes-de-Haute-Provence) [d3ntd8khjg--15zhms4adspzs] | Esparron-de-Verdon (Alpes-de-Haute-Provence) [d3ntd88ja7--vav0ngs3bgmv]"
"place/FRAN_RI_005-d3ntd7krq7-m8cz3ortbqm6","d3ntd7krq7-m8cz3ortbqm6","Allons (Alpes-de-Haute-Provence)","Allons","arrondissement : 42 | canton : Saint-André-les-Alpes",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04005","POINT(988300 6326300)","http://id.insee.fr/geo/commune/04005 | http://data.ign.fr/id/geofla/commune/04005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04005","Annot (Alpes-de-Haute-Provence) [d3ntd7lpcs-1etcweaei6s4q] | Thorame-Haute (Alpes-de-Haute-Provence) [d3ntd9ikpx-1xku0n2driszg] | La Mure-Argens (Alpes-de-Haute-Provence) [d3ntd8osb8--w2t9yasjgv7p] | Méailles (Alpes-de-Haute-Provence) [d3ntd8i9s7-wf5hv4i859tx] | Saint-André-les-Alpes (Alpes-de-Haute-Provence) [d3ntd903xn--1evgfcp4pxh8f] | Le Fugeret (Alpes-de-Haute-Provence) [d3ntd8aeyw-8djy87auw6sj] | Angles (Alpes-de-Haute-Provence) [d3ntd7le59-14ewu8useifp] | Vergons (Alpes-de-Haute-Provence) [d3ntd9n9pw--zzp5pp0pwib6]"
"place/FRAN_RI_005-d3ntd7l2py--12xexlgbk9q1t","d3ntd7l2py--12xexlgbk9q1t","Allos (Alpes-de-Haute-Provence)","Allos","arrondissement : 42 | canton : Allos-Colmars",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04006","POINT(989600 6355600)","http://id.insee.fr/geo/commune/04006 | http://data.ign.fr/id/geofla/commune/04006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04006","Colmars (Alpes-de-Haute-Provence) [d3ntd82tn1-1emqd7dc4nbk1] | Entraunes (Alpes-Maritimes) [d3ntdc8g1g-1xb3jdoy5yjou] | Méolans-Revel (Alpes-de-Haute-Provence) [d3ntd8wyzc--1ju76p1k5wr2r] | Uvernet-Fours (Alpes-de-Haute-Provence) [d3ntd9kgmd--1qfyk6ezax3n] | Villars-Colmars (Alpes-de-Haute-Provence) [d3ntd9nw4y--1l2aepe19mn97] | Prads-Haute-Bléone (Alpes-de-Haute-Provence) [d3ntd8ug8b--7ghvmjb4r6sp]"
"place/FRAN_RI_005-d3ntd7le59-14ewu8useifp","d3ntd7le59-14ewu8useifp","Angles (Alpes-de-Haute-Provence)","Angles","arrondissement : 42 | canton : Saint-André-les-Alpes",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04007","POINT(985500 6322400)","http://id.insee.fr/geo/commune/04007 | http://data.ign.fr/id/geofla/commune/04007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04007","Saint-André-les-Alpes (Alpes-de-Haute-Provence) [d3ntd903xn--1evgfcp4pxh8f] | Vergons (Alpes-de-Haute-Provence) [d3ntd9n9pw--zzp5pp0pwib6] | Saint-Julien-du-Verdon (Alpes-de-Haute-Provence) [d3ntd93vb1--ob9nun55b7bg] | Allons (Alpes-de-Haute-Provence) [d3ntd7krq7-m8cz3ortbqm6]"
"place/FRAN_RI_005-d3ntd7lpcs-1etcweaei6s4q","d3ntd7lpcs-1etcweaei6s4q","Annot (Alpes-de-Haute-Provence)","Annot","arrondissement : 42 | canton : Annot",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04008","POINT(994300 6325300)","http://id.insee.fr/geo/commune/04008 | http://data.ign.fr/id/geofla/commune/04008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04008","Braux (Alpes-de-Haute-Provence) [d3ntd7sawg-13qjb7jfpotgt] | Le Fugeret (Alpes-de-Haute-Provence) [d3ntd8aeyw-8djy87auw6sj] | Ubraye (Alpes-de-Haute-Provence) [d3ntd9k4jt--18b4a34xbgd4h] | Vergons (Alpes-de-Haute-Provence) [d3ntd9n9pw--zzp5pp0pwib6] | Saint-Benoît (Alpes-de-Haute-Provence) [d3ntd90fcy-259dpz9upcld] | Allons (Alpes-de-Haute-Provence) [d3ntd7krq7-m8cz3ortbqm6]"
"place/FRAN_RI_005-d3ntd7m0kb--1da7a74kb1i5c","d3ntd7m0kb--1da7a74kb1i5c","Archail (Alpes-de-Haute-Provence)","Archail","arrondissement : 43 | canton : La Javie","1er juillet 1973 : Archail est rattachée à Draix (fusion association) qui devient Archail-Draix.Draix devient Archail-Draix suite à sa fusion-association avec Archail. 1er janvier 1980 : Archail est rétablie.Archail-Draix devient Draix suite au rétablissement d'Archail.","Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04009","POINT(966700 6341400)","http://id.insee.fr/geo/commune/04009 | http://data.ign.fr/id/geofla/commune/04009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04009","Digne-les-Bains (Alpes-de-Haute-Provence) [d3ntd85d1b--1xvjali36rr2w] | Tartonne (Alpes-de-Haute-Provence) [d3ntd9hbo2--1hfxszca3b7fa] | Marcoux (Alpes-de-Haute-Provence) [d3ntd8hycw-1shxy5i625pql] | Draix (Alpes-de-Haute-Provence) [d3ntd85ogm--guthitom4x94]"
"place/FRAN_RI_005-d3ntd7mbru-1tyh1lm6zxg28","d3ntd7mbru-1tyh1lm6zxg28","Aubenas-les-Alpes (Alpes-de-Haute-Provence)","Aubenas-les-Alpes | Aubenas","arrondissement : 44 | canton : Reillanne",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04012","POINT(915200 6318300)","http://id.insee.fr/geo/commune/04012 | http://data.ign.fr/id/geofla/commune/04012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04012","Reillanne (Alpes-de-Haute-Provence) [d3ntd8wnk2--1ql6ihcr78z50] | Saint-Michel-l'Observatoire (Alpes-de-Haute-Provence) [d3ntd9aqc5-e1ktl9s1a57o] | Revest-des-Brousses (Alpes-de-Haute-Provence) [d3ntd8xa6v--2xjtfhwyn303] | Vachères (Alpes-de-Haute-Provence) [d3ntd9krtw-3lenq2vwlwtf]"
"place/FRAN_RI_005-d3ntd7mmzd--1lhz0cz4067i7","d3ntd7mmzd--1lhz0cz4067i7","Aubignosc (Alpes-de-Haute-Provence)","La Greneuse | Aubignose | Aubignosc","arrondissement : 44 | canton : Volonne",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04013","POINT(937500 6341200)","http://id.insee.fr/geo/commune/04013 | http://data.ign.fr/id/geofla/commune/04013 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04013","Volonne (Alpes-de-Haute-Provence) [d3ntd9pgtv--sa07bbt9g70g] | Peipin (Alpes-de-Haute-Provence) [d3ntd8s8ou-1gpnzy8xbwyym] | Salignac (Alpes-de-Haute-Provence) [d3ntd9cxg4--189mv01vvmvuu] | Châteauneuf-Val-Saint-Donat (Alpes-de-Haute-Provence) [d3ntd7ya8u--36yns5g7zge3] | Valbelle (Alpes-de-Haute-Provence) [d3ntd9le8y-vlcbr958y0c1] | Château-Arnoux-Saint-Auban (Alpes-de-Haute-Provence) [d3ntd7xcei--aylvul1mhi66]"
"place/FRAN_RI_005-d3ntd7myen--hqzo338dqiyy","d3ntd7myen--hqzo338dqiyy","Authon (Alpes-de-Haute-Provence)","Feissal | Authon","arrondissement : 44 | canton : Sisteron",,"Alpes-de-Haute-Provence (Provence-Alpes-Côte-d'Azur, département) [d3ntb71ye9-13lxy96a9y8yw]","04016","POINT(949600 6353700)","http://id.insee.fr/geo/commune/04016 | http://data.ign.fr/id/geofla/commune/04016 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/04016","Hautes-Duyes (Alpes-de-Haute-Provence) [d3ntd91zu3-rlrrlil29cnl] | Le Castellard-Melan (Alpes-de-Haute-Provence) [d3ntd7v5aj--1italwl788jtq] | Valavoire (Alpes-de-Haute-Provence) [d3ntd9l31f--i3lnssegu9d0] | Barles (Alpes-de-Haute-Provence) [d3ntd7o7gi--yh57a2yqkc1j] | Bayons (Alpes-de-Haute-Provence) [d3ntd7psky--hzuof77imeaj] | La Robine-sur-Galabre (Alpes-de-Haute-Provence) [d3ntd8yjgi--oxl9f97sppt4] | Saint-Geniez (Alpes-de-Haute-Provence) [d3ntd92m95-6j6ilpmgb3rd]"
