"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntsc63by--1n60hpxfpw61w","d3ntsc63by--1n60hpxfpw61w","Aiguebelette-le-Lac (Savoie)","Aiguebelle | Aiguebelette-le-Lac","arrondissement : 732 | canton : Le Pont-de-Beauvoisin",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73001","POINT(919600 6497000)","http://id.insee.fr/geo/commune/73001 | http://data.ign.fr/id/geofla/commune/73001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73001","Lépin-le-Lac (Savoie) [d3ntsdvcpz--1va4yoibeup1o] | Saint-Sulpice (Savoie) [d3ntsfh2xi--qqfaienbepng] | Nances (Savoie) [d3ntsea5da-yrxdqsohzj99] | Saint-Alban-de-Montbel (Savoie) [d3ntsesoyg-1r855j890qmk4] | Vimines (Savoie) [d3ntsfxvsg-nhu93a1ihw3l] | Novalaise (Savoie) [d3ntsec0mg-6khnnh3bzism]"
"place/FRAN_RI_005-d3ntsc6ez0-1ndzdu5w9g9w6","d3ntsc6ez0-1ndzdu5w9g9w6","Aiguebelle (Savoie)","Aiguebelle","arrondissement : 733 | canton : Aiguebelle",,,"73002","POINT(957800 6499000)","http://id.insee.fr/geo/commune/73002 | http://data.ign.fr/id/geofla/commune/73002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73002",
"place/FRAN_RI_005-d3ntsc6q6j-1u5ezdpeg5idk","d3ntsc6q6j-1u5ezdpeg5idk","Aigueblanche (Savoie)","Villargerel | Les Avanchers | Grand-Cœur | Aigueblanche","arrondissement : 731 | canton : Moûtiers",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73003","POINT(974000 6495100)","http://id.insee.fr/geo/commune/73003 | http://data.ign.fr/id/geofla/commune/73003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73003","Les Avanchers-Valmorel (Savoie) [d3ntscekzu--irmlk6s5fb8i] | Salins-les-Thermes (Savoie) [d3ntsfjaor--8quav2kqj5yl] | La Léchère (Savoie) [d3ntsearsc-h2x1anrek04f] | Aime (Savoie) [d3ntsc7ysv-11ik12iuajb4d] | Hautecour (Savoie) [d3ntsdrfbb-16xp2yll915g9] | Saint-Martin-de-Belleville (Savoie) [d3ntsf8lhd-rows0axnudv7] | Moûtiers (Savoie) [d3ntse97qp-zhll80ltf671]"
"place/FRAN_RI_005-d3ntsc71e2--115ukx5otg4b1","d3ntsc71e2--115ukx5otg4b1","Aillon-le-Jeune (Savoie)","Aillon-le-Jeune","arrondissement : 732 | canton : Le Châtelard",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73004","POINT(940000 6506700)","http://id.insee.fr/geo/commune/73004 | http://data.ign.fr/id/geofla/commune/73004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73004","Le Noyer (Savoie) [d3ntsecbm7-1kwhgss6x7voe] | Les Déserts (Savoie) [d3ntsdazth-1w2ffbcrigmjs] | Aillon-le-Vieux (Savoie) [d3ntsc7d14-5d0nktlw5829] | Thoiry (Savoie) [d3ntsflscz-19liigtov0dlc] | Saint-Jean-de-la-Porte (Savoie) [d3ntsf45r4-j1v59ud3hxpl] | La Thuile (Savoie) [d3ntsfm400--1iu8zk3i4jhwb] | La Compôte (Savoie) [d3ntsd78nv--1ft8r5o91jvus] | Sainte-Reine (Savoie) [d3ntsfg5ax--1p3bvvgmxbecb] | Ecole (Savoie) [d3ntsdeyy8--uh1xanfja41q]"
"place/FRAN_RI_005-d3ntsc7d14-5d0nktlw5829","d3ntsc7d14-5d0nktlw5829","Aillon-le-Vieux (Savoie)","Aillon-le-Vieux","arrondissement : 732 | canton : Le Châtelard",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73005","POINT(940800 6510400)","http://id.insee.fr/geo/commune/73005 | http://data.ign.fr/id/geofla/commune/73005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73005","Le Noyer (Savoie) [d3ntsecbm7-1kwhgss6x7voe] | Lescheraines (Savoie) [d3ntsdvosj-n2akyz9gzedp] | Aillon-le-Jeune (Savoie) [d3ntsc71e2--115ukx5otg4b1] | La Compôte (Savoie) [d3ntsd78nv--1ft8r5o91jvus] | Le Châtelard (Savoie) [d3ntsd1px1--1441e3ks1bcn1] | Ecole (Savoie) [d3ntsdeyy8--uh1xanfja41q]"
"place/FRAN_RI_005-d3ntsc7ysv-11ik12iuajb4d","d3ntsc7ysv-11ik12iuajb4d","Aime (Savoie)","Tessens | Longefoy | Aime","arrondissement : 731 | canton : Aime","1er janvier 2016 : Aime devient commune déléguée (chef-lieu) au sein d'Aime-la-Plagne (commune nouvelle).Création de la commune nouvelle d'Aime-la-Plagne en lieu et place des communes d'Aime, de Granier et de Montgirod devenues déléguées.Granier devient commune déléguée au sein d'Aime-la-Plagne (commune nouvelle).La commune associée de Longefoy est supprimée (création de la commune nouvelle d'Aime-la-Plagne).La commune associée de Tessens est supprimée (création de la commune nouvelle d'Aime-la-Plagne).La commune associée de Villette est supprimée (création de la commune nouvelle d'Aime-la-Plagne).Montgirod devient commune déléguée au sein d'Aime-la-Plagne (commune nouvelle).","Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73006","POINT(984500 6501700)","http://id.insee.fr/geo/commune/73006 | http://data.ign.fr/id/geofla/commune/73006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73006","Saint-Marcel (Savoie) [d3ntsf5qns-15z2sau253nu9] | Aigueblanche (Savoie) [d3ntsc6q6j-1u5ezdpeg5idk] | La Léchère (Savoie) [d3ntsearsc-h2x1anrek04f] | Hautecour (Savoie) [d3ntsdrfbb-16xp2yll915g9] | Beaufort (Savoie) [d3ntsci9zu--13w7evo06yje8] | Mâcot-la-Plagne (Savoie) [d3ntsdxv98-1qs1ks8mqtikj] | Bozel (Savoie) [d3ntscsccn-s9mee0hz5z9o] | Notre-Dame-du-Pré (Savoie) [d3ntsebpex-1vowr2va8dw85]"
"place/FRAN_RI_005-d3ntsc97f8--15dlc5poaa6gz","d3ntsc97f8--15dlc5poaa6gz","Aiton (Savoie)","Aiton","arrondissement : 733 | canton : Aiguebelle",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73007","POINT(954100 6500900)","http://id.insee.fr/geo/commune/73007 | http://data.ign.fr/id/geofla/commune/73007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73007","Bonvillard (Savoie) [d3ntscmdnj-osfeamu7bmph] | Bonvillaret (Savoie) [d3ntscmov2--nvuozab5at9q] | Chamousset (Savoie) [d3ntscwd7g--lqrixdpz5tcp] | Grésy-sur-Isère (Savoie) [d3ntsdob81-zkkh3jfo2x0m] | Fréterive (Savoie) [d3ntsdlsos-1u00b4mqzkk5p] | Bourgneuf (Savoie) [d3ntscrkbt-1clj0epl648bc] | Montailleur (Savoie) [d3ntse31pr-ddpo3fqyhl99] | Sainte-Hélène-sur-Isère (Savoie) [d3ntsf2ahy--giaxf3mayvdw]"
"place/FRAN_RI_005-d3ntsc9iui-k6p98vqtbi4g","d3ntsc9iui-k6p98vqtbi4g","Aix-les-Bains (Savoie)","Aix-les-Bains","arrondissement : 732",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73008","POINT(926800 6514100)","http://id.insee.fr/geo/commune/73008 | http://data.ign.fr/id/geofla/commune/73008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73008","Mouxy (Savoie) [d3ntse9iqh--1iyug8y1kgyxa] | La Chapelle-du-Mont-du-Chat (Savoie) [d3ntsczu8c-1jzpfq6j8a79u] | Grésy-sur-Aix (Savoie) [d3ntsdo00i-1lls41yx8yqdq] | Brison-Saint-Innocent (Savoie) [d3ntscu1kj-1mmf4p2pljurq] | Pugny-Chatenod (Savoie) [d3ntsemwie--r4hcy0c9boc9] | Bourdeau (Savoie) [d3ntscn0ad-sqefvoch3b9s] | Drumettaz-Clarafond (Savoie) [d3ntsde1bn--1qeq7mcjdpqj9] | Viviers-du-Lac (Savoie) [d3ntsfyifa-12myealu08k12] | Tresserve (Savoie) [d3ntsfoxba-1becz4l9eyaqi]"
"place/FRAN_RI_005-d3ntsc9u9t-1r5dz89px8l1b","d3ntsc9u9t-1r5dz89px8l1b","Albens (Savoie)","Ansigny | Albens","arrondissement : 732 | canton : Albens","1er janvier 2016 : Albens devient commune déléguée (chef-lieu) au sein d'Entrelacs (commune nouvelle).Cessens devient commune déléguée au sein d'Entrelacs (commune nouvelle).Création de la commune nouvelle d'Entrelacs en lieu et place des communes d'Albens, de Cessens, d'Épersy, de Mognard, de Saint-Germain-la-Chambotte et de Saint-Girod devenues déléguées.La commune associée d'Ansigny est supprimée (création de la commune nouvelle d'Entrelacs).Mognard devient commune déléguée au sein d'Entrelacs (commune nouvelle).Saint-Germain-la-Chambotte devient commune déléguée au sein d'Entrelacs (commune nouvelle).Saint-Girod devient commune déléguée au sein d'Entrelacs (commune nouvelle).Épersy devient commune déléguée au sein d'Entrelacs (commune nouvelle).","Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73010","POINT(928700 6525000)","http://id.insee.fr/geo/commune/73010 | http://data.ign.fr/id/geofla/commune/73010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73010","Chindrieux (Savoie) [d3ntsd3455--1d2uscc0umjhz] | Montcel (Savoie) [d3ntse3p7m--1hulm2k4mly0s] | Grésy-sur-Aix (Savoie) [d3ntsdo00i-1lls41yx8yqdq] | Brison-Saint-Innocent (Savoie) [d3ntscu1kj-1mmf4p2pljurq] | Saint-Offenge-Dessous (Savoie) [d3ntsfahll--17p2tqfo1diot] | Saint-Pierre-de-Curtille (Savoie) [d3ntsfew91-1g8noen5erm] | Bloye (Haute-Savoie) [d3ntsgcnkq-lzk2bb6uq2f4] | Ruffieux (Savoie) [d3ntsesdqx--s8ys7stp7aax] | Chainaz-les-Frasses (Haute-Savoie) [d3ntsgjcct--1hsn4rcy8vij] | Massingy (Haute-Savoie) [d3ntshq8mh-11k43v5yl2aro] | Saint-Ours (Savoie) [d3ntsfb4g5--1na5n25d6pg1g] | La Biolle (Savoie) [d3ntscl3b4-1jni3i055n1qo] | Saint-Félix (Haute-Savoie) [d3ntsini22--mikhhlechxxb] | Conjux (Savoie) [d3ntsd8mgh--14cv112gid5w] | Moye (Haute-Savoie) [d3ntshza4a--18qzy85mwz7qu]"
"place/FRAN_RI_005-d3ntsca64m--18en6tqify44j","d3ntsca64m--18en6tqify44j","Albertville (Savoie)","Albertville","arrondissement : 731",,"Savoie (Rhône-Alpes, département) [d3ntb8q3h4--1f9odtoezxb1g]","73011","POINT(964000 6514100)","http://id.insee.fr/geo/commune/73011 | http://data.ign.fr/id/geofla/commune/73011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/73011","Esserts-Blay (Savoie) [d3ntsdg8nd--1fuw07oe26nbt] | Grignon (Savoie) [d3ntsdomnc--1q0li5sj9x464] | Pallud (Savoie) [d3ntseech5--a965m3pi87hm] | Venthon (Savoie) [d3ntsfrgpl--4eqbiebnxx17] | Queige (Savoie) [d3ntseq4hc--1i9unsxnfsnrj] | Gilly-sur-Isère (Savoie) [d3ntsdn266-1df7y0l9quyw9] | Tours-en-Savoie (Savoie) [d3ntsfn34x-nbqa20xrg94] | Mercury (Savoie) [d3ntsdz4b3--1mopxo5zkpb0e]"
