"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntlfzkbe-sbrn4udw3qlg","d3ntlfzkbe-sbrn4udw3qlg","Allaire (Morbihan)","Locoal | Allaire","arrondissement : 563 | canton : Allaire",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56001","POINT(312500 6738900)","http://id.insee.fr/geo/commune/56001 | http://data.ign.fr/id/geofla/commune/56001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56001","Saint-Jacut-les-Pins (Morbihan) [d3ntlia40p-17mu83tg4nk6e] | Rieux (Morbihan) [d3ntli0k7a-pp52lw32fd0q] | Saint-Dolay (Morbihan) [d3ntli6uyy-vrpp13xuo02t] | Béganne (Morbihan) [d3ntlg39j6--ladjqgpdsceb] | Saint-Gorgon (Morbihan) [d3ntli8psl-1v4extjj2rudl] | Saint-Perreux (Morbihan) [d3ntlie35g-5drqos1rzp5t] | Saint-Jean-la-Poterie (Morbihan) [d3ntliapsh-108wdvr2ki6a2]"
"place/FRAN_RI_005-d3ntlfzvb6-15t08hv4kf7ez","d3ntlfzvb6-15t08hv4kf7ez","Ambon (Morbihan)","Saint-Bieuzy | Damgan | Ambon","arrondissement : 563 | canton : Muzillac",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56002","POINT(282400 6731700)","http://id.insee.fr/geo/commune/56002 | http://data.ign.fr/id/geofla/commune/56002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56002","Billiers (Morbihan) [d3ntlg60ou--bbqs8d2rdvzq] | Muzillac (Morbihan) [d3ntlhgch2--1f8gaw9w9onow] | Lauzach (Morbihan) [d3ntlh4mmg-3calok5ztzfn] | Surzur (Morbihan) [d3ntliwd1e--1v18z5m6vyc4a] | Noyal-Muzillac (Morbihan) [d3ntlhisf6--8mqz1ubkfrw0] | Damgan (Morbihan) [d3ntlgho62-vpu2e1u3lz8w]"
"place/FRAN_RI_005-d3ntlg0r7o--lx5id631jy5x","d3ntlg0r7o--lx5id631jy5x","Arradon (Morbihan)","Arradon","arrondissement : 563 | canton : Vannes-Ouest",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56003","POINT(263000 6741100)","http://id.insee.fr/geo/commune/56003 | http://data.ign.fr/id/geofla/commune/56003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56003","Ploeren (Morbihan) [d3ntlho1gu-5mmc00wacr5j] | Baden (Morbihan) [d3ntlg2cc3--35jksne0w5ln] | Vannes (Morbihan) [d3ntmn691q--4gfneujfap2y]"
"place/FRAN_RI_005-d3ntlg12up-ouhbvycrmgom","d3ntlg12up-ouhbvycrmgom","Arzal (Morbihan)","Stival | Arzal","arrondissement : 563 | canton : Muzillac",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56004","POINT(295700 6726700)","http://id.insee.fr/geo/commune/56004 | http://data.ign.fr/id/geofla/commune/56004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56004","Muzillac (Morbihan) [d3ntlhgch2--1f8gaw9w9onow] | Férel (Morbihan) [d3ntlgjwkl--1u8clo0btxnra] | Camoël (Morbihan) [d3ntlg9p1k-1ptybd7sght8x] | Marzan (Morbihan) [d3ntlhahfv-1u39qcaatbvg4]"
"place/FRAN_RI_005-d3ntlg1duh-1bsyjj7ht4pb0","d3ntlg1duh-1bsyjj7ht4pb0","Arzon (Morbihan)","Arzon","arrondissement : 563 | canton : Sarzeau",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56005","POINT(257200 6732900)","http://id.insee.fr/geo/commune/56005 | http://data.ign.fr/id/geofla/commune/56005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56005","Saint-Gildas-de-Rhuys (Morbihan) [d3ntli82ii--mmcw657ykltu]"
"place/FRAN_RI_005-d3ntlg1p20--1galn25hyzizy","d3ntlg1p20--1galn25hyzizy","Augan (Morbihan)","Porcaro | Loquenalé | Augan","arrondissement : 563 | canton : Guer",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56006","POINT(306000 6770800)","http://id.insee.fr/geo/commune/56006 | http://data.ign.fr/id/geofla/commune/56006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56006","Monteneuf (Morbihan) [d3ntlhe5sl--1kd1ffa70yrbu] | Porcaro (Morbihan) [d3ntlhvois-obrpnibfua66] | Campénéac (Morbihan) [d3ntlgawsv-1boo493d6xrlx] | Caro (Morbihan) [d3ntlgbtzx--1iav756cmook0] | Ploërmel (Morbihan) [d3ntlhocod-j3uxd1myo7z2] | Beignon (Morbihan) [d3ntlg3kqp--1a738yu38pwyc] | Réminiac (Morbihan) [d3ntlhzn7z--176gbsthsocf1]"
"place/FRAN_RI_005-d3ntlg214k-120h3bn5grj62","d3ntlg214k-120h3bn5grj62","Auray (Morbihan)","Auray","arrondissement : 561 | canton : Auray",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56007","POINT(251400 6746700)","http://id.insee.fr/geo/commune/56007 | http://data.ign.fr/id/geofla/commune/56007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56007","Crach (Morbihan) [d3ntlgfumz-ufsd76f80wxm] | Pluneret (Morbihan) [d3ntlhufgw--nlrsnr7op5uj] | Brech (Morbihan) [d3ntlg7jvf--1ovbgp4ogsys9]"
"place/FRAN_RI_005-d3ntlg2cc3--35jksne0w5ln","d3ntlg2cc3--35jksne0w5ln","Baden (Morbihan)","Larmor-Baden | Baden","arrondissement : 563 | canton : Vannes-Ouest",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56008","POINT(255700 6740900)","http://id.insee.fr/geo/commune/56008 | http://data.ign.fr/id/geofla/commune/56008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56008","Larmor-Baden (Morbihan) [d3ntlh3jtm--10d63cpolpdmv] | Ploeren (Morbihan) [d3ntlho1gu-5mmc00wacr5j] | Plougoumelen (Morbihan) [d3ntlhr0te--v1jy2bsghhlj] | Bono (Morbihan) [d3ntmn6uti--8ilo4833hgvf] | Arradon (Morbihan) [d3ntlg0r7o--lx5id631jy5x]"
"place/FRAN_RI_005-d3ntlg2njm-lnbe315z86wq","d3ntlg2njm-lnbe315z86wq","Bangor (Morbihan)","Bangor","arrondissement : 561 | canton : Belle-Ile",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56009","POINT(232900 6708800)","http://id.insee.fr/geo/commune/56009 | http://data.ign.fr/id/geofla/commune/56009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56009","Le Palais (Morbihan) [d3ntlhjpu0-1qr8moub3o2ov] | Sauzon (Morbihan) [d3ntligklw-h852p00t3apq] | Locmaria (Morbihan) [d3ntlh65la-3osv7vu3rz57]"
"place/FRAN_RI_005-d3ntlg2yje-1wgrbd4teypet","d3ntlg2yje-1wgrbd4teypet","Baud (Morbihan)","Baud-et-Guenin | Baud","arrondissement : 562 | canton : Baud",,"Morbihan (Bretagne, département) [d3ntb8dvqf--1pj7ao1fla0wd]","56010","POINT(250400 6769900)","http://id.insee.fr/geo/commune/56010 | http://data.ign.fr/id/geofla/commune/56010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/56010","La Chapelle-Neuve (Morbihan) [d3ntlgd2ma-lu8n2oxld3zf] | Languidic (Morbihan) [d3ntlh1fas--sb6ndjmgbex2] | Guénin (Morbihan) [d3ntlgss14-10bmsrcincx8t] | Quistinic (Morbihan) [d3ntlhyqgg-1i9x5fq3chhqh] | Pluvigner (Morbihan) [d3ntlhuq8x-xk3g47usmn3m] | Camors (Morbihan) [d3ntlgal5t-7mu9te6u9j4f] | Saint-Barthélemy (Morbihan) [d3ntli5axb-1ec9rsmqakhj7]"
