"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3nti2zx5t--2vvzv3rv477","d3nti2zx5t--2vvzv3rv477","Agnin (Isère)","Agnin","arrondissement : 383 | canton : Roussillon",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38003","POINT(845400 6472900)","http://id.insee.fr/geo/commune/38003 | http://data.ign.fr/id/geofla/commune/38003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38003","Anjou (Isère) [d3nti31pm3-1c0sa9zub5urc] | Salaise-sur-Sanne (Isère) [d3ntibvs4u--1envmbb9sh0q4] | Ville-sous-Anjou (Isère) [d3nticr9bw--14z19i0qnphjb] | Bougé-Chambalud (Isère) [d3nti66p07--1xmz10pcpx7dj] | Chanas (Isère) [d3nti6gjdv--vxvaivp0u21n]"
"place/FRAN_RI_005-d3nti30rjz--lof83x48srve","d3nti30rjz--lof83x48srve","Allemond (Isère)","Allemond","arrondissement : 381 | canton : Le Bourg-d'Oisans",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38005","POINT(938700 6452400)","http://id.insee.fr/geo/commune/38005 | http://data.ign.fr/id/geofla/commune/38005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38005","Livet-et-Gavet (Isère) [d3nti8hcsz-q3fp66hyqmnk] | La Ferrière (Isère) [d3nti7m8z1--1vfu7n35bj32e] | Oz (Isère) [d3nti9gs9q--1ol17us6b83ny] | Laval (Isère) [d3nti8dm2v-1hsfowcs4g7yo] | Sainte-Agnès (Isère) [d3ntiacgd4--1c2yxvuwsshur] | Vaujany (Isère) [d3nticgafb-1gt1n5mazokv1] | La Combe-de-Lancey (Isère) [d3nti73dyl--1x4xwfq2r2ksk] | Revel (Isère) [d3ntia5rl1--g1fxr5p8zmr] | Le Bourg-d'Oisans (Isère) [d3nti6712s-z70mhygrjcbb]"
"place/FRAN_RI_005-d3nti312za-1ukzbxpt1vuk8","d3nti312za-1ukzbxpt1vuk8","Allevard (Isère)","Allevard","arrondissement : 381 | canton : Allevard",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38006","POINT(940400 6481800)","http://id.insee.fr/geo/commune/38006 | http://data.ign.fr/id/geofla/commune/38006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38006","Le Moutaret (Isère) [d3nti97u83-1uc6cs24ftgjf] | Saint-Maximin (Isère) [d3ntibglov--1q9yr1uuv3oum] | Arvillard (Savoie) [d3ntscdnl0-1n2jrsrdrbfgs] | La Ferrière (Isère) [d3nti7m8z1--1vfu7n35bj32e] | Saint-Pierre-d'Allevard (Isère) [d3ntiblo1y-1odr341tfbb18] | La Chapelle-du-Bard (Isère) [d3nti6iiiq-kmq0gdr9647d] | Pontcharra (Isère) [d3nti9wibv--rp1qw599fl4f] | Saint-Alban-des-Villards (Savoie) [d3ntsetbt0--rfppcg8qmwqk] | Saint-Etienne-de-Cuines (Savoie) [d3ntsexs6k-lqarx3ah16z5]"
"place/FRAN_RI_005-d3nti31eek-11inx8vf60cfu","d3nti31eek-11inx8vf60cfu","Ambel (Isère)","Chartreuse | Ambel","arrondissement : 381 | canton : Corps",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38008","POINT(931600 6416000)","http://id.insee.fr/geo/commune/38008 | http://data.ign.fr/id/geofla/commune/38008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38008","Monestier-d'Ambel (Isère) [d3nti8r9c9--1v0d0msdi23xu] | Pellafol (Isère) [d3nti9jx81-53o4i6kudbri] | Corps (Isère) [d3nti757pf--16ogynp8dtmds] | Beaufin (Isère) [d3nti5ye8n--r72hokfzpug6]"
"place/FRAN_RI_005-d3nti31pm3-1c0sa9zub5urc","d3nti31pm3-1c0sa9zub5urc","Anjou (Isère)","Entremont | Anjou","arrondissement : 383 | canton : Roussillon",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38009","POINT(847300 6473700)","http://id.insee.fr/geo/commune/38009 | http://data.ign.fr/id/geofla/commune/38009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38009","Agnin (Isère) [d3nti2zx5t--2vvzv3rv477] | Ville-sous-Anjou (Isère) [d3nticr9bw--14z19i0qnphjb] | Sonnay (Isère) [d3ntic59sn-1d13g1zovcnoc] | Bougé-Chambalud (Isère) [d3nti66p07--1xmz10pcpx7dj]"
"place/FRAN_RI_005-d3nti320tm--1d3nnzgtxsf1l","d3nti320tm--1d3nnzgtxsf1l","Annoisin-Chatelans (Isère)","Cournillon-près-Fontanil | Chatelans | Annoisin-Chatelans | Annoisin","arrondissement : 382 | canton : Crémieu",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38010","POINT(878200 6520000)","http://id.insee.fr/geo/commune/38010 | http://data.ign.fr/id/geofla/commune/38010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38010","Saint-Baudille-de-la-Tour (Isère) [d3ntiaivnr--1mv761bzuq82o] | Hières-sur-Amby (Isère) [d3nti860j9--ayyum3ew3s32] | Vernas (Isère) [d3nticipif--12vcpp90yxrso] | Crémieu (Isère) [d3nti7egqu-z4mtpcosgbna] | Optevoz (Isère) [d3nti9dh2d-181vxizub1fka] | Siccieu-Saint-Julien-et-Carisieu (Isère) [d3ntic2cdy--ph6kh2d4djg1] | Leyrieu (Isère) [d3nti8eykx--rbez5zsh5az7]"
"place/FRAN_RI_005-d3nti32c8w-3szpa0u8d71z","d3nti32c8w-3szpa0u8d71z","Anthon (Isère)","Fallavaux | Anton | Anthon","arrondissement : 383 | canton : Pont-de-Chéruy","1er janvier 2017 : Anthon passe de l'arrondissement de Vienne à l'arrondissement de La Tour-du-Pin.Villette-d'Anthon passe de l'arrondissement de Vienne à l'arrondissement de La Tour-du-Pin.","Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38011","POINT(868500 6523500)","http://id.insee.fr/geo/commune/38011 | http://data.ign.fr/id/geofla/commune/38011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38011","Loyettes (Ain) [d3ntcpjb2e-mxepzihl1wcv] | Saint-Maurice-de-Gourdans (Ain) [d3ntcr0vw5--hrufiugqzktz] | Charvieu-Chavagneux (Isère) [d3nti6kiqd-v3zmydk2nqnf] | Chavanoz (Isère) [d3nti6twqa-1norps7kcpvd6] | Villette-d'Anthon (Isère) [d3nticrkbo-8mak04cu2mtp] | Janneyrias (Isère) [d3nti8ba86--22t1mbaavks1]"
"place/FRAN_RI_005-d3nti32ngf--umrp9k5mb8yh","d3nti32ngf--umrp9k5mb8yh","Aoste (Isère)","Chimilin | Aoste-et-Chimilin | Aoste","arrondissement : 382 | canton : Le Pont-de-Beauvoisin",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38012","POINT(903300 6502100)","http://id.insee.fr/geo/commune/38012 | http://data.ign.fr/id/geofla/commune/38012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38012","Saint-Genix-sur-Guiers (Savoie) [d3ntsezcfy-5ol68tu0lx22] | Brégnier-Cordon (Ain) [d3ntco0eln--1g99vp5ar6mx9] | Granieu (Isère) [d3nti83qu6--lon56u0rjsvg] | Les Avenières (Isère) [d3nti5tmvc-e07686j3v21k] | Romagnieu (Isère) [d3ntia8qpu-1lflrnp90p7p] | Chimilin (Isère) [d3nti6xk7z-1e2t4aliev9dv]"
"place/FRAN_RI_005-d3nti32yvq-ommuak24dyz9","d3nti32yvq-ommuak24dyz9","Apprieu (Isère)","Aprieu | Apprieu","arrondissement : 382 | canton : Le Grand-Lemps",,"Isère (Rhône-Alpes, département) [d3ntb7zns3-w0k2gr4p0iqu]","38013","POINT(894800 6480900)","http://id.insee.fr/geo/commune/38013 | http://data.ign.fr/id/geofla/commune/38013 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38013","Chirens (Isère) [d3nti6xvfh-sdssro90b18d] | Charavines (Isère) [d3nti6ji35--1gqzhyi5o6jkt] | Oyeu (Isère) [d3nti9g4rv-1wmnggeezbqez] | Saint-Blaise-du-Buis (Isère) [d3ntiajvnp--v69u4w4tfypp] | Colombe (Isère) [d3nti732yt-dy71vdf6mcbz] | Réaumont (Isère) [d3ntia4rsv--sj4ryitf7a2c] | Rives (Isère) [d3ntia6r5h-10dgx2aifrjum]"
"place/FRAN_RI_005-d3nti339vh--1ttt76gkam846","d3nti339vh--1ttt76gkam846","Arandon (Isère)","Jameyzieu | Jameizieu | Arandon","arrondissement : 382 | canton : Morestel",,,"38014","POINT(888900 6515200)","http://id.insee.fr/geo/commune/38014 | http://data.ign.fr/id/geofla/commune/38014 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/38014",
