"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3nteg3wzd-6m61y3aynxbo","d3nteg3wzd-6m61y3aynxbo","Albepierre-Bredons (Cantal)","Laveissière | Bredons | Bredon | Albepierre-Bredons","arrondissement : 153 | canton : Murat","10 août 1955 : Bredons devient Albepierre-Bredons.","Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15025","POINT(686700 6442000)","http://id.insee.fr/geo/commune/15025 | http://data.ign.fr/id/geofla/commune/15025 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15025","Brezons (Cantal) [d3nteg47z4-1hdsw77qruc68] | Saint-Jacques-des-Blats (Cantal) [d3ntehwlvx--1s7bjol2a9yap] | Laveissenet (Cantal) [d3ntegy49i-1g9dapff7cfhz] | Murat (Cantal) [d3ntehblx4--1c7pxfrif0e8u] | Paulhac (Cantal) [d3ntehfvec-oetedol9fevs] | Laveissière (Cantal) [d3ntegygzd-ghp5yg21fter] | La Chapelle-d'Alagnon (Cantal) [d3nteg9pux--d0ilju23o0xj]"
"place/FRAN_RI_005-d3ntefvn2u-l82e2tm7rk79","d3ntefvn2u-l82e2tm7rk79","Allanche (Cantal)","Chanet | Allanche | Albanies","arrondissement : 153 | canton : Allanche",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15001","POINT(694800 6458800)","http://id.insee.fr/geo/commune/15001 | http://data.ign.fr/id/geofla/commune/15001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15001","Neussargues-Moissac (Cantal) [d3ntehckeq-185c2ebzzoh8x] | Peyrusse (Cantal) [d3ntehgt8o-1aawvddjtmcun] | Landeyrat (Cantal) [d3ntegthf6-19yap1ye0igqy] | Molèdes (Cantal) [d3nteh6r3n--dwtjqdmlci4e] | Pradiers (Cantal) [d3ntehi22s-nw8cd8d3mhrc] | Vernols (Cantal) [d3nteij6jo--jahy2wredzb5] | Vèze (Cantal) [d3nteik469--efplk5yr4ryf]"
"place/FRAN_RI_005-d3ntefvy2m-1vlotvil96c5r","d3ntefvy2m-1vlotvil96c5r","Alleuze (Cantal)","Alleuze | Alleuse","arrondissement : 153 | canton : Saint-Flour-Sud",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15002","POINT(706700 6429200)","http://id.insee.fr/geo/commune/15002 | http://data.ign.fr/id/geofla/commune/15002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15002","Saint-Flour (Cantal) [d3ntehv0jq-1ggkq9l3l6uul] | Saint-Georges (Cantal) [d3ntehvd1t--cuspkqn0i9w] | Neuvéglise (Cantal) [d3ntehcvm9-mgbqveql493f] | Fridefont (Cantal) [d3ntegmpu7-1hqy03hosigoy] | Loubaresse (Cantal) [d3nteh0ng2--wkguyy31owhs] | Villedieu (Cantal) [d3ntein3it--1hedp4xoalih0] | Anglards-de-Saint-Flour (Cantal) [d3ntefwvp7--14pn2vqx96nh6]"
"place/FRAN_RI_005-d3ntefw9hw--t6jsyhtukeeo","d3ntefw9hw--t6jsyhtukeeo","Ally (Cantal)","Drignac | Brageac | Alys | Ally","arrondissement : 152 | canton : Pleaux",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15003","POINT(646200 6452900)","http://id.insee.fr/geo/commune/15003 | http://data.ign.fr/id/geofla/commune/15003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15003","Brageac (Cantal) [d3nteg3lru-vivr6epshfwl] | Drugeac (Cantal) [d3ntegih81--nj3dcihafirh] | Escorailles (Cantal) [d3ntegis7s-qg8um4208agp] | Barriac-les-Bosquets (Cantal) [d3nteg21q7--1hu8sw1vttoku] | Chaussenac (Cantal) [d3ntegce7q-symh4c2gd6t7] | Pleaux (Cantal) [d3ntehhfnq-1pg10kpcbd0s4] | Le Vigean (Cantal) [d3nteimsba-1y22ctlnoe34a] | Mauriac (Cantal) [d3nteh4vey-1ecg47znjrid7] | Sainte-Eulalie (Cantal) [d3ntehtmjd-1x7m5n7izf1dr]"
"place/FRAN_RI_005-d3ntefwkpf--fpb7lh368xl5","d3ntefwkpf--fpb7lh368xl5","Andelat (Cantal)","Lagane | Audelat | Andelat","arrondissement : 153 | canton : Saint-Flour-Nord",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15004","POINT(704800 6440100)","http://id.insee.fr/geo/commune/15004 | http://data.ign.fr/id/geofla/commune/15004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15004","Saint-Flour (Cantal) [d3ntehv0jq-1ggkq9l3l6uul] | Coltines (Cantal) [d3ntegekgn--1uemruvemcllu] | Coren (Cantal) [d3ntegf73g--aawrxyx0fn31] | Talizat (Cantal) [d3nteibhrn-16rj8tjp9mkrt] | Roffiac (Cantal) [d3ntehlzhg--zqlrnm3ig27t]"
"place/FRAN_RI_005-d3ntefwvp7--14pn2vqx96nh6","d3ntefwvp7--14pn2vqx96nh6","Anglards-de-Saint-Flour (Cantal)","Le Morle | Anglards-de-Saint-Flour | Anglards","arrondissement : 153 | canton : Saint-Flour-Nord","19 février 1949 : Anglards devient Anglards-de-Saint-Flour.","Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15005","POINT(712100 6431300)","http://id.insee.fr/geo/commune/15005 | http://data.ign.fr/id/geofla/commune/15005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15005","Saint-Georges (Cantal) [d3ntehvd1t--cuspkqn0i9w] | Loubaresse (Cantal) [d3nteh0ng2--wkguyy31owhs] | Alleuze (Cantal) [d3ntefvy2m-1vlotvil96c5r] | Ruynes-en-Margeride (Cantal) [d3ntehn8bk-wxktcfm0ab0p]"
"place/FRAN_RI_005-d3ntefx6wq--k72e5aoi9no","d3ntefx6wq--k72e5aoi9no","Anglards-de-Salers (Cantal)","Les Arbres | Anglards-de-Salers","arrondissement : 152 | canton : Salers",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15006","POINT(656000 6456300)","http://id.insee.fr/geo/commune/15006 | http://data.ign.fr/id/geofla/commune/15006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15006","Salins (Cantal) [d3ntei6ysz-1kwsv3z27fflb] | Méallet (Cantal) [d3nteh5th2--geupyltqa7l4] | Le Vaulmier (Cantal) [d3nteihx2a-75akrjkgeek] | Le Vigean (Cantal) [d3nteimsba-1y22ctlnoe34a] | Saint-Bonnet-de-Salers (Cantal) [d3ntehq7gc-1396a2oji83lr] | Moussages (Cantal) [d3ntehbapl-3o9jjnqf3g40] | Saint-Vincent-de-Salers (Cantal) [d3ntei6clo--16rhcep0t0nbw]"
"place/FRAN_RI_005-d3ntefxi49-1d14r3zst9upd","d3ntefxi49-1d14r3zst9upd","Anterrieux (Cantal)","Lussaud | Enterieux | Anterrieux","arrondissement : 153 | canton : Chaudes-Aigues",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15007","POINT(703400 6415100)","http://id.insee.fr/geo/commune/15007 | http://data.ign.fr/id/geofla/commune/15007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15007","Chaudes-Aigues (Cantal) [d3ntegc307--lddc0x23r43g] | Deux-Verges (Cantal) [d3nteghul7--15linupennzkc] | Saint-Rémy-de-Chaudes-Aigues (Cantal) [d3ntei2qu3--y1vx3ppw7cvx] | Maurines (Cantal) [d3nteh56u8--1dn1mk8kuzk6n] | Chauchailles (Lozère) [d3ntk5cfm1--45u8p2huda5a] | Arzenc-d'Apcher (Lozère) [d3ntk4xga5--1sxl1wdk3egcv] | Saint-Juéry (Lozère) [d3ntk70xu9--1pq3rvicuo8oy] | Fournels (Lozère) [d3ntk5k4tk-zgifj02l5jj9]"
"place/FRAN_RI_005-d3ntefxtbs--15fbacyukmaey","d3ntefxtbs--15fbacyukmaey","Antignac (Cantal)","Vignonet | Salsignac | Murades | Antignac","arrondissement : 152 | canton : Saignes",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15008","POINT(664300 6471500)","http://id.insee.fr/geo/commune/15008 | http://data.ign.fr/id/geofla/commune/15008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15008","Vebret (Cantal) [d3nteii821--1jw8yw1xw1f74] | Champs-sur-Tarentaine-Marchal (Cantal) [d3nteg93nn-aj41i52sz7wa] | La Monselie (Cantal) [d3nteh7dip--yzesq4m66p1j] | Saint-Etienne-de-Chomeil (Cantal) [d3ntehtb43-1qedh2mu51n9q]"
"place/FRAN_RI_005-d3ntefy4r2-v9v1vncxx7hv","d3ntefy4r2-v9v1vncxx7hv","Apchon (Cantal)","Apchon","arrondissement : 152 | canton : Riom-ès-Montagnes",,"Cantal (Auvergne, département) [d3ntb7ejxl-47nz85a9e01t]","15009","POINT(675900 6461100)","http://id.insee.fr/geo/commune/15009 | http://data.ign.fr/id/geofla/commune/15009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/15009","Collandres (Cantal) [d3ntege994-10wmsfxpm4z3n] | Riom-ès-Montagnes (Cantal) [d3ntehlcum--1km9rnncg1a35] | Saint-Hippolyte (Cantal) [d3ntehvzgv-es9chp2tm3oh] | Marchastel (Cantal) [d3nteh3lpt--t5q9sbz9vwcz] | Cheylade (Cantal) [d3ntegdbes--1d9kap1k856s4]"
