"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3nte4xyh0-zuq2yhnpe4jt","d3nte4xyh0-zuq2yhnpe4jt","Ablon (Calvados)","Crémanville | Ablon | Ableville | Abbeville","arrondissement : 143 | canton : Honfleur",,"Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14001","POINT(503600 6924900)","http://id.insee.fr/geo/commune/14001 | http://data.ign.fr/id/geofla/commune/14001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14001","La Rivière-Saint-Sauveur (Calvados) [d3ntedh9uk-1xu3fxyveaqsw] | Gonneville-sur-Honfleur (Calvados) [d3nteb176m-2o6csnsg9d8y] | Fiquefleur-Equainville (Eure) [d3ntghrwpt--117ro6u3gvusa] | Manneville-la-Raoult (Eure) [d3ntgj76ro--o72fx7mxh21w] | Genneville (Calvados) [d3nteazn4z-jr09ihp98cg3]"
"place/FRAN_RI_005-d3nte4y9oj--1ilpyigzoi0ki","d3nte4y9oj--1ilpyigzoi0ki","Acqueville (Calvados)","Acqueville | Abenon","arrondissement : 142 | canton : Thury-Harcourt",,,"14002","POINT(453500 6879800)","http://id.insee.fr/geo/commune/14002 | http://data.ign.fr/id/geofla/commune/14002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14002",
"place/FRAN_RI_005-d3nte4ykw2--ejw42tscxu24","d3nte4ykw2--ejw42tscxu24","Agy (Calvados)","Agy","arrondissement : 141 | canton : Bayeux",,"Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14003","POINT(426100 6911100)","http://id.insee.fr/geo/commune/14003 | http://data.ign.fr/id/geofla/commune/14003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14003","Noron-la-Poterie (Calvados) [d3ntects7i--1ah615mdb236o] | Ranchy (Calvados) [d3ntedf2ql-pzepw0otnr4g] | Le Tronquay (Calvados) [d3ntefbhi7-14wlvvpfwoysi] | Campigny (Calvados) [d3nte9867h--17bc5vmsmxetf] | Subles (Calvados) [d3nteeylu5-57spbgttkz60]"
"place/FRAN_RI_005-d3nte4ywbd--1de46u2k4qxdp","d3nte4ywbd--1de46u2k4qxdp","Aignerville (Calvados)","Aignerville | Agnerville","arrondissement : 141 | canton : Trévières",,,"14004","POINT(415100 6921800)","http://id.insee.fr/geo/commune/14004 | http://data.ign.fr/id/geofla/commune/14004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14004",
"place/FRAN_RI_005-d3nte4z7iw-3ij6ff41eopu","d3nte4z7iw-3ij6ff41eopu","Airan (Calvados)","Valmeray | Angloischeville | Anglecheville | Airan","arrondissement : 142 | canton : Bourguébus","1er janvier 2017 : Airan devient commune déléguée (chef-lieu) au sein de Valambray (commune nouvelle).Billy devient commune déléguée au sein de Valambray (commune nouvelle).Conteville devient commune déléguée au sein de Valambray (commune nouvelle).Création de la commune nouvelle de Valambray en lieu et place des communes d'Airan, de Billy, de Conteville, de Fierville-Bray et de Poussy-la-Campagne devenues déléguées.Fierville-Bray devient commune déléguée au sein de Valambray (commune nouvelle).Poussy-la-Campagne devient commune déléguée au sein de Valambray (commune nouvelle).","Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14005","POINT(469800 6893600)","http://id.insee.fr/geo/commune/14005 | http://data.ign.fr/id/geofla/commune/14005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14005","Saint-Aignan-de-Cramesnil (Calvados) [d3ntedosla-19ryxtgbpo5em] | Cintheaux (Calvados) [d3nte9kbsk-1wrhkx41yacr6] | Canteloup (Calvados) [d3nte9954m--t8svyo0ueuej] | Le Bû-sur-Rouvres (Calvados) [d3nte92noe-1mx4r68ig7o3v] | Mézidon-Canon (Calvados) [d3ntechkgt-1myp8zosc5f3y] | Cesny-aux-Vignes (Calvados) [d3nte9fryv-12m71ogw0pbbc] | Saint-Sylvain (Calvados) [d3nteeqhbm--1trn0pf6kc7er] | Cléville (Calvados) [d3nte9l9f5--16rjpjll0fzaa] | Cauvicourt (Calvados) [d3nte9ehu7--elmk6t4yvvpe] | Condé-sur-Ifs (Calvados) [d3nte9pg3h-1rrzbp4gnxrs5] | Moult (Calvados) [d3ntecpjlc-130ofm4zzggw7]"
"place/FRAN_RI_005-d3nte504af-taae88e71151","d3nte504af-taae88e71151","Amayé-sur-Orne (Calvados)","Amayé-sur-Orne","arrondissement : 142 | canton : Evrecy",,"Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14006","POINT(448800 6892700)","http://id.insee.fr/geo/commune/14006 | http://data.ign.fr/id/geofla/commune/14006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14006","Mutrécy (Calvados) [d3ntecs7y4--1xedo6m2cntbc] | Maizet (Calvados) [d3ntec2qiy--1m7az64ye1u09] | Vieux (Calvados) [d3ntefne94-k0jbt0u00wka] | Laize-la-Ville (Calvados) [d3ntebgzm4-1hhmxa1vcrsgx] | Feuguerolles-Bully (Calvados) [d3nteanr93-1n7rzoz93ei2t] | Avenay (Calvados) [d3nte5i5c8-19r2mu59huftq]"
"place/FRAN_RI_005-d3nte50gd0--d5czzd3ji0a2","d3nte50gd0--d5czzd3ji0a2","Amayé-sur-Seulles (Calvados)","Argouges-sous-Mosles | Argouges | Amayé-sur-Seulles","arrondissement : 142 | canton : Villers-Bocage","1er janvier 2017 : Amayé-sur-Seulles passe de l'arrondissement de Caen à l'arrondissement de Vire.","Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14007","POINT(428700 6893000)","http://id.insee.fr/geo/commune/14007 | http://data.ign.fr/id/geofla/commune/14007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14007","Anctoville (Calvados) [d3nte51drt--17gjrw4zp0h1f] | Tracy-Bocage (Calvados) [d3ntef9m1a--19tjpvcuv0wsu] | Caumont-l'Eventé (Calvados) [d3nte9by84-1omuge7ts1fkv] | Saint-Louet-sur-Seulles (Calvados) [d3ntee8s4n-11zgz7y30m9q8] | Cahagnes (Calvados) [d3nte93y0t-uywxilza95h6]"
"place/FRAN_RI_005-d3nte50rsa-bvldnn4tgjh","d3nte50rsa-bvldnn4tgjh","Amblie (Calvados)","Argouges-sur-Aure | Amblie","arrondissement : 142 | canton : Creully",,,"14008","POINT(446300 6915800)","http://id.insee.fr/geo/commune/14008 | http://data.ign.fr/id/geofla/commune/14008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14008",
"place/FRAN_RI_005-d3nte512s2-1azw9ktnovo2w","d3nte512s2-1azw9ktnovo2w","Amfreville (Calvados)","Arry | Amfreville","arrondissement : 142 | canton : Cabourg","1er janvier 2017 : Amfreville passe de l'arrondissement de Caen à l'arrondissement de Lisieux.","Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14009","POINT(464500 6910200)","http://id.insee.fr/geo/commune/14009 | http://data.ign.fr/id/geofla/commune/14009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14009","Ranville (Calvados) [d3ntedfdy4--1p9bxvjt4z3kh] | Sallenelles (Calvados) [d3nteetggf--1fm2it7ak9ap7] | Bréville-les-Monts (Calvados) [d3nte8zeev--bldn2iy4pmzb] | Ouistreham (Calvados) [d3nteczvv3-11q7mbjco8vr1] | Merville-Franceville-Plage (Calvados) [d3ntec8tr0--1iywwexv0nbl8]"
"place/FRAN_RI_005-d3nte51drt--17gjrw4zp0h1f","d3nte51drt--17gjrw4zp0h1f","Anctoville (Calvados)","Sermentot | Orbois | Feuguerolles-sur-Seulles | Anctoville","arrondissement : 141 | canton : Caumont-l'Eventé","1er janvier 2017 : Anctoville devient commune déléguée (chef-lieu) au sein d'Aurseulles (commune nouvelle).Aurseulles passe de l'arrondissement de Bayeux à l'arrondissement de Vire.Création de la commune nouvelle d'Aurseulles en lieu et place des communes d'Anctoville, de Longraye, de Saint-Germain-d'Ectot et de Torteval-Quesnay devenues déléguées.La commune associée d'Orbois est supprimée (création de la commune nouvelle d'Aurseulles).La commune associée de Feuguerolles-sur-Seulles est supprimée (création de la commune nouvelle d'Aurseulles).La commune associée de Sermentot est supprimée (création de la commune nouvelle d'Aurseulles).Longraye devient commune déléguée au sein d'Aurseulles (commune nouvelle).Saint-Germain-d'Ectot devient commune déléguée au sein d'Aurseulles (commune nouvelle).Torteval-Quesnay devient commune déléguée au sein d'Aurseulles (commune nouvelle).","Calvados (Basse-Normandie, département) [d3ntb7e7v0--10ymhckkidpkv]","14011","POINT(429400 6895800)","http://id.insee.fr/geo/commune/14011 | http://data.ign.fr/id/geofla/commune/14011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/14011","Trungy (Calvados) [d3ntefc450-88ev20e6r572] | Hottot-les-Bagues (Calvados) [d3ntebc50e-1i9qe0n80qe75] | Amayé-sur-Seulles (Calvados) [d3nte50gd0--d5czzd3ji0a2] | Lingèvres (Calvados) [d3ntebrmnw-y1m7uaz5fycc] | Juaye-Mondaye (Calvados) [d3ntebg1zj--1dqdi2ple06j4] | Saint-Vaast-sur-Seulles (Calvados) [d3ntees6br--v15sbjuwq40i] | Saint-Paul-du-Vernay (Calvados) [d3nteekdo1--129magr6ur5rr] | Caumont-l'Eventé (Calvados) [d3nte9by84-1omuge7ts1fkv] | Saint-Louet-sur-Seulles (Calvados) [d3ntee8s4n-11zgz7y30m9q8] | Cahagnes (Calvados) [d3nte93y0t-uywxilza95h6] | Villy-Bocage (Calvados) [d3ntefsz5l-1e1mvx9zi2sss] | Cahagnolles (Calvados) [d3nte949g4-yt1dr8dkcj42]"
