"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3nth4h4a0-1jo4t1alrr9qe","d3nth4h4a0-1jo4t1alrr9qe","Agassac (Haute-Garonne)","Murelet | Agassac","arrondissement : 312 | canton : L'Isle-en-Dodon",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31001","POINT(528700 6254700)","http://id.insee.fr/geo/commune/31001 | http://data.ign.fr/id/geofla/commune/31001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31001","L'Isle-en-Dodon (Haute-Garonne) [d3nth786hs--ahmlcbxwpaef] | Coueilles (Haute-Garonne) [d3nth68hjl-goklrlkgew11] | Castelgaillard (Haute-Garonne) [d3nth5ug9t-1n09tgq54cuxl] | Martisserre (Haute-Garonne) [d3nth83gsj-66nht9pdylks] | Mauvezin (Haute-Garonne) [d3nth8760a--11syueh5ejtdo]"
"place/FRAN_RI_005-d3nth4hfhj--vkluq7x5rizf","d3nth4hfhj--vkluq7x5rizf","Aignes (Haute-Garonne)","Bannières | Aignes","arrondissement : 311 | canton : Cintegabelle","1er janvier 2017 : Aignes passe de l'arrondissement de Muret à l'arrondissement de Toulouse.","Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31002","POINT(585400 6247800)","http://id.insee.fr/geo/commune/31002 | http://data.ign.fr/id/geofla/commune/31002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31002","Montgeard (Haute-Garonne) [d3nth90n7h-qlkyhth779tt] | Cintegabelle (Haute-Garonne) [d3nth65og2-1xn1ad56y5js4] | Nailloux (Haute-Garonne) [d3nth99wof-1dn0vax083hw4] | Mauvaisin (Haute-Garonne) [d3nth86iig--hoicg7q4ub8p] | Saint-Léon (Haute-Garonne) [d3nthaafdj-w42osowser51] | Calmont (Haute-Garonne) [d3nth5ieke-ns1bgbrncif9]"
"place/FRAN_RI_005-d3nth4hqha-f57whxb0us7l","d3nth4hqha-f57whxb0us7l","Aigrefeuille (Haute-Garonne)","Aigrefeuille | Montcabrier | Momabrie","arrondissement : 313 | canton : Lanta",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31003","POINT(586000 6275300)","http://id.insee.fr/geo/commune/31003 | http://data.ign.fr/id/geofla/commune/31003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31003","Lauzerville (Haute-Garonne) [d3nth7q0n9--1amv5ls1cpzhs] | Sainte-Foy-d'Aigrefeuille (Haute-Garonne) [d3ntha58hh-14wyoptco2139] | Quint-Fonsegrives (Haute-Garonne) [d3nth9sksj--1hfp0zuikfwz5] | Drémil-Lafage (Haute-Garonne) [d3nth6bmhw-gvmgkji0255t]"
"place/FRAN_RI_005-d3nth4id44-x9ga15f1ren3","d3nth4id44-x9ga15f1ren3","Alan (Haute-Garonne)","Angeville | Alaud | Alan","arrondissement : 312 | canton : Aurignac",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31005","POINT(532500 6238800)","http://id.insee.fr/geo/commune/31005 | http://data.ign.fr/id/geofla/commune/31005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31005","Marignac-Laspeyres (Haute-Garonne) [d3nth81mm6--1x8wp193g11ti] | Le Fréchet (Haute-Garonne) [d3nth6rsq1-uc7dj1mly0fs] | Benque (Haute-Garonne) [d3nth54ujg--wdjkgzvmeso5] | Aurignac (Haute-Garonne) [d3nth4so3b--11w09bwtfl37r] | Terrebasse (Haute-Garonne) [d3nthaut51--1jenxb6qeyh1a] | Montoulieu-Saint-Bernard (Haute-Garonne) [d3nth92hdu--1bi1u0ox3ovu9] | Bachas (Haute-Garonne) [d3nth4wqgg-1gs9n5d1tuicq]"
"place/FRAN_RI_005-d3nth4iobn--1fmj7fwhejy5u","d3nth4iobn--1fmj7fwhejy5u","Albiac (Haute-Garonne)","Ancauville | Albiac","arrondissement : 313 | canton : Caraman",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31006","POINT(601400 6273300)","http://id.insee.fr/geo/commune/31006 | http://data.ign.fr/id/geofla/commune/31006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31006","Mascarville (Haute-Garonne) [d3nth84dru-12uji0yh7li51] | Le Faget (Haute-Garonne) [d3nth6l896--eqv2tr2ln462] | Caraman (Haute-Garonne) [d3nth5k9tk--jp8gjkenhjl6] | Loubens-Lauragais (Haute-Garonne) [d3nth7wqi4--1nanogx2pp705] | La Salvetat-Lauragais (Haute-Garonne) [d3nthalyjk--f6cdt1cdi5zc]"
"place/FRAN_RI_005-d3nth4izj5--1xl7vsynnmhp","d3nth4izj5--1xl7vsynnmhp","Ambax (Haute-Garonne)","Autherive | Ambax","arrondissement : 312 | canton : L'Isle-en-Dodon",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31007","POINT(532400 6254300)","http://id.insee.fr/geo/commune/31007 | http://data.ign.fr/id/geofla/commune/31007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31007","Castelgaillard (Haute-Garonne) [d3nth5ug9t-1n09tgq54cuxl] | Sénarens (Haute-Garonne) [d3nthargfd-g3y9z8bjlttb] | Goudex (Haute-Garonne) [d3nth70ikt--1sknh900xk8uy] | Riolas (Haute-Garonne) [d3nth9wjhr--8sdbsn6qasdr] | Mauvezin (Haute-Garonne) [d3nth8760a--11syueh5ejtdo] | Cazac (Haute-Garonne) [d3nthb9aku-pky3nnkm2mvn]"
"place/FRAN_RI_005-d3nth4jayg-15g0g2j2jv64k","d3nth4jayg-15g0g2j2jv64k","Anan (Haute-Garonne)","Barry-d'Islemade | Barri-d'Illemade | Anau | Anan","arrondissement : 312 | canton : L'Isle-en-Dodon",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31008","POINT(522700 6253100)","http://id.insee.fr/geo/commune/31008 | http://data.ign.fr/id/geofla/commune/31008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31008","Montesquieu-Guittaut (Haute-Garonne) [d3nth8xw9k--1xu7slyb4iusi] | L'Isle-en-Dodon (Haute-Garonne) [d3nth786hs--ahmlcbxwpaef] | Puymaurin (Haute-Garonne) [d3nth9ryt0-beyp640z2l0j] | Saint-Frajou (Haute-Garonne) [d3ntha5u99-1xuceqq7ehndi] | Saint-Laurent (Haute-Garonne) [d3nthaa4dr-ljoyzexwg6q0]"
"place/FRAN_RI_005-d3nth4k7xr-1upotlq5j8nxh","d3nth4k7xr-1upotlq5j8nxh","Antichan-de-Frontignes (Haute-Garonne)","Ventillat | Antichau | Antichan-de-Frontignes | Antichan","arrondissement : 312 | canton : Barbazan",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31009","POINT(509400 6211000)","http://id.insee.fr/geo/commune/31009 | http://data.ign.fr/id/geofla/commune/31009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31009","Lourde (Haute-Garonne) [d3nth7xxtx--1ago3tzn02yub] | Frontignan-de-Comminges (Haute-Garonne) [d3nth6sfcu--1trctzkzw5ktm] | Ore (Haute-Garonne) [d3nth9f5q2--kx64d13ygtn0] | Fronsac (Haute-Garonne) [d3nth6s3xk-y6btrpzx5g1r] | Moncaup (Haute-Garonne) [d3nth8phu3-1nen7o28pqz0i] | Saint-Pé-d'Ardet (Haute-Garonne) [d3nthaf9z8--74op2ofayyhe]"
"place/FRAN_RI_005-d3nth4kjsk--u23jh1yf527u","d3nth4kjsk--u23jh1yf527u","Antignac (Haute-Garonne)","Antignac | Les Barthes | Barthes | Autignac","arrondissement : 312 | canton : Bagnères-de-Luchon",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31010","POINT(503500 6194800)","http://id.insee.fr/geo/commune/31010 | http://data.ign.fr/id/geofla/commune/31010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31010","Cier-de-Luchon (Haute-Garonne) [d3nth64r19-14qabe9n8bxh3] | Moustajon (Haute-Garonne) [d3nth99aov--bb5qop8wrl1d] | Salles-et-Pratviel (Haute-Garonne) [d3nthal1ci--1eevy4ynt6dqi] | Saccourvielle (Haute-Garonne) [d3ntha02gh--1ucmvrr7mxb90] | Saint-Paul-d'Oueil (Haute-Garonne) [d3nthaeyzh--1i8z4ihfepwzj] | Juzet-de-Luchon (Haute-Garonne) [d3nth79qyy-fpjs6ddeay6j]"
"place/FRAN_RI_005-d3nth4kv03-jmug31kbr9gb","d3nth4kv03-jmug31kbr9gb","Arbas (Haute-Garonne)","Arbas","arrondissement : 312 | canton : Aspet",,"Haute-Garonne (Midi-Pyrénées, département) [d3ntb7u15k--higdrdw7ywx8]","31011","POINT(529000 6212900)","http://id.insee.fr/geo/commune/31011 | http://data.ign.fr/id/geofla/commune/31011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/31011","Chein-Dessus (Haute-Garonne) [d3nth644m7-13pmf477wa5qd] | Montastruc-de-Salies (Haute-Garonne) [d3nth8seta-8szvnrnanv7k] | Fougaron (Haute-Garonne) [d3nth6oz70-lluiulztfxec] | Herran (Haute-Garonne) [d3nth778ng-kb6r2tu9p0k3]"
