"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntvhkp6u-nbmino36qvdp","d3ntvhkp6u-nbmino36qvdp","Aguts (Tarn)","Agutz | Aguts","arrondissement : 812 | canton : Cuq-Toulza",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81001","POINT(612700 6270700)","http://id.insee.fr/geo/commune/81001 | http://data.ign.fr/id/geofla/commune/81001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81001","Puylaurens (Tarn) [d3ntvjt1kf--rq5n63kblog8] | Montgey (Tarn) [d3ntvjfeyc-1lv1r87tdcokp] | Mouzens (Tarn) [d3ntvjj289--1vbik0w7vfgve] | Puéchoursi (Tarn) [d3ntvjri62--h3p4djxgjg2r] | Péchaudier (Tarn) [d3ntvjo7lz-oebn8mz5n05r] | Cuq-Toulza (Tarn) [d3ntvib40t--l0rqjnz6wqz9]"
"place/FRAN_RI_005-d3ntvhlqp3--ux9ylasspv0r","d3ntvhlqp3--ux9ylasspv0r","Aiguefonde (Tarn)","Saint-Alby | Caucalières-Lavaur | Aiguefonde","arrondissement : 812 | canton : Mazamet-Sud-Ouest",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81002","POINT(644600 6266300)","http://id.insee.fr/geo/commune/81002 | http://data.ign.fr/id/geofla/commune/81002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81002","Aussillon (Tarn) [d3ntvhs3md-2ej1k7honaaw] | Labruguière (Tarn) [d3ntvit6so--jdlpsm9f44n4] | Payrin-Augmontel (Tarn) [d3ntvjnwm7--mf4a1ep8zgd9] | Mazamet (Tarn) [d3ntvj81td-1wacqqwpqutde] | Caucalières (Tarn) [d3ntvi7he6--d9rc1ejql5qj]"
"place/FRAN_RI_005-d3ntvhm24d-16nzmdh0q28cl","d3ntvhm24d-16nzmdh0q28cl","Alban (Tarn)","Alban","arrondissement : 811 | canton : Alban",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81003","POINT(656600 6310100)","http://id.insee.fr/geo/commune/81003 | http://data.ign.fr/id/geofla/commune/81003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81003","Le Fraysse (Tarn) [d3ntvihrxv--1pmg9bjiqjbbg] | Saint-André (Tarn) [d3ntvk06ar-1ox426sriwjgm] | Paulinet (Tarn) [d3ntvjnlu7-1pf4xo14wenq1] | Curvalle (Tarn) [d3ntvibest--1asgfj2j4cqjo]"
"place/FRAN_RI_005-d3ntvhmcwe--154gib1ktvu28","d3ntvhmcwe--154gib1ktvu28","Albi (Tarn)","Albi","arrondissement : 811",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81004","POINT(631300 6314700)","http://id.insee.fr/geo/commune/81004 | http://data.ign.fr/id/geofla/commune/81004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81004","Marssac-sur-Tarn (Tarn) [d3ntvj5clj-3xacxn5jt5gh] | Carlus (Tarn) [d3ntvi55jh--12rem7qb1utp6] | Fréjairolles (Tarn) [d3ntvii2xm--egcqupbz476n] | Puygouzon (Tarn) [d3ntvjsqcw--1vrzhlqrn5uym] | Saliès (Tarn) [d3ntvkcala-1gg03sggldsh5] | Le Sequestre (Tarn) [d3ntvkfwse-19jq4qlqo3pgi] | Cambon (Tarn) [d3ntvi2qvw--101jnhdq026bi] | Saint-Juéry (Tarn) [d3ntvk6jfs-s510cp2ee536] | Castelnau-de-Lévis (Tarn) [d3ntvi6lho--cqmrmaiz8pfd] | Cunac (Tarn) [d3ntviai91--1h28o84i5pkc1] | Terssac (Tarn) [d3ntvkk3gq-xgzab70bw94l] | Florentin (Tarn) [d3ntviguyk-1cinfy7quacq3] | Lescure-d'Albigeois (Tarn) [d3ntvj1ogk--1w3yojxxoep4v] | Rouffiac (Tarn) [d3ntvjxr7n-1kzfdvxlw44jw] | Cagnac-les-Mines (Tarn) [d3ntvi1ip2--rbij8z4bv684]"
"place/FRAN_RI_005-d3ntvhmnw5-99cdv6rcskhz","d3ntvhmnw5-99cdv6rcskhz","Albine (Tarn)","Les Avalats | Avalatz | Albine","arrondissement : 812 | canton : Saint-Amans-Soult",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81005","POINT(662700 6262400)","http://id.insee.fr/geo/commune/81005 | http://data.ign.fr/id/geofla/commune/81005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81005","Saint-Amans-Soult (Tarn) [d3ntvjzkyh--g8kfnrfm4k0z] |  [] | Saint-Amans-Valtoret (Tarn) [d3ntvjzvaz-1a7fcjkonmmp] | Sauveterre (Tarn) [d3ntvkdikc-14ugxa1zm0z7q] |  []"
"place/FRAN_RI_005-d3ntvhmyvx-1jz653dykixo2","d3ntvhmyvx-1jz653dykixo2","Algans (Tarn)","Lastens | La Croizille-Algans | Cadoul-Avezac | Algans","arrondissement : 812 | canton : Cuq-Toulza",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81006","POINT(610500 6278200)","http://id.insee.fr/geo/commune/81006 | http://data.ign.fr/id/geofla/commune/81006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81006","Cambon-lès-Lavaur (Tarn) [d3ntvi24ol--1lwgsi6qzf2l5] | Roquevidal (Tarn) [d3ntvjwouc--11dxbootw0e33] | Magrin (Tarn) [d3ntvj3tmp--cs6h7llvzhll] | Pratviel (Tarn) [d3ntvjqmp3--w0y6exkffper] | Cuq-Toulza (Tarn) [d3ntvib40t--l0rqjnz6wqz9] | Lacroisille (Tarn) [d3ntvivbr2--ygoxi96wlu3c]"
"place/FRAN_RI_005-d3ntvhnkfy-77j0vztxcjww","d3ntvhnkfy-77j0vztxcjww","Almayrac (Tarn)","Lamothe-Dournes | Almayrac","arrondissement : 811 | canton : Pampelonne",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81008","POINT(633200 6333800)","http://id.insee.fr/geo/commune/81008 | http://data.ign.fr/id/geofla/commune/81008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81008","Carmaux (Tarn) [d3ntvi5hea-1af87yvatesc] | Mirandol-Bourgnounac (Tarn) [d3ntvj9kco--59xrvxs7wubt] | Sainte-Gemme (Tarn) [d3ntvk3ikw--7wu866e6pbmc] | Monestiés (Tarn) [d3ntvja64g-1e1z72qjbpanm] | Trévien (Tarn) [d3ntvkmt43-170a4qw2a7e45]"
"place/FRAN_RI_005-d3ntvhn9nx--dqmtowghee6o","d3ntvhn9nx--dqmtowghee6o","Alos (Tarn)","Alos | Bézacoul","arrondissement : 811 | canton : Castelnau-de-Montmiral",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81007","POINT(609900 6325600)","http://id.insee.fr/geo/commune/81007 | http://data.ign.fr/id/geofla/commune/81007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81007","Andillac (Tarn) [d3ntvhorzh--svmi35tvnl77] | Loubers (Tarn) [d3ntvj2wv5-rejc7e6eqeoq] | Cahuzac-sur-Vère (Tarn) [d3ntvi2fod--b4ty92b68nqm] | Vieux (Tarn) [d3ntvktfqk-1vg166gwvpo0k] | Campagnac (Tarn) [d3ntvi3yn7-1hs7li668of8o] | Itzac (Tarn) [d3ntvioscz--7zb9j8p48mo]"
"place/FRAN_RI_005-d3ntvhnvfp-1ksekmwm9rnus","d3ntvhnvfp-1ksekmwm9rnus","Amarens (Tarn)","Amarens","arrondissement : 811 | canton : Cordes-sur-Ciel",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81009","POINT(612900 6327100)","http://id.insee.fr/geo/commune/81009 | http://data.ign.fr/id/geofla/commune/81009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81009","Cordes-sur-Ciel (Tarn) [d3ntvi8dq7-kxxs7ejhzq7g] | Loubers (Tarn) [d3ntvj2wv5-rejc7e6eqeoq] | Les Cabannes (Tarn) [d3ntvi0m5a--1v3o7hqxj4wgl] | Vindrac-Alayrac (Tarn) [d3ntvkuna4-qm3a6hbjbmzd] | Frausseilles (Tarn) [d3ntvihgy3-vqunp5wfpq7d] | Souel (Tarn) [d3ntvkhqyr--rq2ru0jfl0st]"
"place/FRAN_RI_005-d3ntvho6fh-sytzuufnl8ve","d3ntvho6fh-sytzuufnl8ve","Ambialet (Tarn)","Le Fraysse | Ambiallet | Ambialet","arrondissement : 811 | canton : Villefranche-d'Albigeois",,"Tarn (Midi-Pyrénées, département) [d3ntb8v56x-nqsxs299j7m5]","81010","POINT(650100 6316600)","http://id.insee.fr/geo/commune/81010 | http://data.ign.fr/id/geofla/commune/81010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/81010","Le Fraysse (Tarn) [d3ntvihrxv--1pmg9bjiqjbbg] | Saint-Cirgue (Tarn) [d3ntvk2wld-12ad6dqt98nqr] | Villefranche-d'Albigeois (Tarn) [d3ntvktqqc--qbqf1wa7o0te] | Courris (Tarn) [d3ntvi8zhz--1cs10jsz4qvup] | Sérénac (Tarn) [d3ntvkg8fg-hq5jyjk1xah4] | Saint-André (Tarn) [d3ntvk06ar-1ox426sriwjgm] | Assac (Tarn) [d3ntvhrhul--gp89g5qn0zet]"
