"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntwj03wb--p5jv83k7z507","d3ntwj03wb--p5jv83k7z507","Aixe-sur-Vienne (Haute-Vienne)","Aixe-sur-Vienne | Aixe | Aigueperse-et-Combret","arrondissement : 872 | canton : Aixe-sur-Vienne",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87001","POINT(555200 6523500)","http://id.insee.fr/geo/commune/87001 | http://data.ign.fr/id/geofla/commune/87001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87001","Isle (Haute-Vienne) [d3ntwks0zu--1sy049ebttgli] | Séreilhac (Haute-Vienne) [d3ntwt0i7i--13219vtg6er3q] | Saint-Martin-le-Vieux (Haute-Vienne) [d3ntwsjf7u-12tvmvx36624j] | Saint-Priest-sous-Aixe (Haute-Vienne) [d3ntwsmces-oz5kndmyr8t4] | Beynac (Haute-Vienne) [d3ntwj4v9n-1x1bv43f3dgz7] | Verneuil-sur-Vienne (Haute-Vienne) [d3ntwt5ter-1n1nqw865mok9]"
"place/FRAN_RI_005-d3ntwj0ew3--1e29kggy2wpk8","d3ntwj0ew3--1e29kggy2wpk8","Ambazac (Haute-Vienne)","Ambazac","arrondissement : 872 | canton : Ambazac",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87002","POINT(576000 6541000)","http://id.insee.fr/geo/commune/87002 | http://data.ign.fr/id/geofla/commune/87002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87002","Rilhac-Rancon (Haute-Vienne) [d3ntwrzr3r-m0csr0vuqkzp] | Bonnac-la-Côte (Haute-Vienne) [d3ntwj6fqs-1bpa2vu30ccwk] | Saint-Sylvestre (Haute-Vienne) [d3ntwsti05-15trypxqu06uk] | Saint-Laurent-les-Eglises (Haute-Vienne) [d3ntwsf8bq--a69bjgi0gq7d] | Saint-Martin-Terressus (Haute-Vienne) [d3ntwsjqn4--1758z1c2gocat] | Saint-Léger-la-Montagne (Haute-Vienne) [d3ntwsfwom-1ocs2salpl9uz] | Saint-Priest-Taurion (Haute-Vienne) [d3ntwsmo1t--1d031lv0s8k7l]"
"place/FRAN_RI_005-d3ntwj0q3m--he0pk5qhlmb","d3ntwj0q3m--he0pk5qhlmb","Arnac-la-Poste (Haute-Vienne)","Vacqueurs | Arnac-la-Poste","arrondissement : 871 | canton : Saint-Sulpice-les-Feuilles",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87003","POINT(574700 6575200)","http://id.insee.fr/geo/commune/87003 | http://data.ign.fr/id/geofla/commune/87003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87003"," [] | Saint-Amand-Magnazeix (Haute-Vienne) [d3ntws3lpj-q1q049c690nd] | Saint-Sulpice-les-Feuilles (Haute-Vienne) [d3ntwst6sm-1risa8v08kf02] |  [] | Saint-Hilaire-la-Treille (Haute-Vienne) [d3ntwsbsdn-nyvht7ogcj7r] |  [] | Mailhac-sur-Benaize (Haute-Vienne) [d3ntwkxrxk-1bz0pdxde4ni1]"
"place/FRAN_RI_005-d3ntwj11b5-511tm438fm2","d3ntwj11b5-511tm438fm2","Augne (Haute-Vienne)","Bienac | Augnes | Augne","arrondissement : 872 | canton : Eymoutiers",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87004","POINT(599300 6521200)","http://id.insee.fr/geo/commune/87004 | http://data.ign.fr/id/geofla/commune/87004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87004","Eymoutiers (Haute-Vienne) [d3ntwjwt2g--1tm0nnwwlfonq] | Saint-Julien-le-Petit (Haute-Vienne) [d3ntwsdvtp-j08exu0ze5si] | Peyrat-le-Château (Haute-Vienne) [d3ntwrvy82-zlikrycnd46g] | Bujaleuf (Haute-Vienne) [d3ntwj7qqi-1evydrmb4xqzs] | Saint-Amand-le-Petit (Haute-Vienne) [d3ntws38k6--1pdee8b4sz7xi]"
"place/FRAN_RI_005-d3ntwj1cax-1e4tjjgyj999c","d3ntwj1cax-1e4tjjgyj999c","Aureil (Haute-Vienne)","Aureil","arrondissement : 872 | canton : Limoges-Panazol",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87005","POINT(575100 6524100)","http://id.insee.fr/geo/commune/87005 | http://data.ign.fr/id/geofla/commune/87005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87005","Feytiat (Haute-Vienne) [d3ntwjx5kj-f5k3nduo3fno] | Saint-Just-le-Martel (Haute-Vienne) [d3ntwsew1e-1d9tayifmpqcd] | Royères (Haute-Vienne) [d3ntws10de--btu4s8qmqsjj] | La Geneytouse (Haute-Vienne) [d3ntwkq0co--16zg5uuxd4rm9] | Eyjeaux (Haute-Vienne) [d3ntwjvoz2-o5qb5u0xhnry]"
"place/FRAN_RI_005-d3ntwj1nq7-s4ypusdfkj4p","d3ntwj1nq7-s4ypusdfkj4p","Azat-le-Ris (Haute-Vienne)","La Bussière-Rappy | Azat-le-Riz | Azat-le-Ris | Azac-les-Ris","arrondissement : 871 | canton : Le Dorat","17 novembre 1995 : Azat-le-Riz devient Azat-le-Ris.","Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87006","POINT(550600 6581700)","http://id.insee.fr/geo/commune/87006 | http://data.ign.fr/id/geofla/commune/87006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87006","La Bazeuge (Haute-Vienne) [d3ntwj2asj-fdd1b9qixcim] | Bourg-Archambault (Vienne) [d3ntw42vom-zkorswl5yc9b] | Oradour-Saint-Genest (Haute-Vienne) [d3ntwrt980-17m5ztj4h4m4s] | Brigueil-le-Chantre (Vienne) [d3ntw43hge-v3lt4kze5urg] | Tersannes (Haute-Vienne) [d3ntwt1r9e-130oauyur47gr] | Verneuil-Moustiers (Haute-Vienne) [d3ntwt5hjy--saar5m6pud4m] | Lathus-Saint-Rémy (Vienne) [d3ntw4zmku-is4xhqvfus9c]"
"place/FRAN_RI_005-d3ntwj1zd9--oogt4fftqvyw","d3ntwj1zd9--oogt4fftqvyw","Balledent (Haute-Vienne)","Balledent | Balleden","arrondissement : 871 | canton : Châteauponsac",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87007","POINT(561600 6558300)","http://id.insee.fr/geo/commune/87007 | http://data.ign.fr/id/geofla/commune/87007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87007","Roussac (Haute-Vienne) [d3ntws0oy3--197o2ffw4cwcf] | Châteauponsac (Haute-Vienne) [d3ntwjgiym--zdcvzg5lpdqo] | Rancon (Haute-Vienne) [d3ntwryi1w--1dkonspmf8mo6]"
"place/FRAN_RI_005-d3ntwj2m02-m4smut8pmkzz","d3ntwj2m02-m4smut8pmkzz","Beaumont-du-Lac (Haute-Vienne)","Beaumont-du-Lac","arrondissement : 872 | canton : Eymoutiers","9 avril 1962 : Beaumont devient Beaumont-du-Lac.","Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87009","POINT(609400 6519700)","http://id.insee.fr/geo/commune/87009 | http://data.ign.fr/id/geofla/commune/87009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87009","Peyrat-le-Château (Haute-Vienne) [d3ntwrvy82-zlikrycnd46g] |  [] |  [] | Nedde (Haute-Vienne) [d3ntwrrmdh--24qctxbt55l2] | Saint-Amand-le-Petit (Haute-Vienne) [d3ntws38k6--1pdee8b4sz7xi]"
"place/FRAN_RI_005-d3ntwj3lkh--1idwmpz0ol6qp","d3ntwj3lkh--1idwmpz0ol6qp","Bellac (Haute-Vienne)","Vacqueur | Bellac","arrondissement : 871 | canton : Bellac",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87011","POINT(549300 6559800)","http://id.insee.fr/geo/commune/87011 | http://data.ign.fr/id/geofla/commune/87011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87011","Blanzac (Haute-Vienne) [d3ntwj5hwg-1jl11f87e714b] | Blond (Haute-Vienne) [d3ntwj5tji--1fz04ms0yzo1j] | Peyrat-de-Bellac (Haute-Vienne) [d3ntwrvm5i--kbs8vuogu2nl] | Saint-Junien-les-Combes (Haute-Vienne) [d3ntwsejr2--v1hp45c34n0b] | Berneuil (Haute-Vienne) [d3ntwj3xn2--ccdk8cxz32u] | Mézières-sur-Issoire (Haute-Vienne) [d3ntwkzz9b-s89la540zx70]"
"place/FRAN_RI_005-d3ntwj3xn2--ccdk8cxz32u","d3ntwj3xn2--ccdk8cxz32u","Berneuil (Haute-Vienne)","Berneuil","arrondissement : 871 | canton : Nantiat",,"Haute-Vienne (Limousin, département) [d3ntb7w81r-miez66yyo6nw]","87012","POINT(553600 6553800)","http://id.insee.fr/geo/commune/87012 | http://data.ign.fr/id/geofla/commune/87012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/87012","Blond (Haute-Vienne) [d3ntwj5tji--1fz04ms0yzo1j] | Saint-Junien-les-Combes (Haute-Vienne) [d3ntwsejr2--v1hp45c34n0b] | Bellac (Haute-Vienne) [d3ntwj3lkh--1idwmpz0ol6qp] | Roussac (Haute-Vienne) [d3ntws0oy3--197o2ffw4cwcf] | Breuilaufa (Haute-Vienne) [d3ntwj73ge-1ommqy9evuvg9] | Chamboret (Haute-Vienne) [d3ntwjb7z5--1k18yyvuk6b74] | Nantiat (Haute-Vienne) [d3ntwrr7aa-62kg8uzhavz3] | Vaulry (Haute-Vienne) [d3ntwt2pbh-10iltz0u2f59o]"
