"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntrznc0g--15mvmz535tb3n","d3ntrznc0g--15mvmz535tb3n","Allerey-sur-Saône (Saône-et-Loire)","Allerey-sur-Saône | Alerey","arrondissement : 712 | canton : Verdun-sur-le-Doubs","7 décembre 1970 : Allerey devient Allerey-sur-Saône.","Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71003","POINT(850900 6646900)","http://id.insee.fr/geo/commune/71003 | http://data.ign.fr/id/geofla/commune/71003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71003","Verdun-sur-le-Doubs (Saône-et-Loire) [d3nts6bgdo--1dxyy29w44jj5] | Saint-Gervais-en-Vallière (Saône-et-Loire) [d3nts4yyka-1orjis4jn6abi] | Saint-Loup-Géanges (Saône-et-Loire) [d3nts55qd0--mc14gg830efj] | Bragny-sur-Saône (Saône-et-Loire) [d3nts0dbz0-d8qi1moskqfo] | Verjux (Saône-et-Loire) [d3nts6cdsi--dwi1b10u715p] | Gergy (Saône-et-Loire) [d3nts2is8f--kimjnhafqde4] | Saint-Martin-en-Gâtinois (Saône-et-Loire) [d3nts5ay43--16aq21zxzv9v7]"
"place/FRAN_RI_005-d3ntrzq18a-jg80ceurtud1","d3ntrzq18a-jg80ceurtud1","Allériot (Saône-et-Loire)","Busseuil | Allériot","arrondissement : 712 | canton : Saint-Martin-en-Bresse",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71004","POINT(848200 6636700)","http://id.insee.fr/geo/commune/71004 | http://data.ign.fr/id/geofla/commune/71004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71004","Bey (Saône-et-Loire) [d3nts06i8f-wk6jh76u4jt4] | Sassenay (Saône-et-Loire) [d3nts5q1yx--a9z8alrgoc1y] | Châtenoy-en-Bresse (Saône-et-Loire) [d3nts19pi3-oq2wy3p67u5a] | Montcoy (Saône-et-Loire) [d3nts3re5i-1da3c3vqgm9b4] | Saint-Christophe-en-Bresse (Saône-et-Loire) [d3nts4qxxg--nlwuo2uhj7g2] | Oslon (Saône-et-Loire) [d3nts3z7gh--rl0l1k73f87h]"
"place/FRAN_RI_005-d3ntrzqdau--j8r9pjlbsojt","d3ntrzqdau--j8r9pjlbsojt","Aluze (Saône-et-Loire)","Aluze","arrondissement : 712 | canton : Chagny",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71005","POINT(828400 6640000)","http://id.insee.fr/geo/commune/71005 | http://data.ign.fr/id/geofla/commune/71005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71005","Saint-Léger-sur-Dheune (Saône-et-Loire) [d3nts55f5h--1wp7ahwvz25yy] | Mercurey (Saône-et-Loire) [d3nts3jih5--ywzy35lwthy4] | Dennevy (Saône-et-Loire) [d3nts23iru--1qcwfoke8els4] | Charrecey (Saône-et-Loire) [d3nts15ql4--c3ol6fexcyv8] | Rully (Saône-et-Loire) [d3nts4jer7-2q8szfg45mad] | Chassey-le-Camp (Saône-et-Loire) [d3nts16ilx-1jbgq4kus8mzo] | Chamilly (Saône-et-Loire) [d3nts0rovt-y0ih19abldiz]"
"place/FRAN_RI_005-d3ntrzqo2v-1bsuz8ykn8rjo","d3ntrzqo2v-1bsuz8ykn8rjo","Amanzé (Saône-et-Loire)","Amanzé","arrondissement : 713 | canton : La Clayette",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71006","POINT(795400 6582000)","http://id.insee.fr/geo/commune/71006 | http://data.ign.fr/id/geofla/commune/71006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71006","Oyé (Saône-et-Loire) [d3nts40hsx--nyz2fllpv3zs] | Saint-Symphorien-des-Bois (Saône-et-Loire) [d3nts5iy3n--1d5mm7qj7viib] | Vareilles (Saône-et-Loire) [d3nts674j3--hxzagiqns6dj] | Saint-Germain-en-Brionnais (Saône-et-Loire) [d3nts4ybxh--13ze7ul05t63c] | Prizy (Saône-et-Loire) [d3nts4din8-1237u8cbnhjf8]"
"place/FRAN_RI_005-d3ntrzrz2k-1fmzfhizw837g","d3ntrzrz2k-1fmzfhizw837g","Ameugny (Saône-et-Loire)","Amugny | Ameugny","arrondissement : 715 | canton : Saint-Gengoux-le-National",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71007","POINT(828600 6604200)","http://id.insee.fr/geo/commune/71007 | http://data.ign.fr/id/geofla/commune/71007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71007","Taizé (Saône-et-Loire) [d3nts60eo8--p16ii378b8fz] | Flagy (Saône-et-Loire) [d3nts2deg2-sjr98hn3iqs0] | Bray (Saône-et-Loire) [d3nts0exb7-1xapcx7nn8pd3] | Cormatin (Saône-et-Loire) [d3nts1qqzg-1ge3imei1ibad] | Cortevaix (Saône-et-Loire) [d3nts1ueow--2d3kurdkbnzx]"
"place/FRAN_RI_005-d3ntrzsaa3-qq9q95m1ainf","d3ntrzsaa3-qq9q95m1ainf","Anglure-sous-Dun (Saône-et-Loire)","La Chapelle-de-Villars | Anglure-sous-Dun","arrondissement : 713 | canton : Chauffailles",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71008","POINT(804800 6571200)","http://id.insee.fr/geo/commune/71008 | http://data.ign.fr/id/geofla/commune/71008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71008","Saint-Clément-de-Vers (Rhône) [d3ntr3zqig-1615ris7409kc] | Chauffailles (Saône-et-Loire) [d3nts1aomz--npkqajtpfv75] | Mussy-sous-Dun (Saône-et-Loire) [d3nts3xc7b--1reu1l7yglv3w] | Saint-Racho (Saône-et-Loire) [d3nts5g6ig--1l8en7wyzstdv]"
"place/FRAN_RI_005-d3ntrzt66l-142t28tgcyb7d","d3ntrzt66l-142t28tgcyb7d","Anost (Saône-et-Loire)","Anost","arrondissement : 711 | canton : Lucenay-l'Evêque",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71009","POINT(783400 6664700)","http://id.insee.fr/geo/commune/71009 | http://data.ign.fr/id/geofla/commune/71009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71009"," [] |  [] |  [] | Roussillon-en-Morvan (Saône-et-Loire) [d3nts4iszf-jlf9hq81hrzk] |  [] | La Petite-Verrière (Saône-et-Loire) [d3nts48u2s--kk1wnbi7t1g1] | Cussy-en-Morvan (Saône-et-Loire) [d3nts21odp--ycuqnt1abd0v]"
"place/FRAN_RI_005-d3ntrztkmj-1xm4adwh6vjlg","d3ntrztkmj-1xm4adwh6vjlg","Antully (Saône-et-Loire)","Antully | Antuilly","arrondissement : 711 | canton : Autun-Sud",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71010","POINT(807400 6645700)","http://id.insee.fr/geo/commune/71010 | http://data.ign.fr/id/geofla/commune/71010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71010","Autun (Saône-et-Loire) [d3ntrzwuyu-1a2v6rccepknm] | Saint-Firmin (Saône-et-Loire) [d3nts4w6bt--1o6kcca9cssq3] | Saint-Sernin-du-Bois (Saône-et-Loire) [d3nts5hpp2-ik5h99exc9o] | Auxy (Saône-et-Loire) [d3ntrzx66d--1fhuiqrbdxg40] | Saint-Emiland (Saône-et-Loire) [d3nts4ux9y-2dsrg8xkoiwd] | Marmagne (Saône-et-Loire) [d3nts3bgjr--2k5zou5lmnkt]"
"place/FRAN_RI_005-d3ntrztw9l-gu1kohjfv9pf","d3ntrztw9l-gu1kohjfv9pf","Anzy-le-Duc (Saône-et-Loire)","Anzy-le-Duc | Anzy","arrondissement : 713 | canton : Marcigny",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71011","POINT(781500 6580500)","http://id.insee.fr/geo/commune/71011 | http://data.ign.fr/id/geofla/commune/71011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71011","Sarry (Saône-et-Loire) [d3nts5pfjv--1rt1o39pgjzdv] | Semur-en-Brionnais (Saône-et-Loire) [d3nts5sjfe-1oqlhw5pv71f2] | Montceaux-l'Etoile (Saône-et-Loire) [d3nts3og3i-eu3frn7wp755] | Baugy (Saône-et-Loire) [d3nts02u3h-19fd0wrlhg2gr] | Saint-Didier-en-Brionnais (Saône-et-Loire) [d3nts4teye-4j7wfi9b8vc] | Vindecy (Saône-et-Loire) [d3nts6iac0-1wqunoaqch3kk]"
"place/FRAN_RI_005-d3ntrzu84e--p2n32z058nl1","d3ntrzu84e--p2n32z058nl1","Artaix (Saône-et-Loire)","Artaix","arrondissement : 713 | canton : Marcigny",,"Saône-et-Loire (Bourgogne, département) [d3ntb8p5ms-l4smwbm63dp5]","71012","POINT(777800 6572200)","http://id.insee.fr/geo/commune/71012 | http://data.ign.fr/id/geofla/commune/71012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/71012","Marcigny (Saône-et-Loire) [d3nts399nj-1uf0a421xpugm] | Céron (Saône-et-Loire) [d3nts0jv5b--28y2750i8gx1] | Chenay-le-Châtel (Saône-et-Loire) [d3nts1dlm6--1wf2jmj6vbl3k] | Saint-Martin-du-Lac (Saône-et-Loire) [d3nts593pz-1juf35cx748cz] | Chambilly (Saône-et-Loire) [d3nts0rdgj--fofiis9e6w62] | Melay (Saône-et-Loire) [d3nts3ii9g--1jj0f87d0jyw8]"
