"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntvovefj--frv49ct5rqf7","d3ntvovefj--frv49ct5rqf7","Althen-des-Paluds (Vaucluse)","Althen-des-Paluds","arrondissement : 843 | canton : Carpentras-Sud",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84001","POINT(857000 6324800)","http://id.insee.fr/geo/commune/84001 | http://data.ign.fr/id/geofla/commune/84001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84001","Entraigues-sur-la-Sorgue (Vaucluse) [d3ntvpbo3u--az34elt70aq9] | Monteux (Vaucluse) [d3ntvpszxp-27uoppz6fkz9] | Pernes-les-Fontaines (Vaucluse) [d3ntvpvgqv-s55owm77o3v3] | Bédarrides (Vaucluse) [d3ntvp0xe5--1k92w974yasyx]"
"place/FRAN_RI_005-d3ntvovqxm--1w6tz0uvgug8i","d3ntvovqxm--1w6tz0uvgug8i","Ansouis (Vaucluse)","Ansonis","arrondissement : 841 | canton : Pertuis",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84002","POINT(898400 6296200)","http://id.insee.fr/geo/commune/84002 | http://data.ign.fr/id/geofla/commune/84002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84002","Villelaure (Vaucluse) [d3ntvqhghv--1jgwteg09dvhc] | Sannes (Vaucluse) [d3ntvq7dht-vkjp9vn7yfmj] | La Tour-d'Aigues (Vaucluse) [d3ntvqc9e3--13jr5g8j03rux] | Vaugines (Vaucluse) [d3ntvqfc6s-gpsfb86snfym] | Pertuis (Vaucluse) [d3ntvpvrqn-128tdq2ufoyvf] | Cadenet (Vaucluse) [d3ntvp4kvu-1juwrhmhmc8y4] | La Motte-d'Aigues (Vaucluse) [d3ntvpu8rt--g1oel6inzcys] | Cucuron (Vaucluse) [d3ntvpbcok-l3pbvvsp894n]"
"place/FRAN_RI_005-d3ntvowc9w--1dcdvlr1iynoh","d3ntvowc9w--1dcdvlr1iynoh","Apt (Vaucluse)","Apt","arrondissement : 841 | canton : Apt",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84003","POINT(892500 6311400)","http://id.insee.fr/geo/commune/84003 | http://data.ign.fr/id/geofla/commune/84003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84003","Saignon (Vaucluse) [d3ntvq1wh1--y3omp5vny95d] | Villars (Vaucluse) [d3ntvqguic--bqaj5ml241k0] | Rustrel (Vaucluse) [d3ntvq1ap9-12qddplb75jz9] | Bonnieux (Vaucluse) [d3ntvp2g58-vc9epe8flhbf] | Caseneuve (Vaucluse) [d3ntvp7a3o-6bl352m0ciki] | Saint-Saturnin-lès-Apt (Vaucluse) [d3ntvq6gaq--3nzv1xq5ho6f] | Buoux (Vaucluse) [d3ntvp3fhw--15401pn51fjqv] | Gargas (Vaucluse) [d3ntvpcyo1-1k16ba5gau24r]"
"place/FRAN_RI_005-d3ntvowozq--1kkg6zli0yo7x","d3ntvowozq--1kkg6zli0yo7x","Aubignan (Vaucluse)","Aubignan","arrondissement : 843 | canton : Carpentras-Nord",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84004","POINT(862100 6335400)","http://id.insee.fr/geo/commune/84004 | http://data.ign.fr/id/geofla/commune/84004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84004","Carpentras (Vaucluse) [d3ntvp6ygm-ykivn96udlp9] | Loriol-du-Comtat (Vaucluse) [d3ntvpo1vt-1j868iymekz07] | Sarrians (Vaucluse) [d3ntvq89eb-1x0uqqlh7mot9] | Saint-Hippolyte-le-Graveyron (Vaucluse) [d3ntvq3q04--1grelrct6hvio] | Beaumes-de-Venise (Vaucluse) [d3ntvozlje-12puctvj4l8pf]"
"place/FRAN_RI_005-d3ntvox0ms-153hcstzpmlir","d3ntvox0ms-153hcstzpmlir","Aurel (Vaucluse)","Aurel","arrondissement : 843 | canton : Sault",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84005","POINT(894300 6339700)","http://id.insee.fr/geo/commune/84005 | http://data.ign.fr/id/geofla/commune/84005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84005"," [] |  [] |  [] | Savoillan (Vaucluse) [d3ntvq970w--12gna2rx3ivey] | Saint-Trinit (Vaucluse) [d3ntvq72i1--et2qitbtgcbz] | Brantes (Vaucluse) [d3ntvp2sfk--s1jv0d6fnv5n] | Sault (Vaucluse) [d3ntvq8lgv--g5z8w5rwp3zq] | Bédoin (Vaucluse) [d3ntvp19gq--u6aozpl62v28]"
"place/FRAN_RI_005-d3ntvoxcpc-1ursvulsjlu56","d3ntvoxcpc-1ursvulsjlu56","Auribeau (Vaucluse)","Auribeau","arrondissement : 841 | canton : Apt",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84006","POINT(897700 6307200)","http://id.insee.fr/geo/commune/84006 | http://data.ign.fr/id/geofla/commune/84006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84006","Saignon (Vaucluse) [d3ntvq1wh1--y3omp5vny95d] | Cucuron (Vaucluse) [d3ntvpbcok-l3pbvvsp894n] | Sivergues (Vaucluse) [d3ntvqa3sf--1aytdnf77jzg3] | Castellet (Vaucluse) [d3ntvp7lqp--1drt6bsuh9d0a] | Cabrières-d'Aigues (Vaucluse) [d3ntvp3qpf-11wyvvyv5uhmy]"
"place/FRAN_RI_005-d3ntvoxo4n-oacem136ip2j","d3ntvoxo4n-oacem136ip2j","Avignon (Vaucluse)","Avignon","arrondissement : 842",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84007","POINT(845100 6318200)","http://id.insee.fr/geo/commune/84007 | http://data.ign.fr/id/geofla/commune/84007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84007"," [] |  [] | Sorgues (Vaucluse) [d3ntvqaes7-1wkpgb2vsjgql] | Caumont-sur-Durance (Vaucluse) [d3ntvp7xli--9fcloz3wp2sc] | Le Pontet (Vaucluse) [d3ntvpwoxp-hkgyh9zeakfq] |  [] | Morières-lès-Avignon (Vaucluse) [d3ntvptbkr-1fwso9thxbwne] |  [] | Vedène (Vaucluse) [d3ntvqfmys-sntvcybvy8xl] |  [] |  []"
"place/FRAN_RI_005-d3ntvozlje-12puctvj4l8pf","d3ntvozlje-12puctvj4l8pf","Beaumes-de-Venise (Vaucluse)","Beaumes-de-Venise","arrondissement : 843 | canton : Beaumes-de-Venise","15 mars 1954 : Beaumes devient Beaumes-de-Venise.","Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84012","POINT(862400 6338000)","http://id.insee.fr/geo/commune/84012 | http://data.ign.fr/id/geofla/commune/84012 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84012","La Roque-Alric (Vaucluse) [d3ntvq0dxq-baqm2gz840g4] | Vacqueyras (Vaucluse) [d3ntvqe3kg-sbbltmns0981] | Aubignan (Vaucluse) [d3ntvowozq--1kkg6zli0yo7x] | Sarrians (Vaucluse) [d3ntvq89eb-1x0uqqlh7mot9] | Gigondas (Vaucluse) [d3ntvpdm5w-hhhsygok1bh] | Saint-Hippolyte-le-Graveyron (Vaucluse) [d3ntvq3q04--1grelrct6hvio] | Lafare (Vaucluse) [d3ntvph1gp--75hrju1x1oxd]"
"place/FRAN_RI_005-d3ntvozy1h--ulhaet8onoic","d3ntvozy1h--ulhaet8onoic","Beaumettes (Vaucluse)","Beaumettes","arrondissement : 841 | canton : Gordes",,"Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84013","POINT(877000 6309000)","http://id.insee.fr/geo/commune/84013 | http://data.ign.fr/id/geofla/commune/84013 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84013","Ménerbes (Vaucluse) [d3ntvppvew--f4biqqjshwen] | Gordes (Vaucluse) [d3ntvpdxdf--l7itpuuns2vu] | Goult (Vaucluse) [d3ntvpe8sp-ijwsb9c40m2j]"
"place/FRAN_RI_005-d3ntvp0abt-1gkvi6k45vfm6","d3ntvp0abt-1gkvi6k45vfm6","Beaumont-de-Pertuis (Vaucluse)","Beaumont-de-Pertuis","arrondissement : 841 | canton : Pertuis","31 décembre 1953 : Beaumont devient Beaumont-de-Pertuis.","Vaucluse (Provence-Alpes-Côte-d'Azur, département) [d3ntb8zmn9-1hsz0e2skhfyr]","84014","POINT(916500 6296800)","http://id.insee.fr/geo/commune/84014 | http://data.ign.fr/id/geofla/commune/84014 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/84014","Grambois (Vaucluse) [d3ntvpeobg--1sjnsf6kolm4e] | Mirabeau (Vaucluse) [d3ntvpqzaj--ghoy777bjdu8] | La Bastide-des-Jourdans (Vaucluse) [d3ntvoylyz-1a95i53wmvpk2] |  [] |  [] |  [] | Vinon-sur-Verdon (Var) [d3ntvoss0l-1aldjekx03epd] |  []"
