"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntxiuyna-76lr08ym9mrp","d3ntxiuyna-76lr08ym9mrp","Acoua (Mayotte)","Acoua","canton : Acoua",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97601",,"http://id.insee.fr/geo/commune/97601 | http://data.ign.fr/id/geofla/commune/97601 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97601","M'Tsangamouji (Mayotte) [d3ntxizoi9-1nrt6idyjvpxw] | Mtsamboro (Mayotte) [d3ntxizc06--l1kntw0c7i12] | Bandraboua (Mayotte) [d3ntxivai3-1e3xnpw18zmg4]"
"place/FRAN_RI_005-d3ntxivai3-1e3xnpw18zmg4","d3ntxivai3-1e3xnpw18zmg4","Bandraboua (Mayotte)","Bandraboua","canton : Bandraboua",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97602",,"http://id.insee.fr/geo/commune/97602 | http://data.ign.fr/id/geofla/commune/97602 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97602","Acoua (Mayotte) [d3ntxiuyna-76lr08ym9mrp] | M'Tsangamouji (Mayotte) [d3ntxizoi9-1nrt6idyjvpxw] | Mtsamboro (Mayotte) [d3ntxizc06--l1kntw0c7i12] | Tsingoni (Mayotte) [d3ntxj1f0p-1tuji0dd9tss] | Koungou (Mayotte) [d3ntxiyh6h-80vxhzku1ky1]"
"place/FRAN_RI_005-d3ntxivlxd-kzt602fqk0o6","d3ntxivlxd-kzt602fqk0o6","Bandrele (Mayotte)","Bandrele","canton : Bandrele",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97603",,"http://id.insee.fr/geo/commune/97603 | http://data.ign.fr/id/geofla/commune/97603 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97603","Chirongui (Mayotte) [d3ntxix1nt--dbt6m23mgrwg] | Kani-Kéli (Mayotte) [d3ntxiy1nr--1hzgkoh7efxta] | Dembeni (Mayotte) [d3ntxixedn-ry3g0i8c7135]"
"place/FRAN_RI_005-d3ntxivxs6--1bbuznlrujrgr","d3ntxivxs6--1bbuznlrujrgr","Bouéni (Mayotte)","Bouéni","canton : Bouéni",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97604",,"http://id.insee.fr/geo/commune/97604 | http://data.ign.fr/id/geofla/commune/97604 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97604","Chirongui (Mayotte) [d3ntxix1nt--dbt6m23mgrwg] | Kani-Kéli (Mayotte) [d3ntxiy1nr--1hzgkoh7efxta]"
"place/FRAN_RI_005-d3ntxiwfw1-mxfknngp0kbr","d3ntxiwfw1-mxfknngp0kbr","Chiconi (Mayotte)","Chiconi","canton : Chiconi",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97605",,"http://id.insee.fr/geo/commune/97605 | http://data.ign.fr/id/geofla/commune/97605 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97605","Ouangani (Mayotte) [d3ntxj005b-s4u7pd032ylq] | Tsingoni (Mayotte) [d3ntxj1f0p-1tuji0dd9tss] | Sada (Mayotte) [d3ntxj12av-1b37kake3yc27]"
"place/FRAN_RI_005-d3ntxix1nt--dbt6m23mgrwg","d3ntxix1nt--dbt6m23mgrwg","Chirongui (Mayotte)","Chirongui","canton : Chirongui",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97606",,"http://id.insee.fr/geo/commune/97606 | http://data.ign.fr/id/geofla/commune/97606 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97606","Ouangani (Mayotte) [d3ntxj005b-s4u7pd032ylq] | Bouéni (Mayotte) [d3ntxivxs6--1bbuznlrujrgr] | Kani-Kéli (Mayotte) [d3ntxiy1nr--1hzgkoh7efxta] | Bandrele (Mayotte) [d3ntxivlxd-kzt602fqk0o6] | Sada (Mayotte) [d3ntxj12av-1b37kake3yc27] | Dembeni (Mayotte) [d3ntxixedn-ry3g0i8c7135]"
"place/FRAN_RI_005-d3ntxixedn-ry3g0i8c7135","d3ntxixedn-ry3g0i8c7135","Dembeni (Mayotte)","Dembeni","canton : Dembeni",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97607",,"http://id.insee.fr/geo/commune/97607 | http://data.ign.fr/id/geofla/commune/97607 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97607","Ouangani (Mayotte) [d3ntxj005b-s4u7pd032ylq] | Chirongui (Mayotte) [d3ntxix1nt--dbt6m23mgrwg] | Mamoudzou (Mayotte) [d3ntxiytok--283p8qetohr1] | Bandrele (Mayotte) [d3ntxivlxd-kzt602fqk0o6]"
"place/FRAN_RI_005-d3ntxixq8g--aqvu1i6sjjss","d3ntxixq8g--aqvu1i6sjjss","Dzaoudzi (Mayotte)","Dzaoudzi","canton : Dzaoudzi",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97608",,"http://id.insee.fr/geo/commune/97608 | http://data.ign.fr/id/geofla/commune/97608 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97608","Pamandzi (Mayotte) [d3ntxj0ioo--10fu45ban4seg]"
"place/FRAN_RI_005-d3ntxiy1nr--1hzgkoh7efxta","d3ntxiy1nr--1hzgkoh7efxta","Kani-Kéli (Mayotte)","Kani-Kéli","canton : Kani-Kéli",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97609",,"http://id.insee.fr/geo/commune/97609 | http://data.ign.fr/id/geofla/commune/97609 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97609","Chirongui (Mayotte) [d3ntxix1nt--dbt6m23mgrwg] | Bouéni (Mayotte) [d3ntxivxs6--1bbuznlrujrgr] | Bandrele (Mayotte) [d3ntxivlxd-kzt602fqk0o6]"
"place/FRAN_RI_005-d3ntxiyh6h-80vxhzku1ky1","d3ntxiyh6h-80vxhzku1ky1","Koungou (Mayotte)","Koungou","canton : Koungou",,"Mayotte (département) [d3ntb893pu-qq9x7bwttxhe]","97610",,"http://id.insee.fr/geo/commune/97610 | http://data.ign.fr/id/geofla/commune/97610 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/97610","Tsingoni (Mayotte) [d3ntxj1f0p-1tuji0dd9tss] | Mamoudzou (Mayotte) [d3ntxiytok--283p8qetohr1] | Bandraboua (Mayotte) [d3ntxivai3-1e3xnpw18zmg4]"
