"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3nticw09p-1ltnujcthtrsr","d3nticw09p-1ltnujcthtrsr","Abergement-la-Ronce (Jura)","L'Abergement-la-Ronce | Graveleuse | Abergement-la-Ronce","arrondissement : 391 | canton : Dole-Sud-Ouest",,"Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39001","POINT(879700 6666000)","http://id.insee.fr/geo/commune/39001 | http://data.ign.fr/id/geofla/commune/39001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39001","Samerey (Côte-d'Or) [d3ntfoaji2-wvu349q0wif0] | Tavaux (Jura) [d3ntihy9on-hu8z8f8jwy8x] | Saint-Aubin (Jura) [d3ntihijua--505facok29i4] | Saint-Symphorien-sur-Saône (Côte-d'Or) [d3ntfo8ndv--12sf7pqn5ww8u] | Damparis (Jura) [d3ntier729-4kp8yazax2fg] | Aumur (Jura) [d3ntid50op--15x31wm98xhsd]"
"place/FRAN_RI_005-d3nticwbwq--165tw8xdy1cq7","d3nticwbwq--165tw8xdy1cq7","Abergement-le-Grand (Jura)","Grand Abergement | Abergement-le-Grand","arrondissement : 392 | canton : Arbois","1er janvier 2017 : Abergement-le-Grand passe de l'arrondissement de Lons-le-Saunier à l'arrondissement de Dole.","Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39002","POINT(904000 6649300)","http://id.insee.fr/geo/commune/39002 | http://data.ign.fr/id/geofla/commune/39002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39002","Abergement-le-Petit (Jura) [d3nticwmwi-7f1nhzeedr7q] | Grozon (Jura) [d3ntifiktd--12ajn9ptl3xlb] | Vadans (Jura) [d3ntii51hd--l3wz3lbwg4ci] | Montholier (Jura) [d3ntigfttg-1m8go3sdx6jsg] | Mathenay (Jura) [d3ntig1wn4--1w9ii4m9c8200] | Aumont (Jura) [d3ntid4pwp--nod9gqw921wy]"
"place/FRAN_RI_005-d3nticwmwi-7f1nhzeedr7q","d3nticwmwi-7f1nhzeedr7q","Abergement-le-Petit (Jura)","Le petit Abergement | Agea | Abergement-le-Petit","arrondissement : 392 | canton : Poligny","1er janvier 2017 : Abergement-le-Petit passe de l'arrondissement de Lons-le-Saunier à l'arrondissement de Dole.","Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39003","POINT(905100 6648200)","http://id.insee.fr/geo/commune/39003 | http://data.ign.fr/id/geofla/commune/39003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39003","Abergement-le-Grand (Jura) [d3nticwbwq--165tw8xdy1cq7] | Grozon (Jura) [d3ntifiktd--12ajn9ptl3xlb] | Vadans (Jura) [d3ntii51hd--l3wz3lbwg4ci]"
"place/FRAN_RI_005-d3nticwxwa--17resn94eo121","d3nticwxwa--17resn94eo121","Abergement-lès-Thésy (Jura)","Montadroit | L'Abergement-lès-Thesy | Abergement-lès-Thésy","arrondissement : 392 | canton : Salins-les-Bains","1er janvier 2017 : Abergement-lès-Thésy passe de l'arrondissement de Lons-le-Saunier à l'arrondissement de Dole.","Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39004","POINT(923600 6650500)","http://id.insee.fr/geo/commune/39004 | http://data.ign.fr/id/geofla/commune/39004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39004","Lemuy (Jura) [d3ntifsk5j--upa7hsv9k7wu] | Salins-les-Bains (Jura) [d3ntihqypa--1qign3denapa4] | Thésy (Jura) [d3ntii24py-1t7ezu395f0v8] | Dournon (Jura) [d3ntiew8ka-11sqtwmta3x21] | Cernans (Jura) [d3ntidol4u--11yc1tq4pmk4c]"
"place/FRAN_RI_005-d3nticx8w1-3cvmsluq6zf8","d3nticx8w1-3cvmsluq6zf8","Aiglepierre (Jura)","Montcoux | Aiglepierre","arrondissement : 392 | canton : Salins-les-Bains","1er janvier 2017 : Aiglepierre passe de l'arrondissement de Lons-le-Saunier à l'arrondissement de Dole.","Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39006","POINT(914300 6654000)","http://id.insee.fr/geo/commune/39006 | http://data.ign.fr/id/geofla/commune/39006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39006","Mouchard (Jura) [d3ntigkdux-145q7z9hre6v1] | Arbois (Jura) [d3nticz2f4--1pzscbfattjrt] | Marnoz (Jura) [d3ntig0z0j--zdo63jujk82n] | Pagnoz (Jura) [d3ntigupwx-9bjxa529rxiy] | Montigny-lès-Arsures (Jura) [d3ntigg4t7-1uu3m3173pb6o] | Pretin (Jura) [d3ntih87sa-my2jdhlfx49q] | Les Arsures (Jura) [d3ntid1zeb-1sx0wjwcoa61p]"
"place/FRAN_RI_005-d3nticxjo2-88qcssca3jso","d3nticxjo2-88qcssca3jso","Alièze (Jura)","Alièze","arrondissement : 392 | canton : Orgelet",,"Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39007","POINT(897200 6612900)","http://id.insee.fr/geo/commune/39007 | http://data.ign.fr/id/geofla/commune/39007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39007","Arthenas (Jura) [d3ntid2ldu-8ogj4moaob0i] | Marnézia (Jura) [d3ntig028z-tz8t4p13vnjb] | Poids-de-Fiole (Jura) [d3ntih3yit--se5h4enov8q8] | Courbette (Jura) [d3ntiejd3z-5esxcigq0eqy] | Dompierre-sur-Mont (Jura) [d3ntievmd0-pzei7xvn7t9b] | Présilly (Jura) [d3ntih7x0a--lciwt8ry42qu] | Vernantois (Jura) [d3ntii9abb--ixfmm16qo5xg] | Saint-Maur (Jura) [d3ntiho8eo-1wrefasxrvn1d] | Reithouse (Jura) [d3ntihbv9z-193tgq16wecln]"
"place/FRAN_RI_005-d3nticxug2--m1vm1lxq411m","d3nticxug2--m1vm1lxq411m","Amange (Jura)","Anières | Amange","arrondissement : 391 | canton : Rochefort-sur-Nenon",,"Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39008","POINT(894200 6677000)","http://id.insee.fr/geo/commune/39008 | http://data.ign.fr/id/geofla/commune/39008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39008","Vriange (Jura) [d3ntiijcgd-1sbq165ig7jhc] | Châtenois (Jura) [d3ntie2hg5-1be2q1o98lfan] | Audelange (Jura) [d3ntid3id5-ces9ierjy375] | Moissey (Jura) [d3ntig7dnw--2ho03mb775wz] | Offlanges (Jura) [d3ntigrduj--zabkzo4sypx8] | Romange (Jura) [d3ntihem7v--cxeykbx3gwkq]"
"place/FRAN_RI_005-d3nticy5ft-rxglx0lkjs6k","d3nticy5ft-rxglx0lkjs6k","Andelot-en-Montagne (Jura)","Echaillat | Andelot-en-Montagne | Andelot","arrondissement : 392 | canton : Champagnole",,"Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39009","POINT(923400 6643300)","http://id.insee.fr/geo/commune/39009 | http://data.ign.fr/id/geofla/commune/39009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39009","Montmarlon (Jura) [d3ntiggqkz-1ng5rv0sknz9f] | Vers-en-Montagne (Jura) [d3ntii9w33-9wbxcx8qn91p] | Lemuy (Jura) [d3ntifsk5j--upa7hsv9k7wu] | Aresches (Jura) [d3ntiijyfw-kknh63s3kp4w] | Valempoulières (Jura) [d3ntii5c9e--12lii50eme9az] | Supt (Jura) [d3ntihxcpd--gtg1ain1s97r] | Chapois (Jura) [d3ntidvgt9--14e5vrjcviq4p] | Pont-d'Héry (Jura) [d3ntih5r6v-ypuznxkelyge]"
"place/FRAN_RI_005-d3nticygfl-1jlddbeqpcvgp","d3nticygfl-1jlddbeqpcvgp","Andelot-Morval (Jura)","Morval | Monsériat | Andelot-Morval | Andelot-lès-Saint-Amour","arrondissement : 392 | canton : Saint-Julien","1er janvier 1973 : Andelot-lès-Saint-Amour devient Andelot-Morval suite à sa fusion-association avec Morval.Morval est rattachée à Andelot-lès-Saint-Amour (fusion association) qui devient Andelot-Morval.","Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39010","POINT(885500 6594500)","http://id.insee.fr/geo/commune/39010 | http://data.ign.fr/id/geofla/commune/39010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39010","Saint-Julien (Jura) [d3ntihm4bc--edhfqfe5t7qd] | Gigny (Jura) [d3ntifexbp--vj6kjl1ml1yp] | Val-d'Epy (Jura) [d3ntiezf0x-c0v0ahe5v6ln] | Montagna-le-Reconduit (Jura) [d3ntigbbpt--1uph1b2622blw] | Thoissia (Jura) [d3ntii31x0--12wi4fs0qjziw] | Véria (Jura) [d3ntii8zbk--1jvklyhg2gq03]"
"place/FRAN_RI_005-d3nticyrfd--11dgvhmwjriqy","d3nticyrfd--11dgvhmwjriqy","Annoire (Jura)","Annoire","arrondissement : 391 | canton : Chemin",,"Jura (Franche-Comté, département) [d5bdp3zrcm-e7nbba4rriom]","39011","POINT(873200 6653400)","http://id.insee.fr/geo/commune/39011 | http://data.ign.fr/id/geofla/commune/39011 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/39011","Bousselange (Côte-d'Or) [d3ntf0wg2q-8v5lvnccwolb] | Chemin (Jura) [d3ntie8oc4-18uks28wy9xwz] | Pourlans (Saône-et-Loire) [d3nts4ca8m--11arql4nbr06b] | Petit-Noir (Jura) [d3ntigytcv--phw59ud8d2fh] | Saint-Loup (Jura) [d3ntihnmmw-1jokqeeq74pk] | Fretterans (Saône-et-Loire) [d3nts2gl4g--pmref7b0jemt] | Lays-sur-le-Doubs (Saône-et-Loire) [d3nts31ayk--1kdgrex6lrzq4]"
