"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d5bdppt147--176wwvjcctrx0","d5bdppt147--176wwvjcctrx0","Paris (France)","75","arrondissement : 751",,"Paris (Ile-de-France, département) [d5bdp7f563-3i98jv8c3b0g-bis]","75056",,"http://id.insee.fr/geo/commune/75056 | http://data.ign.fr/id/geofla/commune/75056 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/75056","Malakoff (Hauts-de-Seine) [d3ntxenii0-1uuqgeln97xcn] | Puteaux (Hauts-de-Seine) [d3ntxer2ra-xt5pofjvo29d] | Nogent-sur-Marne (Val-de-Marne) [d3ntxfj532--39wgwyo7urej] | Montrouge (Hauts-de-Seine) [d3ntxeot27-y3cqy2ub2cdb] | Levallois-Perret (Hauts-de-Seine) [d3ntxemx5r-12d67v3gx41lz] | Saint-Ouen (Seine-Saint-Denis) [d3ntxf71ft--g29dbl18lewt] | Saint-Maurice (Val-de-Marne) [d3ntxfn5q4-1hcs4fwzqki2x] | Le Kremlin-Bicêtre (Val-de-Marne) [d3ntxfh5ay-fzpn3fsumjtx] | Vincennes (Val-de-Marne) [d3ntxfqxqs-hiibmu39cc86] | Neuilly-sur-Seine (Hauts-de-Seine) [d3ntxeph7b-1sjw6m6t5e8pc] | Saint-Denis (Seine-Saint-Denis) [d3ntxf6q0j-g0j2ysmlf0zv] | Les Lilas (Seine-Saint-Denis) [d3ntxf0kum--8x3weqaokamt] | Le Pré-Saint-Gervais (Seine-Saint-Denis) [d3ntxf5d2z-1mzae9q6v2xbn] | Charenton-le-Pont (Val-de-Marne) [d3ntxfd667-xbd4he5dl4i1] | Saint-Mandé (Val-de-Marne) [d3ntxfmhd8--1qm5v8f5dssaf] | Ivry-sur-Seine (Val-de-Marne) [d3ntxfg9m7--p938vq7ntyw9] | Vanves (Hauts-de-Seine) [d3ntxet9fq-fmnzczx2ubr6] | Boulogne-Billancourt (Hauts-de-Seine) [d3ntxehixv--1dwuxfounu5c6] | Montreuil (Seine-Saint-Denis) [d3ntxf2dy7-t5fqact9l085] | Bagnolet (Seine-Saint-Denis) [d3ntxevc0q--lbd5pjoigugj] | Aubervilliers (Seine-Saint-Denis) [d3ntxeukn7-d4jfh4hnp8dp] | Gentilly (Val-de-Marne) [d3ntxfffvb--8tphiqh0cz8s] | Clichy (Hauts-de-Seine) [d3ntxeji2p-1lu39awemgiwf] | Issy-les-Moulineaux (Hauts-de-Seine) [d3ntxemk0d--2e7aqobr1ybd] | Pantin (Seine-Saint-Denis) [d3ntxf43du-1xh3ndzc8xfr4] | Suresnes (Hauts-de-Seine) [d3ntxesy0g--o4bcwvyjlcs2] | Saint-Cloud (Hauts-de-Seine) [d3ntxerwxp-197me2070xx1b] | Joinville-le-Pont (Val-de-Marne) [d3ntxfgl1h-hrutvtb6w646] | Fontenay-sous-Bois (Val-de-Marne) [d3ntxfessy--nfu8xzg14rps]"
