"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de la commune dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Description (rico:descriptiveNote)","Historique (rico:history)","Nom et id du département d’appartenance","Code INSEE","Coordonnées du chef-lieu (RGF93 projection Lambert 93)","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Communes adjacentes"
"place/FRAN_RI_005-d3ntfvs0r9-1bc4nhxx371ev","d3ntfvs0r9-1bc4nhxx371ev","Ahun (Creuse)","Ahun","arrondissement : 232 | canton : Ahun",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23001","POINT(626200 6554500)","http://id.insee.fr/geo/commune/23001 | http://data.ign.fr/id/geofla/commune/23001 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23001","Le Donzeil (Creuse) [d3ntfwqk3r--et1cjvfweoj1] | Saint-Yrieix-les-Bois (Creuse) [d3ntfyndqu--vl5kfoqrkxgl] | Saint-Martial-le-Mont (Creuse) [d3ntfy8ud7-1ccuqvivy4jhj] | Pionnat (Creuse) [d3ntfxl7zg--1ie35husq1j1a] | Fransèches (Creuse) [d3ntfwv3hy--pseo5rwza8mg] | Mazeirat (Creuse) [d3ntfxbhwz-1dbvptlb12a88] | Cressat (Creuse) [d3ntfwoo7b-ktijqchdgpk2] | Sous-Parsat (Creuse) [d3ntfxszs4-c81sodue2se] | Moutier-d'Ahun (Creuse) [d3ntfxff3v--fxoazfebm843] | Chamberaud (Creuse) [d3ntfwe7u3-t3hqe5kzc96u] | Saint-Hilaire-la-Plaine (Creuse) [d3ntfy3oc7-1pj9jwt25bo8r]"
"place/FRAN_RI_005-d3ntfvsd1l--2i6n5bllud7k","d3ntfvsd1l--2i6n5bllud7k","Ajain (Creuse)","Belle-Fay | Ajain","arrondissement : 232 | canton : Guéret-Nord",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23002","POINT(622800 6567900)","http://id.insee.fr/geo/commune/23002 | http://data.ign.fr/id/geofla/commune/23002 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23002","Glénic (Creuse) [d3ntfwy2mq--szwzqm16fap5] | Roches (Creuse) [d3ntfxnqqg-11r5p5y9141x6] | Pionnat (Creuse) [d3ntfxl7zg--1ie35husq1j1a] | Saint-Laurent (Creuse) [d3ntfy58ll-174kzzc9o8e7y] | Sainte-Feyre (Creuse) [d3ntfy01pk--10gfmdpd07h24] | Ladapeyre (Creuse) [d3ntfx0x8k--noy4mnqfnv5c]"
"place/FRAN_RI_005-d3ntfvsoom--18h4noxoxrclk","d3ntfvsoom--18h4noxoxrclk","Alleyrat (Creuse)","Alleyrat | Allerat","arrondissement : 231 | canton : Aubusson",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23003","POINT(634400 6543500)","http://id.insee.fr/geo/commune/23003 | http://data.ign.fr/id/geofla/commune/23003 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23003","Aubusson (Creuse) [d3ntfvvw0b-1uisn6b0k9nz3] | Blessac (Creuse) [d3ntfw6yd2-d1zz6nqxpw2l] | Saint-Maixant (Creuse) [d3ntfy7lj3--66vl79gewxk8] | Saint-Médard-la-Rochette (Creuse) [d3ntfyapu4--121xf4vbvsjqk]"
"place/FRAN_RI_005-d3ntfvt1m8--as7q3do2w6n4","d3ntfvt1m8--as7q3do2w6n4","Anzême (Creuse)","Auzême | Anzême","arrondissement : 232 | canton : Saint-Vaury",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23004","POINT(612400 6574600)","http://id.insee.fr/geo/commune/23004 | http://data.ign.fr/id/geofla/commune/23004 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23004","Bussière-Dunoise (Creuse) [d3ntfwbycr-n1fwjmqlr1ds] | Glénic (Creuse) [d3ntfwy2mq--szwzqm16fap5] | Le Bourg-d'Hem (Creuse) [d3ntfw8j1z-vpzqp9zqdjav] | La Celle-Dunoise (Creuse) [d3ntfwcx25-gs8eetis4myd] | Champsanglard (Creuse) [d3ntfwhkjs--1c3h1wotdlipc] | Saint-Sulpice-le-Guérétois (Creuse) [d3ntfykrbw-yvffwkfof34s] | Jouillat (Creuse) [d3ntfx0m11--1zxt3sg27oyy] | Saint-Fiel (Creuse) [d3ntfy1s80-12xj63lztgg2h]"
"place/FRAN_RI_005-d3ntfvteju-1try8qgvj4wgc","d3ntfvteju-1try8qgvj4wgc","Arfeuille-Châtain (Creuse)","Arfeuille-Châtain | Arfeuille-et-Châtain","arrondissement : 231 | canton : Evaux-les-Bains",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23005","POINT(656400 6551800)","http://id.insee.fr/geo/commune/23005 | http://data.ign.fr/id/geofla/commune/23005 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23005","Reterre (Creuse) [d3ntfxn3vw--onmtwcdv6grp] | Bussière-Nouvelle (Creuse) [d3ntfwc9s2-1u2dzb69gh6e7] | Mainsat (Creuse) [d3ntfx6h9z-ntqyj2gtg80r] | Rougnat (Creuse) [d3ntfxo25r--1q8c1m9zdn0mo] | Sannat (Creuse) [d3ntfxqh8u--1ob0tdp341xf8]"
"place/FRAN_RI_005-d3ntfvtqen-32tf9awye09n","d3ntfvtqen-32tf9awye09n","Arrènes (Creuse)","Reix | Arrènes | Aresnes","arrondissement : 232 | canton : Bénévent-l'Abbaye",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23006","POINT(589400 6553400)","http://id.insee.fr/geo/commune/23006 | http://data.ign.fr/id/geofla/commune/23006 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23006","Marsac (Creuse) [d3ntfxa8nc-1fp0s0pclvgv] | Laurière (Haute-Vienne) [d3ntwkuiga--y53goq6as8ad] | Châtelus-le-Marcheix (Creuse) [d3ntfwjsqk-1tr8e17twd8um] | Saint-Etienne-de-Fursac (Creuse) [d3ntfxzqi1--bjpx5bz59wi3] | Mourioux-Vieilleville (Creuse) [d3ntfxf3gt--1micmibxmnm5t] | Saint-Goussaud (Creuse) [d3ntfy3cwx-1j6qwc5n143ho]"
"place/FRAN_RI_005-d3ntfvvi7n--d0hjzdvjtbnb","d3ntfvvi7n--d0hjzdvjtbnb","Ars (Creuse)","Ars","arrondissement : 231 | canton : Saint-Sulpice-les-Champs",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23007","POINT(628600 6545300)","http://id.insee.fr/geo/commune/23007 | http://data.ign.fr/id/geofla/commune/23007 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23007","Saint-Martial-le-Mont (Creuse) [d3ntfy8ud7-1ccuqvivy4jhj] | Saint-Avit-le-Pauvre (Creuse) [d3ntfxwwbq-1mmjxiabm0v87] | Fransèches (Creuse) [d3ntfwv3hy--pseo5rwza8mg] | Saint-Sulpice-les-Champs (Creuse) [d3ntfyl2jf--1qb9v55qdkcpw] | Blessac (Creuse) [d3ntfw6yd2-d1zz6nqxpw2l] | Saint-Médard-la-Rochette (Creuse) [d3ntfyapu4--121xf4vbvsjqk]"
"place/FRAN_RI_005-d3ntfvvw0b-1uisn6b0k9nz3","d3ntfvvw0b-1uisn6b0k9nz3","Aubusson (Creuse)","Aubusson","arrondissement : 231 | canton : Aubusson",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23008","POINT(635500 6539900)","http://id.insee.fr/geo/commune/23008 | http://data.ign.fr/id/geofla/commune/23008 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23008","Saint-Marc-à-Frongier (Creuse) [d3ntfy7wiv-76qu3sv0aby7] | Saint-Amand (Creuse) [d3ntfxvwz2--m5tkmgizb7c] | Alleyrat (Creuse) [d3ntfvsoom--18h4noxoxrclk] | Saint-Pardoux-le-Neuf (Creuse) [d3ntfyec90--10v6xw0y9h6a8] | Blessac (Creuse) [d3ntfw6yd2-d1zz6nqxpw2l] | Saint-Quentin-la-Chabanne (Creuse) [d3ntfyik05-115yhkig24f3f] | Moutier-Rozeille (Creuse) [d3ntfxg1b5--13j412fpvxmkk] | Saint-Maixant (Creuse) [d3ntfy7lj3--66vl79gewxk8] | Saint-Alpinien (Creuse) [d3ntfxu91q--r6mk4rs2lppu]"
"place/FRAN_RI_005-d3ntfvw8xx--9wso3gsmm2wv","d3ntfvw8xx--9wso3gsmm2wv","Auge (Creuse)","Auge | Champeix | Ange","arrondissement : 231 | canton : Chambon-sur-Voueize",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23009","POINT(647800 6571500)","http://id.insee.fr/geo/commune/23009 | http://data.ign.fr/id/geofla/commune/23009 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23009","Bord-Saint-Georges (Creuse) [d3ntfw7kzv--1valw619cweh9] | Lussat (Creuse) [d3ntfx5un5-1x03wzvg2avko] | Verneiges (Creuse) [d3ntfypx54-v9vf7h33ixhj] | Lépaud (Creuse) [d3ntfx26af-1bi2xglc1fnne]"
"place/FRAN_RI_005-d3ntfvwksq--1r4ovacdt25bl","d3ntfvwksq--1r4ovacdt25bl","Augères (Creuse)","Champronaix | Augères | Angers","arrondissement : 232 | canton : Bénévent-l'Abbaye",,"Creuse (Limousin, département) [d3ntb7il7x--1vk7pyy7wolw8]","23010","POINT(602200 6554400)","http://id.insee.fr/geo/commune/23010 | http://data.ign.fr/id/geofla/commune/23010 | http://data.alegoria-project.fr/id/ign/unitesadministratives/commune/23010","Saint-Dizier-Leyrenne (Creuse) [d3ntfxysfx-sthxuqcgyb66] | Aulon (Creuse) [d3ntfvwwnj-12fc1qnsg3xw2] | Azat-Châtenet (Creuse) [d3ntfvxxar-1svijqdf8t635] | Ceyroux (Creuse) [d3ntfwdw72--1vv4n0ut4zv9k] | Janaillat (Creuse) [d3ntfwzzlz--1jj08wid37e9z] | Montaigut-le-Blanc (Creuse) [d3ntfxcqyu-gz8jj8h6ls02]"
